id	scope	file	line	module	kind	classification	attributes	assessment	text
reference-semantics/semantics/core.k:117	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	117	MPY-CORE	syntax	constructor/control-syntax		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k:118	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	118	MPY-CORE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/core.k:124	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	124	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k:125	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	125	MPY-CORE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k:126	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	126	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k:127	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	127	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> .Stmts => .K ... </k>
reference-semantics/semantics/core.k:130	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	130	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax KItem ::= #look(String, Int)
reference-semantics/semantics/core.k:131	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	131	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/core.k:132	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	132	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/core.k:145	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	145	MPY-CORE	rule	operational-rule+priority	priority	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
reference-semantics/semantics/core.k:152	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	152	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
reference-semantics/semantics/core.k:157	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	157	MPY-CORE	syntax	equational-symbol-declaration	function,total	unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"syntax Scope ::= ""builtinsScope"" [function, total]"
reference-semantics/semantics/core.k:158	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	158	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"
reference-semantics/semantics/core.k:185	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	185	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k:186	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	186	MPY-CORE	syntax	constructor/control-syntax		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
reference-semantics/semantics/core.k:189	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	189	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
reference-semantics/semantics/core.k:190	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	190	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k:191	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	191	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
reference-semantics/semantics/core.k:194	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	194	MPY-CORE	rule	operational-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule <k> Int(I:Int) => I ... </k>
reference-semantics/semantics/core.k:195	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	195	MPY-CORE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k:196	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	196	MPY-CORE	rule	operational-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule <k> NoneVal => noneV ... </k>
reference-semantics/semantics/core.k:199	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	199	MPY-CORE	syntax	equational-symbol-declaration	function	reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k:200	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	200	MPY-CORE	rule	equational-or-macro-rule		reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	rule truthy(B:Bool) => B
reference-semantics/semantics/core.k:201	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	201	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule truthy(noneV) => false
reference-semantics/semantics/core.k:202	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	202	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule truthy(I:Int) => I =/=Int 0
reference-semantics/semantics/core.k:203	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	203	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k:204	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	204	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k:205	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	205	MPY-CORE	rule	equational-or-macro-rule		unused-by-target; ACCEPT_FIXED_UNUSED: intact launcher-trusted supplied semantics and unreachable from all target claims; no candidate extension or identified false-conclusion witness	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k:208	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	208	MPY-CORE	syntax	equational-symbol-declaration	function	reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Val ::= applyUn(String, Val) [function]
reference-semantics/semantics/core.k:209	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	209	MPY-CORE	syntax	equational-symbol-declaration	function	reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Val ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k:210	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	210	MPY-CORE	syntax	equational-symbol-declaration	function	reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Bool ::= applyCmp(String, Val, Val) [function]
reference-semantics/semantics/core.k:213	launcher-trusted-supplied-semantics	reference-semantics/semantics/core.k	213	MPY-CORE	syntax	equational-symbol-declaration	function,total	reachable-proof-slice; ACCEPT_FIXED_REACHABLE: intact supplied rule/declaration; manual control/evaluation/state review found no mismatch on the target's integer-list execution slice	syntax Vals ::= appendVal(Vals, Val) [function, total]
