Script started on 2026-07-26 16:23:43-05:00 [<not executed on terminal>]
source_file_count=26
entry_count=950
kind_counts={'rule': 707, 'context': 5, 'syntax': 234, 'configuration': 1, 'claim': 3}
attribute_entry_counts={'function': 148, 'functional': 0, 'total': 108, 'symbol': 25, 'no-evaluators': 22, 'priority': 29, 'simplification': 1, 'concrete': 32, 'owise': 26, 'macro': 7, 'macro-rec': 1}

ID	LOCATION	KIND	ATTRIBUTES	DECLARATION_OR_RULE
K0927	reference-semantics/semantics/tuple.k:55	rule	-	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
K0928	reference-semantics/semantics/tuple.k:57	rule	-	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
K0929	verification.k:9	syntax	-	syntax IntVals ::= ".IntVals" | ivCons(Int, IntVals)
K0930	verification.k:11	syntax	function,total	syntax ValSeq ::= asValSeq(IntVals) [function, total]
K0931	verification.k:12	rule	-	rule asValSeq(.IntVals) => .ValSeq
K0932	verification.k:13	rule	-	rule asValSeq(ivCons(I:Int, REST:IntVals)) => vCons(I, asValSeq(REST))
K0933	verification.k:18	syntax	function	syntax ValSeq ::= derivativeAcc(ValSeq, IntVals, Int) [function] | derivativeSeq(IntVals) [function]
K0934	verification.k:20	rule	-	rule derivativeSeq(VS:IntVals) => derivativeAcc(.ValSeq, VS, 0)
K0935	verification.k:22	rule	-	rule derivativeAcc(ACC:ValSeq, .IntVals, _:Int) => ACC
K0936	verification.k:24	rule	-	rule derivativeAcc(ACC:ValSeq, ivCons(_:Int, REST:IntVals), 0) => derivativeAcc(ACC, REST, 1)
K0937	verification.k:26	rule	-	rule derivativeAcc(ACC:ValSeq, ivCons(I:Int, REST:IntVals), N:Int) => derivativeAcc( valSeqConcat(ACC, vCons(N *Int I, .ValSeq)), REST, N +Int 1 )
K0938	verification.k:39	syntax	-	syntax ValSeq ::= enumIntSeq(IntVals, Int)
K0939	verification.k:40	rule	simplification	rule enumVS(asValSeq(VS:IntVals), N:Int) => enumIntSeq(VS, N) [simplification]
K0940	verification.k:44	rule	-	rule <k> #iterNext(list(enumIntSeq(.IntVals, _:Int))) => #iterDone ... </k>
K0941	verification.k:46	rule	-	rule <k> #iterNext(list(enumIntSeq(ivCons(I:Int, REST:IntVals), N:Int))) => #iterYield( tuple(vCons(N, vCons(I, .ValSeq))), list(enumIntSeq(REST, N +Int 1)) ) ... </k>
K0942	verification.k:53	syntax	macro	syntax Expr ::= "derivativeTarget" [macro]
K0943	verification.k:54	rule	-	rule derivativeTarget => TupleExpr(Name("i"), Name("x"))
K0944	verification.k:57	syntax	macro	syntax Stmt ::= "derivativeLoopStep" [macro]
K0945	verification.k:58	rule	-	rule derivativeLoopStep => If( Compare(Name("i"), CmpOp(">", Int(0))), Expr( Call( Attribute(Name("result"), "append"), BinOp("*", Name("i"), Name("x")) ) ) .Stmts, .Stmts )
K0946	verification.k:72	syntax	macro	syntax Val ::= "derivativeClosure" [macro]
K0947	verification.k:73	rule	-	rule derivativeClosure => closureVal( ("xs", .ParamNames), Expr(Str("Return the coefficients of the derivative of a polynomial.")) Assign(Name("result"), ListExpr(.Exprs)) For( derivativeTarget, Call(Name("enumerate"), Name("xs")), derivativeLoopStep .Stmts ) Return(Name("result")) .Stmts, 0 )
K0948	spec.k:9	claim	-	claim <k> #loop( list(enumIntSeq(INPUT:IntVals, N:Int)), derivativeTarget, derivativeLoopStep .Stmts ) ~> CONT:K => CONT </k> <env> LOCAL:Int </env> <scopes> OTHER:Map LOCAL |-> scope( "xs" |-> XSLIST:Val "result" |-> ref(RESULT:Int) "i" |-> PREVIOUSI:Int "x" |-> PREVIOUSX:Int, PARENT:Parent ) => OTHER LOCAL |-> scope( "xs" |-> XSLIST "result" |-> ref(RESULT) "i" |-> ?FINALI:Int "x" |-> ?FINALX:Int, PARENT ) </scopes> <heap> RESULT |-> list(ACC:ValSeq) REST:Map => RESULT |-> list(derivativeAcc(ACC, INPUT, N)) REST </heap>
K0949	spec.k:54	claim	-	claim <k> Call(Name("derivative"), list(asValSeq(.IntVals))) => ref(?RESULT:Int) </k> <env> 0 </env> <scopes> 0 |-> scope("derivative" |-> derivativeClosure, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map => ?RESULT |-> list(derivativeSeq(.IntVals)) ?REST:Map </heap> <heapLoc> 0 => ?NEXT:Int </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> [label(entry-empty)]
K0950	spec.k:77	claim	-	claim <k> Call( Name("derivative"), list(asValSeq(ivCons(HEAD:Int, TAIL:IntVals))) ) => ref(?RESULT:Int) </k> <env> 0 </env> <scopes> 0 |-> scope("derivative" |-> derivativeClosure, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map => ?RESULT |-> list(derivativeSeq(ivCons(HEAD, TAIL))) ?REST:Map </heap> <heapLoc> 0 => ?NEXT:Int </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> [label(entry-cons)]

Script done on 2026-07-26 16:23:43-05:00 [COMMAND_EXIT_CODE="0"]
