id	file	start_line	end_line	kind	classification	attributes	assessment	text
484	unicode-case.k	457	457	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc9\xb2"") => ""\xc6\x9d"""
485	unicode-case.k	458	458	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc9\xb5"") => ""\xc6\x9f"""
486	unicode-case.k	459	459	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xc9\xbd"") => ""\xe2\xb1\xa4"""
487	unicode-case.k	460	460	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x80"") => ""\xc6\xa6"""
488	unicode-case.k	461	461	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x82"") => ""\xea\x9f\x85"""
489	unicode-case.k	462	462	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x83"") => ""\xc6\xa9"""
490	unicode-case.k	463	463	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x87"") => ""\xea\x9e\xb1"""
491	unicode-case.k	464	464	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x88"") => ""\xc6\xae"""
492	unicode-case.k	465	465	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x89"") => ""\xc9\x84"""
493	unicode-case.k	466	466	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x8a"") => ""\xc6\xb1"""
494	unicode-case.k	467	467	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x8b"") => ""\xc6\xb2"""
495	unicode-case.k	468	468	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x8c"") => ""\xc9\x85"""
496	unicode-case.k	469	469	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x92"") => ""\xc6\xb7"""
497	unicode-case.k	470	470	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x9d"") => ""\xea\x9e\xb2"""
498	unicode-case.k	471	471	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xca\x9e"") => ""\xea\x9e\xb0"""
499	unicode-case.k	472	472	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\x85"") => ""\xce\x99"""
500	unicode-case.k	473	473	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xb0"") => ""\xcd\xb1"""
501	unicode-case.k	474	474	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xb1"") => ""\xcd\xb0"""
502	unicode-case.k	475	475	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xb2"") => ""\xcd\xb3"""
503	unicode-case.k	476	476	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xb3"") => ""\xcd\xb2"""
504	unicode-case.k	477	477	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xb6"") => ""\xcd\xb7"""
505	unicode-case.k	478	478	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xb7"") => ""\xcd\xb6"""
506	unicode-case.k	479	479	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xbb"") => ""\xcf\xbd"""
507	unicode-case.k	480	480	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xbc"") => ""\xcf\xbe"""
508	unicode-case.k	481	481	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xbd"") => ""\xcf\xbf"""
509	unicode-case.k	482	482	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xcd\xbf"") => ""\xcf\xb3"""
510	unicode-case.k	483	483	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x86"") => ""\xce\xac"""
511	unicode-case.k	484	484	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x88"") => ""\xce\xad"""
512	unicode-case.k	485	485	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x89"") => ""\xce\xae"""
513	unicode-case.k	486	486	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x8a"") => ""\xce\xaf"""
514	unicode-case.k	487	487	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x8c"") => ""\xcf\x8c"""
515	unicode-case.k	488	488	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x8e"") => ""\xcf\x8d"""
516	unicode-case.k	489	489	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x8f"") => ""\xcf\x8e"""
517	unicode-case.k	490	490	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x90"") => ""\xce\x99\xcc\x88\xcc\x81"""
518	unicode-case.k	491	491	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x91"") => ""\xce\xb1"""
519	unicode-case.k	492	492	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x92"") => ""\xce\xb2"""
520	unicode-case.k	493	493	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x93"") => ""\xce\xb3"""
521	unicode-case.k	494	494	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x94"") => ""\xce\xb4"""
522	unicode-case.k	495	495	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x95"") => ""\xce\xb5"""
523	unicode-case.k	496	496	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x96"") => ""\xce\xb6"""
524	unicode-case.k	497	497	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x97"") => ""\xce\xb7"""
525	unicode-case.k	498	498	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x98"") => ""\xce\xb8"""
526	unicode-case.k	499	499	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x99"") => ""\xce\xb9"""
527	unicode-case.k	500	500	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x9a"") => ""\xce\xba"""
528	unicode-case.k	501	501	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x9b"") => ""\xce\xbb"""
529	unicode-case.k	502	502	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x9c"") => ""\xce\xbc"""
530	unicode-case.k	503	503	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x9d"") => ""\xce\xbd"""
531	unicode-case.k	504	504	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x9e"") => ""\xce\xbe"""
532	unicode-case.k	505	505	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\x9f"") => ""\xce\xbf"""
533	unicode-case.k	506	506	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa0"") => ""\xcf\x80"""
534	unicode-case.k	507	507	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa1"") => ""\xcf\x81"""
535	unicode-case.k	508	508	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa3"") => ""\xcf\x83"""
536	unicode-case.k	509	509	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa4"") => ""\xcf\x84"""
537	unicode-case.k	510	510	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa5"") => ""\xcf\x85"""
538	unicode-case.k	511	511	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa6"") => ""\xcf\x86"""
539	unicode-case.k	512	512	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa7"") => ""\xcf\x87"""
540	unicode-case.k	513	513	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa8"") => ""\xcf\x88"""
541	unicode-case.k	514	514	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xa9"") => ""\xcf\x89"""
542	unicode-case.k	515	515	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xaa"") => ""\xcf\x8a"""
543	unicode-case.k	516	516	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xab"") => ""\xcf\x8b"""
544	unicode-case.k	517	517	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xac"") => ""\xce\x86"""
545	unicode-case.k	518	518	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xad"") => ""\xce\x88"""
546	unicode-case.k	519	519	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xae"") => ""\xce\x89"""
547	unicode-case.k	520	520	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xaf"") => ""\xce\x8a"""
548	unicode-case.k	521	521	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xb0"") => ""\xce\xa5\xcc\x88\xcc\x81"""
549	unicode-case.k	522	522	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xb1"") => ""\xce\x91"""
550	unicode-case.k	523	523	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xb2"") => ""\xce\x92"""
551	unicode-case.k	524	524	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xb3"") => ""\xce\x93"""
552	unicode-case.k	525	525	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xb4"") => ""\xce\x94"""
553	unicode-case.k	526	526	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xb5"") => ""\xce\x95"""
554	unicode-case.k	527	527	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xce\xb6"") => ""\xce\x96"""
