id	file	line	end_line	module	kind	tags	text	disposition	rationale
K0288	reference-semantics/semantics/core.k	18	24	MPY-CORE	syntax		syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0289	reference-semantics/semantics/core.k	25	35	MPY-CORE	syntax		"syntax Val ::= Int | Bool | ""noneV"" | Iterable | ref(Int) | cellRef(Int) | closureVal(ParamNames, Stmts, Int) | typeV(String) | builtinV(String) | boundMethodV(Val, String)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0290	reference-semantics/semantics/core.k	36	36	MPY-CORE	syntax		"syntax Parent ::= ""root"" | parent(Int)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0291	reference-semantics/semantics/core.k	37	37	MPY-CORE	syntax		syntax Scope ::= scope(Map, Parent)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0292	reference-semantics/semantics/core.k	38	38	MPY-CORE	syntax		syntax KResult ::= Val	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0293	reference-semantics/semantics/core.k	39	39	MPY-CORE	syntax		syntax Expr ::= Val	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0294	reference-semantics/semantics/core.k	40	40	MPY-CORE	syntax		"syntax Vals ::= List{Val, "",""}"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0295	reference-semantics/semantics/core.k	41	41	MPY-CORE	syntax		"syntax Exc ::= ""NoExc"" | ""AssertionError"""	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0296	reference-semantics/semantics/core.k	42	48	MPY-CORE	syntax		"syntax RetState ::= ""noRet"" | retV(Val)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0297	reference-semantics/semantics/core.k	49	67	MPY-CORE	configuration		"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0298	reference-semantics/semantics/core.k	68	68	MPY-CORE	syntax	function,total	syntax Bool ::= isRefV(Val) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0299	reference-semantics/semantics/core.k	69	69	MPY-CORE	rule	ordinary	rule isRefV(ref(_:Int)) => true	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0300	reference-semantics/semantics/core.k	70	74	MPY-CORE	rule	owise	rule isRefV(_:Val) => false [owise]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0301	reference-semantics/semantics/core.k	75	75	MPY-CORE	syntax		syntax HeapVal ::= cellV(Val)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0302	reference-semantics/semantics/core.k	76	76	MPY-CORE	syntax	function,total	syntax Bool ::= isCellRef(Val) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0303	reference-semantics/semantics/core.k	77	77	MPY-CORE	rule	ordinary	rule isCellRef(cellRef(_:Int)) => true	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0304	reference-semantics/semantics/core.k	78	84	MPY-CORE	rule	owise	rule isCellRef(_:Val) => false [owise]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0305	reference-semantics/semantics/core.k	85	94	MPY-CORE	rule	priority,ordinary	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0306	reference-semantics/semantics/core.k	95	95	MPY-CORE	syntax		syntax Val ::= kwV(String, Val)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0307	reference-semantics/semantics/core.k	96	96	MPY-CORE	syntax		syntax KItem ::= #kwTag(String)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0308	reference-semantics/semantics/core.k	97	97	MPY-CORE	rule	ordinary	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0309	reference-semantics/semantics/core.k	98	99	MPY-CORE	rule	ordinary	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0310	reference-semantics/semantics/core.k	100	100	MPY-CORE	syntax	function,total	syntax Bool ::= isKwV(Val) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0311	reference-semantics/semantics/core.k	101	101	MPY-CORE	rule	ordinary	rule isKwV(kwV(_:String, _:Val)) => true	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0312	reference-semantics/semantics/core.k	102	105	MPY-CORE	rule	owise	rule isKwV(_:Val) => false [owise]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0313	reference-semantics/semantics/core.k	106	106	MPY-CORE	syntax		syntax Val ::= cellsMark(ParamNames)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0314	reference-semantics/semantics/core.k	107	107	MPY-CORE	syntax	function	syntax ParamNames ::= cellsOf(Val) [function]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0315	reference-semantics/semantics/core.k	108	108	MPY-CORE	rule	ordinary	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0316	reference-semantics/semantics/core.k	109	109	MPY-CORE	syntax	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0317	reference-semantics/semantics/core.k	110	110	MPY-CORE	rule	ordinary	rule pnMember(_:String, .ParamNames) => false	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0318	reference-semantics/semantics/core.k	111	112	MPY-CORE	rule	ordinary	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0319	reference-semantics/semantics/core.k	113	113	MPY-CORE	syntax		syntax KItem ::= #cellW(Val, Val)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0320	reference-semantics/semantics/core.k	114	116	MPY-CORE	rule	ordinary	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0321	reference-semantics/semantics/core.k	117	117	MPY-CORE	syntax		syntax KItem ::= #alloc(Val)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0322	reference-semantics/semantics/core.k	118	123	MPY-CORE	rule	ordinary	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0323	reference-semantics/semantics/core.k	124	124	MPY-CORE	syntax		syntax KItem ::= #loadAll(Module)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0324	reference-semantics/semantics/core.k	125	125	MPY-CORE	rule	ordinary	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0325	reference-semantics/semantics/core.k	126	126	MPY-CORE	rule	ordinary	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0326	reference-semantics/semantics/core.k	127	129	MPY-CORE	rule	ordinary	rule <k> .Stmts => .K ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0327	reference-semantics/semantics/core.k	130	130	MPY-CORE	syntax		syntax KItem ::= #look(String, Int)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0328	reference-semantics/semantics/core.k	131	131	MPY-CORE	rule	ordinary	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0329	reference-semantics/semantics/core.k	132	144	MPY-CORE	rule	ordinary	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0330	reference-semantics/semantics/core.k	145	151	MPY-CORE	rule	priority,ordinary	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0331	reference-semantics/semantics/core.k	152	156	MPY-CORE	rule	ordinary	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0332	reference-semantics/semantics/core.k	157	157	MPY-CORE	syntax	function,total	"syntax Scope ::= ""builtinsScope"" [function, total]"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0333	reference-semantics/semantics/core.k	158	184	MPY-CORE	rule	ordinary	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0334	reference-semantics/semantics/core.k	185	185	MPY-CORE	syntax		syntax ApplyK ::= toCall(Val)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0335	reference-semantics/semantics/core.k	186	188	MPY-CORE	syntax		syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0336	reference-semantics/semantics/core.k	189	189	MPY-CORE	rule	ordinary	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0337	reference-semantics/semantics/core.k	190	190	MPY-CORE	rule	ordinary	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0338	reference-semantics/semantics/core.k	191	193	MPY-CORE	rule	ordinary	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0339	reference-semantics/semantics/core.k	194	194	MPY-CORE	rule	ordinary	rule <k> Int(I:Int) => I ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0340	reference-semantics/semantics/core.k	195	195	MPY-CORE	rule	ordinary	rule <k> Bool(B:Bool) => B ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0341	reference-semantics/semantics/core.k	196	198	MPY-CORE	rule	ordinary	rule <k> NoneVal => noneV ... </k>	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0342	reference-semantics/semantics/core.k	199	199	MPY-CORE	syntax	function	syntax Bool ::= truthy(Val) [function]	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
K0343	reference-semantics/semantics/core.k	200	200	MPY-CORE	rule	ordinary	rule truthy(B:Bool) => B	ACCEPTED_SUPPLIED_FIXED_SEMANTICS	Exact trusted supplied-semantics sentence, accepted as the selected fixed language model; used-path rules are mapped separately.
