id	file	start_line	end_line	kind	attributes	review_class	decision	text
reference-semantics/semantics/core.k:78:rule:28	reference-semantics/semantics/core.k	78	78	rule	owise	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule isCellRef(_:Val) => false [owise]
reference-semantics/semantics/core.k:85:rule:29	reference-semantics/semantics/core.k	85	90	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
reference-semantics/semantics/core.k:95:syntax:30	reference-semantics/semantics/core.k	95	95	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Val ::= kwV(String, Val)
reference-semantics/semantics/core.k:96:syntax:31	reference-semantics/semantics/core.k	96	96	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax KItem ::= #kwTag(String)
reference-semantics/semantics/core.k:97:rule:32	reference-semantics/semantics/core.k	97	97	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
reference-semantics/semantics/core.k:98:rule:33	reference-semantics/semantics/core.k	98	99	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
reference-semantics/semantics/core.k:100:syntax:34	reference-semantics/semantics/core.k	100	100	syntax	function,total	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Bool ::= isKwV(Val) [function, total]
reference-semantics/semantics/core.k:101:rule:35	reference-semantics/semantics/core.k	101	101	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule isKwV(kwV(_:String, _:Val)) => true
reference-semantics/semantics/core.k:102:rule:36	reference-semantics/semantics/core.k	102	102	rule	owise	MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule isKwV(_:Val) => false [owise]
reference-semantics/semantics/core.k:106:syntax:37	reference-semantics/semantics/core.k	106	106	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Val ::= cellsMark(ParamNames)
reference-semantics/semantics/core.k:107:syntax:38	reference-semantics/semantics/core.k	107	107	syntax	function	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax ParamNames ::= cellsOf(Val) [function]
reference-semantics/semantics/core.k:108:rule:39	reference-semantics/semantics/core.k	108	108	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
reference-semantics/semantics/core.k:109:syntax:40	reference-semantics/semantics/core.k	109	109	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax Bool ::= pnMember(String, ParamNames) [function, total]
reference-semantics/semantics/core.k:110:rule:41	reference-semantics/semantics/core.k	110	110	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule pnMember(_:String, .ParamNames) => false
reference-semantics/semantics/core.k:111:rule:42	reference-semantics/semantics/core.k	111	111	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
reference-semantics/semantics/core.k:113:syntax:43	reference-semantics/semantics/core.k	113	113	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax KItem ::= #cellW(Val, Val)
reference-semantics/semantics/core.k:114:rule:44	reference-semantics/semantics/core.k	114	115	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
reference-semantics/semantics/core.k:117:syntax:45	reference-semantics/semantics/core.k	117	117	syntax		OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	syntax KItem ::= #alloc(Val)
reference-semantics/semantics/core.k:118:rule:46	reference-semantics/semantics/core.k	118	121	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
reference-semantics/semantics/core.k:124:syntax:47	reference-semantics/semantics/core.k	124	124	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax KItem ::= #loadAll(Module)
reference-semantics/semantics/core.k:125:rule:48	reference-semantics/semantics/core.k	125	125	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
reference-semantics/semantics/core.k:126:rule:49	reference-semantics/semantics/core.k	126	126	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
reference-semantics/semantics/core.k:127:rule:50	reference-semantics/semantics/core.k	127	127	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> .Stmts => .K ... </k>
reference-semantics/semantics/core.k:130:syntax:51	reference-semantics/semantics/core.k	130	130	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax KItem ::= #look(String, Int)
reference-semantics/semantics/core.k:131:rule:52	reference-semantics/semantics/core.k	131	131	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
reference-semantics/semantics/core.k:132:rule:53	reference-semantics/semantics/core.k	132	134	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
reference-semantics/semantics/core.k:145:rule:54	reference-semantics/semantics/core.k	145	151	rule	priority	OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
reference-semantics/semantics/core.k:152:rule:55	reference-semantics/semantics/core.k	152	154	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
reference-semantics/semantics/core.k:157:syntax:56	reference-semantics/semantics/core.k	157	157	syntax	function,total	OUT_OF_TARGET_SLICE_DECLARATION	NO TARGET IMPACT: fixed-semantics declaration not exercised by the pinned program	"syntax Scope ::= ""builtinsScope"" [function, total]"
reference-semantics/semantics/core.k:158:rule:57	reference-semantics/semantics/core.k	158	181	rule		OUT_OF_TARGET_SLICE_FIXED_RULE	NO TARGET IMPACT: cannot match the pinned program's reachable constructors/control states; no false witness asserted	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"
reference-semantics/semantics/core.k:185:syntax:58	reference-semantics/semantics/core.k	185	185	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax ApplyK ::= toCall(Val)
reference-semantics/semantics/core.k:186:syntax:59	reference-semantics/semantics/core.k	186	188	syntax		MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
reference-semantics/semantics/core.k:189:rule:60	reference-semantics/semantics/core.k	189	189	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
reference-semantics/semantics/core.k:190:rule:61	reference-semantics/semantics/core.k	190	190	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
reference-semantics/semantics/core.k:191:rule:62	reference-semantics/semantics/core.k	191	191	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
reference-semantics/semantics/core.k:194:rule:63	reference-semantics/semantics/core.k	194	194	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> Int(I:Int) => I ... </k>
reference-semantics/semantics/core.k:195:rule:64	reference-semantics/semantics/core.k	195	195	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> Bool(B:Bool) => B ... </k>
reference-semantics/semantics/core.k:196:rule:65	reference-semantics/semantics/core.k	196	196	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule <k> NoneVal => noneV ... </k>
reference-semantics/semantics/core.k:199:syntax:66	reference-semantics/semantics/core.k	199	199	syntax	function	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Bool ::= truthy(Val) [function]
reference-semantics/semantics/core.k:200:rule:67	reference-semantics/semantics/core.k	200	200	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule truthy(B:Bool) => B
reference-semantics/semantics/core.k:201:rule:68	reference-semantics/semantics/core.k	201	201	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule truthy(noneV) => false
reference-semantics/semantics/core.k:202:rule:69	reference-semantics/semantics/core.k	202	202	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule truthy(I:Int) => I =/=Int 0
reference-semantics/semantics/core.k:203:rule:70	reference-semantics/semantics/core.k	203	203	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
reference-semantics/semantics/core.k:204:rule:71	reference-semantics/semantics/core.k	204	204	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k:205:rule:72	reference-semantics/semantics/core.k	205	205	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
reference-semantics/semantics/core.k:208:syntax:73	reference-semantics/semantics/core.k	208	208	syntax	function	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Val ::= applyUn(String, Val) [function]
reference-semantics/semantics/core.k:209:syntax:74	reference-semantics/semantics/core.k	209	209	syntax	function	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Val ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k:210:syntax:75	reference-semantics/semantics/core.k	210	210	syntax	function	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Bool ::= applyCmp(String, Val, Val) [function]
reference-semantics/semantics/core.k:213:syntax:76	reference-semantics/semantics/core.k	213	213	syntax	function,total	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax Vals ::= appendVal(Vals, Val) [function, total]
reference-semantics/semantics/core.k:214:rule:77	reference-semantics/semantics/core.k	214	214	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule appendVal(.Vals, V:Val) => V , .Vals
reference-semantics/semantics/core.k:215:rule:78	reference-semantics/semantics/core.k	215	215	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
reference-semantics/semantics/core.k:217:syntax:79	reference-semantics/semantics/core.k	217	217	syntax	function,total	MATERIAL_DECLARATION	ACCEPT: declaration/strictness for a constructor or value used by the pinned program	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
reference-semantics/semantics/core.k:218:rule:80	reference-semantics/semantics/core.k	218	218	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule vals2valSeq(.Vals) => .ValSeq
reference-semantics/semantics/core.k:219:rule:81	reference-semantics/semantics/core.k	219	219	rule		MATERIAL_FIXED_SEMANTICS	ACCEPT: manually reviewed in the reachable semantic slice; matches the intended material operation	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
