source	lines	kind	attributes	text	disposition
/reference/reference-semantics/semantics/core.k:114	114-116	rule	ordinary	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:117	117-117	syntax	-	syntax KItem ::= #alloc(Val)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:118	118-123	rule	ordinary	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H) // ==== module load + statement sequencing ==================================	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:124	124-124	syntax	-	syntax KItem ::= #loadAll(Module)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:125	125-125	rule	ordinary	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:126	126-126	rule	ordinary	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:127	127-129	rule	ordinary	rule <k> .Stmts => .K ... </k> // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ====	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:130	130-130	syntax	-	syntax KItem ::= #look(String, Int)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:131	131-131	rule	ordinary	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:132	132-144	rule	ordinary	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarded on the FOUND frame's DECLARED cellvars (pnMember over the // cellsMark): decidable for every concrete frame pin — plain frames and // non-cell names prune outright, so an abstract looked-up value never // drags a narrowing cellV heap match along (probed on 5-intersperse and // Q4's abstract `numbers` in the annotated frame)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:145	145-151	rule	priority	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:152	152-156	rule	ordinary	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M)) // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:157	157-157	syntax	function,total	syntax Scope ::= "builtinsScope" [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:158	158-184	rule	ordinary	rule builtinsScope => scope(.Map [ "len" <- builtinV("len") ] [ "set" <- builtinV("set") ] [ "sum" <- builtinV("sum") ] [ "abs" <- builtinV("abs") ] [ "min" <- builtinV("min") ] [ "max" <- builtinV("max") ] [ "ord" <- builtinV("ord") ] [ "chr" <- builtinV("chr") ] [ "range" <- builtinV("range") ] [ "all" <- builtinV("all") ] [ "any" <- builtinV("any") ] [ "zip" <- builtinV("zip") ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list" <- builtinV("list") ] [ "round" <- builtinV("round") ] [ "bin" <- builtinV("bin") ] [ "enumerate" <- builtinV("enumerate") ] [ "map" <- builtinV("map") ] [ "eval" <- builtinV("eval") ] [ "int" <- typeV("int") ] [ "str" <- typeV("str") ] [ "float" <- typeV("float") ], root) // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:185	185-185	syntax	-	syntax ApplyK ::= toCall(Val)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:186	186-188	syntax	-	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:189	189-189	rule	ordinary	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:190	190-190	rule	ordinary	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:191	191-193	rule	ordinary	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k> // ==== Int / Bool / None literals ==========================================	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:194	194-194	rule	ordinary	rule <k> Int(I:Int) => I ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:195	195-195	rule	ordinary	rule <k> Bool(B:Bool) => B ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:196	196-198	rule	ordinary	rule <k> NoneVal => noneV ... </k> // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:199	199-199	syntax	function	syntax Bool ::= truthy(Val) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:200	200-200	rule	ordinary	rule truthy(B:Bool) => B	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:201	201-201	rule	ordinary	rule truthy(noneV) => false	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:202	202-202	rule	ordinary	rule truthy(I:Int) => I =/=Int 0	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:203	203-203	rule	ordinary	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:204	204-204	rule	ordinary	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:205	205-207	rule	ordinary	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq) // ==== extensible operator dispatch (cases added by the construct modules) ==	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:208	208-208	syntax	function	syntax Val ::= applyUn(String, Val) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:209	209-209	syntax	function	syntax Val ::= applyBin(String, Val, Val) [function]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:210	210-212	syntax	function	syntax Bool ::= applyCmp(String, Val, Val) [function] // ==== shared list helpers =================================================	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:213	213-213	syntax	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:214	214-214	rule	ordinary	rule appendVal(.Vals, V:Val) => V , .Vals	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:215	215-216	rule	ordinary	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:217	217-217	syntax	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:218	218-218	rule	ordinary	rule vals2valSeq(.Vals) => .ValSeq	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:219	219-222	rule	ordinary	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS)) // ==== shared sequence length (len / summaries across many modules) ======== // (positional access valSeqAt/intSeqAt + normIdx live in subscript.k)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:223	223-223	syntax	function,total	syntax Int ::= vsLen(ValSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:224	224-224	rule	ordinary	rule vsLen(.ValSeq) => 0	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:225	225-226	rule	ordinary	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:227	227-227	syntax	function,total	syntax Int ::= isLen(IntSeq) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:228	228-228	rule	ordinary	rule isLen(.IntSeq) => 0	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:229	229-232	rule	ordinary	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S) // in-bounds positional write (list subscript-assign); OOB leaves the seq unchanged // (valid programs write in-bounds — mirrors valSeqAt's total-but-underspecified stance)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:233	233-233	syntax	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:234	234-234	rule	ordinary	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:235	235-235	rule	ordinary	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:236	236-237	rule	ordinary	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/core.k:238	238-239	rule	ordinary	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:20	20-22	syntax	-	syntax Val ::= dictV(ValSeq, ValSeq) // ==== DictExpr: {k: v, ...} literal. Eval each key then value, left to right, insert-with-dedup.	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:23	23-25	syntax	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:26	26-26	rule	ordinary	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:27	27-27	rule	ordinary	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:28	28-29	rule	ordinary	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:30	30-31	rule	ordinary	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:32	32-36	rule	ordinary	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k> // insert-with-dedup helpers (concrete Val key equality via ==K). [total] so buildFold over a dict is // total (its #Ceil is #Top) — needed when a symbolic proof carries a built dict as a config value.	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:37	37-37	syntax	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:38	38-38	rule	ordinary	rule dHasKey(.ValSeq, _:Val) => false	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
/reference/reference-semantics/semantics/dict.k:39	39-39	rule	ordinary	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K	TRUSTED-FIXED-UNREACHABLE-MODULE: selected supplied semantics and inert for this program
