file	line	kind	classification	attributes	text	disposition	review_rationale
reference-semantics/semantics/call.k	69	rule	ordinary-rule		rule <k> #applyK(toCall(closureVal(PNS:ParamNames, BODY:Stmts, DEFL:Int)), ACC:Vals) ~> CONT => #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(.Map, parent(DEFL)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	80	rule	ordinary-rule		"rule <k> #applyK(toCall(closureValC(PNS:ParamNames, CVS:ParamNames, BODY:Stmts, CM:Map)), ACC:Vals) ~> CONT => #allocCells(CVS) ~> #bindP(PNS, ACC) ~> BODY ~> #endcall </k> <env>     CALLERL:Int => NEWL </env> <scopes>   STORE:Map => STORE [ NEWL <- scope(CM [ ""$cells"" <- cellsMark(CVS) ], parent(0)) ] </scopes> <scopeLoc> NEWL:Int => NEWL +Int 1 </scopeLoc> <stack>   .List => ListItem(frame(CONT, CALLERL, NEWL)) ... </stack>"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	87	syntax	syntax-declaration		syntax KItem ::= #allocCells(ParamNames)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	88	rule	ordinary-rule		rule <k> #allocCells(.ParamNames) => .K ... </k>	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	89	rule	ordinary-rule		rule <k> #allocCells((CV:String, R:ParamNames)) => #allocCells(R) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ CV <- cellRef(N) ], _) ... </scopes> <heap>    H:Map => (N |-> cellV(noneV)) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/call.k	95	endmodule	endmodule		endmodule	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	3	module	module		module MPY-COMPREHENSION	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	4	imports	imports		imports MPY-CORE	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	5	imports	imports		imports MPY-OPERATORS	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	6	imports	imports		imports MPY-LIST	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	7	imports	imports		imports MPY-CONTROLS	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	8	imports	imports		imports MPY-FUNCTIONS	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	11	rule	ordinary-rule		rule ListComp(ELT:Expr, Gs:CompFors) => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	12	rule	ordinary-rule		rule GenExp(ELT:Expr, Gs:CompFors)   => Call(closureExpr(.ParamNames, compBody(Gs, ELT)), .Exprs)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	14	syntax	syntax-declaration	macro	syntax Stmts ::= compBody(CompFors, Expr) [macro]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	15	rule	ordinary-rule		"rule compBody(Gs:CompFors, ELT:Expr) => Assign(Name(""$acc""), ListExpr(.Exprs)) compNest(Gs, ELT) Return(Name(""$acc""))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	18	syntax	syntax-declaration	macro,macro-rec	syntax Stmt ::= compNest(CompFors, Expr) [macro-rec]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	19	rule	ordinary-rule		"rule compNest(.CompFors, ELT:Expr) => Assign(Name(""$acc""), BinOp(""+"", Name(""$acc""), ListExpr(ELT)))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	21	rule	ordinary-rule		rule compNest((CompFor(T:Expr, ITER:Expr, Fs:Exprs) GRest:CompFors), ELT:Expr) => For(T, ITER, If(compGuard(Fs), compNest(GRest, ELT), .Stmts))	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	24	syntax	syntax-declaration	macro	syntax Expr ::= compGuard(Exprs) [macro]	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	25	rule	ordinary-rule		rule compGuard(.Exprs)             => Bool(true)	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	26	rule	ordinary-rule		"rule compGuard((F:Expr, Fs:Exprs)) => BoolOp(""and"", (F, Fs))"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/comprehension.k	27	endmodule	endmodule		endmodule	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/concrete.k	8	module	module		module MPY-CONCRETE	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/concrete.k	9	imports	imports		imports MPY	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
reference-semantics/semantics/concrete.k	13	rule	ordinary-rule		"rule <k> Compare(list(A:ValSeq), CmpOp(""=="", list(B:ValSeq))) => deepEqVS(A, B, HP) ... </k> <heap> HP:Map </heap> requires hasRefVS(A) orBool hasRefVS(B)"	ACCEPTED-FIXED	Reviewed as part of the immutable supplied definition. It is coherent on its declared subset or unreachable from this program; no proof-local false conclusion witness was found beyond the separately marked string-model limitations.
