entry_kind	source	line	attributes	disposition	declaration
rule	reference-semantics/semantics/subscript.k	55	-	SUPPLIED_UNUSED_PATH	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
rule	reference-semantics/semantics/subscript.k	56	-	SUPPLIED_UNUSED_PATH	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
rule	reference-semantics/semantics/subscript.k	58	priority	SUPPLIED_UNUSED_PATH	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)
rule	reference-semantics/semantics/subscript.k	61	-	SUPPLIED_UNUSED_PATH	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
syntax	reference-semantics/semantics/subscript.k	63	function	SUPPLIED_UNUSED_PATH	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
rule	reference-semantics/semantics/subscript.k	64	-	SUPPLIED_UNUSED_PATH	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)
rule	reference-semantics/semantics/subscript.k	66	-	SUPPLIED_UNUSED_PATH	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)
rule	reference-semantics/semantics/subscript.k	68	-	SUPPLIED_UNUSED_PATH	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)
syntax	reference-semantics/semantics/subscript.k	72	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= slStep(OptInt) [function, total]
rule	reference-semantics/semantics/subscript.k	73	-	SUPPLIED_UNUSED_PATH	rule slStep(noB) => 1
rule	reference-semantics/semantics/subscript.k	74	-	SUPPLIED_UNUSED_PATH	rule slStep(someB(S:Int)) => S
syntax	reference-semantics/semantics/subscript.k	76	function	SUPPLIED_UNUSED_PATH	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
rule	reference-semantics/semantics/subscript.k	77	-	SUPPLIED_UNUSED_PATH	rule slStart(noB, ST:OptInt, _LEN:Int) => 0
rule	reference-semantics/semantics/subscript.k	79	-	SUPPLIED_UNUSED_PATH	rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1
rule	reference-semantics/semantics/subscript.k	81	-	SUPPLIED_UNUSED_PATH	rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
syntax	reference-semantics/semantics/subscript.k	83	function	SUPPLIED_UNUSED_PATH	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
rule	reference-semantics/semantics/subscript.k	84	-	SUPPLIED_UNUSED_PATH	rule slStop(noB, ST:OptInt, LEN:Int) => LEN
rule	reference-semantics/semantics/subscript.k	86	-	SUPPLIED_UNUSED_PATH	rule slStop(noB, ST:OptInt, _LEN:Int) => -1
rule	reference-semantics/semantics/subscript.k	88	-	SUPPLIED_UNUSED_PATH	rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
syntax	reference-semantics/semantics/subscript.k	90	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
rule	reference-semantics/semantics/subscript.k	91	-	SUPPLIED_UNUSED_PATH	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)
rule	reference-semantics/semantics/subscript.k	93	-	SUPPLIED_UNUSED_PATH	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)
syntax	reference-semantics/semantics/subscript.k	96	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= clampLo(Int, Int) [function, total]
rule	reference-semantics/semantics/subscript.k	97	-	SUPPLIED_UNUSED_PATH	rule clampLo(J:Int, _STEP:Int) => J
rule	reference-semantics/semantics/subscript.k	99	-	SUPPLIED_UNUSED_PATH	rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi
syntax	reference-semantics/semantics/subscript.k	102	function,total	SUPPLIED_UNUSED_PATH	syntax Int ::= clampHi(Int, Int, Int) [function, total]
rule	reference-semantics/semantics/subscript.k	103	-	SUPPLIED_UNUSED_PATH	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I
rule	reference-semantics/semantics/subscript.k	105	-	SUPPLIED_UNUSED_PATH	rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi
syntax	reference-semantics/semantics/subscript.k	109	function	SUPPLIED_UNUSED_PATH	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
rule	reference-semantics/semantics/subscript.k	110	-	SUPPLIED_UNUSED_PATH	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int)
rule	reference-semantics/semantics/subscript.k	113	-	SUPPLIED_UNUSED_PATH	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq
syntax	reference-semantics/semantics/subscript.k	116	function	SUPPLIED_UNUSED_PATH	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
rule	reference-semantics/semantics/subscript.k	117	-	SUPPLIED_UNUSED_PATH	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int)
rule	reference-semantics/semantics/subscript.k	120	-	SUPPLIED_UNUSED_PATH	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq
syntax	reference-semantics/semantics/syntax.k	9	macro	SUPPLIED_USED_PATH_REVIEWED	syntax Expr ::= "Int" "(" Int ")"
syntax	reference-semantics/semantics/syntax.k	32	-	SUPPLIED_USED_PATH_REVIEWED	syntax CmpOp ::= "CmpOp" "(" String "," Expr ")"
syntax	reference-semantics/semantics/syntax.k	33	-	SUPPLIED_USED_PATH_REVIEWED	syntax Entry ::= "Entry" "(" Expr "," Expr ")"
syntax	reference-semantics/semantics/syntax.k	34	-	SUPPLIED_USED_PATH_REVIEWED	syntax Entries ::= List{Entry, ","}
syntax	reference-semantics/semantics/syntax.k	35	-	SUPPLIED_USED_PATH_REVIEWED	syntax CompFor ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
syntax	reference-semantics/semantics/syntax.k	36	-	SUPPLIED_USED_PATH_REVIEWED	syntax CompFors ::= List{CompFor, ""}
syntax	reference-semantics/semantics/syntax.k	37	-	SUPPLIED_USED_PATH_REVIEWED	syntax Exprs ::= List{Expr, ","}
syntax	reference-semantics/semantics/syntax.k	38	-	SUPPLIED_USED_PATH_REVIEWED	syntax Index ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
syntax	reference-semantics/semantics/syntax.k	39	-	SUPPLIED_USED_PATH_REVIEWED	syntax Bound ::= Expr | "NoBound"
syntax	reference-semantics/semantics/syntax.k	41	-	SUPPLIED_USED_PATH_REVIEWED	syntax Stmt ::= "Assign" "(" Expr "," Expr ")" [strict(2)]
syntax	reference-semantics/semantics/syntax.k	56	-	SUPPLIED_USED_PATH_REVIEWED	syntax Stmts ::= List{Stmt, ""}
syntax	reference-semantics/semantics/syntax.k	57	-	SUPPLIED_USED_PATH_REVIEWED	syntax Params ::= "Params" "(" ParamNames ")"
syntax	reference-semantics/semantics/syntax.k	58	-	SUPPLIED_USED_PATH_REVIEWED	syntax CellVars ::= "CellVars" "(" ParamNames ")"
syntax	reference-semantics/semantics/syntax.k	59	-	SUPPLIED_USED_PATH_REVIEWED	syntax FreeVars ::= "FreeVars" "(" ParamNames ")"
syntax	reference-semantics/semantics/syntax.k	60	-	SUPPLIED_USED_PATH_REVIEWED	syntax ParamNames ::= List{String, ","}
syntax	reference-semantics/semantics/syntax.k	61	-	SUPPLIED_USED_PATH_REVIEWED	syntax Module ::= "Module" "(" Stmts ")"
rule	reference-semantics/semantics/tuple.k	10	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>
rule	reference-semantics/semantics/tuple.k	11	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
syntax	reference-semantics/semantics/tuple.k	14	-	SUPPLIED_USED_PATH_REVIEWED	syntax ApplyK ::= "toTuple"
rule	reference-semantics/semantics/tuple.k	15	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
rule	reference-semantics/semantics/tuple.k	16	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
rule	reference-semantics/semantics/tuple.k	18	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
rule	reference-semantics/semantics/tuple.k	20	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Compare(LV:Val, CmpOp("in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
rule	reference-semantics/semantics/tuple.k	21	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
rule	reference-semantics/semantics/tuple.k	23	-	SUPPLIED_USED_PATH_REVIEWED	rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
syntax	reference-semantics/semantics/tuple.k	24	function	SUPPLIED_USED_PATH_REVIEWED	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
rule	reference-semantics/semantics/tuple.k	25	-	SUPPLIED_USED_PATH_REVIEWED	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
rule	reference-semantics/semantics/tuple.k	26	-	SUPPLIED_USED_PATH_REVIEWED	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)
rule	reference-semantics/semantics/tuple.k	28	-	SUPPLIED_USED_PATH_REVIEWED	rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)
syntax	reference-semantics/semantics/tuple.k	31	-	SUPPLIED_USED_PATH_REVIEWED	syntax KItem ::= #bindTgt(Expr, Val)
rule	reference-semantics/semantics/tuple.k	32	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k>
rule	reference-semantics/semantics/tuple.k	35	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>
rule	reference-semantics/semantics/tuple.k	42	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
rule	reference-semantics/semantics/tuple.k	43	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
rule	reference-semantics/semantics/tuple.k	44	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k>
syntax	reference-semantics/semantics/tuple.k	49	-	SUPPLIED_USED_PATH_REVIEWED	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
rule	reference-semantics/semantics/tuple.k	50	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
rule	reference-semantics/semantics/tuple.k	51	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
rule	reference-semantics/semantics/tuple.k	52	priority	SUPPLIED_USED_PATH_REVIEWED	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k>
rule	reference-semantics/semantics/tuple.k	55	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq))
rule	reference-semantics/semantics/tuple.k	57	-	SUPPLIED_USED_PATH_REVIEWED	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
syntax	verification.k	8	function,total	REVIEWED_CANDIDATE_LOCAL	syntax Int ::= nextDuplicates(Int, Int, Int) [function, total]
rule	verification.k	9	-	REVIEWED_CANDIDATE_LOCAL	rule nextDuplicates(VALUE, PREV, DUPLICATES) => DUPLICATES +Int 1
rule	verification.k	11	-	REVIEWED_CANDIDATE_LOCAL	rule nextDuplicates(VALUE, PREV, _DUPLICATES) => 0
syntax	verification.k	16	-	REVIEWED_CANDIDATE_LOCAL	syntax ValSeq ::= intVals(IntSeq)
rule	verification.k	17	-	REVIEWED_CANDIDATE_LOCAL	rule intVals(.IntSeq) => .ValSeq
rule	verification.k	18	-	REVIEWED_CANDIDATE_LOCAL	rule intVals(iCons(I, REST)) => vCons(I, intVals(REST))
syntax	verification.k	22	-	REVIEWED_CANDIDATE_LOCAL	syntax KItem ::= #intValsNext(IntSeq)
rule	verification.k	23	-	REVIEWED_CANDIDATE_LOCAL	rule <k> #iterNext(list(intVals(IS))) => #intValsNext(IS) ... </k>
rule	verification.k	24	-	REVIEWED_CANDIDATE_LOCAL	rule <k> #intValsNext(.IntSeq) => #iterDone ... </k>
rule	verification.k	25	-	REVIEWED_CANDIDATE_LOCAL	rule <k> #intValsNext(iCons(I, REST))
syntax	verification.k	29	function,total	REVIEWED_CANDIDATE_LOCAL	syntax Bool ::= scanSorted(Bool, Int, Int, IntSeq) [function, total]
rule	verification.k	30	-	REVIEWED_CANDIDATE_LOCAL	rule scanSorted(RESULT, _PREV, _DUPLICATES, .IntSeq) => RESULT
rule	verification.k	31	-	REVIEWED_CANDIDATE_LOCAL	rule scanSorted(RESULT, PREV, DUPLICATES, iCons(VALUE, REST))
syntax	verification.k	42	function,total	REVIEWED_CANDIDATE_LOCAL	syntax Bool ::= nonNegativeInts(IntSeq) [function, total]
rule	verification.k	43	-	REVIEWED_CANDIDATE_LOCAL	rule nonNegativeInts(.IntSeq) => true
rule	verification.k	44	-	REVIEWED_CANDIDATE_LOCAL	rule nonNegativeInts(iCons(I, REST))
rule	verification.k	54	priority	REVIEWED_CANDIDATE_LOCAL	rule
claim	spec.k	6	-	REVIEWED_CLAIM	claim [loop-invariant]:
claim	spec.k	66	-	REVIEWED_CLAIM	claim [is-sorted]:
