index	a	b	canonical	submitted	math_gcd
7665	-5	-35	-5	5	5
7666	-5	-34	-1	1	1
7667	-5	-33	-1	1	1
7668	-5	-32	-1	1	1
7669	-5	-31	-1	1	1
7670	-5	-30	-5	5	5
7671	-5	-29	-1	1	1
7672	-5	-28	-1	1	1
7673	-5	-27	-1	1	1
7674	-5	-26	-1	1	1
7675	-5	-25	-5	5	5
7676	-5	-24	-1	1	1
7677	-5	-23	-1	1	1
7678	-5	-22	-1	1	1
7679	-5	-21	-1	1	1
7680	-5	-20	-5	5	5
7681	-5	-19	-1	1	1
7682	-5	-18	-1	1	1
7683	-5	-17	-1	1	1
7684	-5	-16	-1	1	1
7685	-5	-15	-5	5	5
7686	-5	-14	-1	1	1
7687	-5	-13	-1	1	1
7688	-5	-12	-1	1	1
7689	-5	-11	-1	1	1
7690	-5	-10	-5	5	5
7691	-5	-9	-1	1	1
7692	-5	-8	-1	1	1
7693	-5	-7	-1	1	1
7694	-5	-6	-1	1	1
7695	-5	-5	-5	5	5
7696	-5	-4	-1	1	1
7697	-5	-3	-1	1	1
7698	-5	-2	-1	1	1
7699	-5	-1	-1	1	1
7700	-5	0	-5	5	5
7701	-5	1	1	1	1
7702	-5	2	1	1	1
7703	-5	3	1	1	1
7704	-5	4	1	1	1
7705	-5	5	5	5	5
7706	-5	6	1	1	1
7707	-5	7	1	1	1
7708	-5	8	1	1	1
7709	-5	9	1	1	1
7710	-5	10	5	5	5
7711	-5	11	1	1	1
7712	-5	12	1	1	1
7713	-5	13	1	1	1
7714	-5	14	1	1	1
7715	-5	15	5	5	5
7716	-5	16	1	1	1
7717	-5	17	1	1	1
7718	-5	18	1	1	1
7719	-5	19	1	1	1
7720	-5	20	5	5	5
7721	-5	21	1	1	1
7722	-5	22	1	1	1
7723	-5	23	1	1	1
7724	-5	24	1	1	1
7725	-5	25	5	5	5
7726	-5	26	1	1	1
7727	-5	27	1	1	1
7728	-5	28	1	1	1
7729	-5	29	1	1	1
7730	-5	30	5	5	5
7731	-5	31	1	1	1
7732	-5	32	1	1	1
7733	-5	33	1	1	1
7734	-5	34	1	1	1
7735	-5	35	5	5	5
7736	-5	36	1	1	1
7737	-5	37	1	1	1
7738	-5	38	1	1	1
7739	-5	39	1	1	1
7740	-5	40	5	5	5
7741	-5	41	1	1	1
7742	-5	42	1	1	1
7743	-5	43	1	1	1
7744	-5	44	1	1	1
7745	-5	45	5	5	5
7746	-5	46	1	1	1
7747	-5	47	1	1	1
7748	-5	48	1	1	1
7749	-5	49	1	1	1
7750	-5	50	5	5	5
7751	-5	51	1	1	1
7752	-5	52	1	1	1
7753	-5	53	1	1	1
7754	-5	54	1	1	1
7755	-5	55	5	5	5
7756	-5	56	1	1	1
7757	-5	57	1	1	1
7758	-5	58	1	1	1
7759	-5	59	1	1	1
7760	-5	60	5	5	5
7761	-5	61	1	1	1
7762	-5	62	1	1	1
7763	-5	63	1	1	1
7764	-5	64	1	1	1
7765	-4	-64	-4	4	4
7766	-4	-63	-1	1	1
7767	-4	-62	-2	2	2
7768	-4	-61	-1	1	1
7769	-4	-60	-4	4	4
7770	-4	-59	-1	1	1
7771	-4	-58	-2	2	2
7772	-4	-57	-1	1	1
7773	-4	-56	-4	4	4
7774	-4	-55	-1	1	1
7775	-4	-54	-2	2	2
7776	-4	-53	-1	1	1
7777	-4	-52	-4	4	4
7778	-4	-51	-1	1	1
7779	-4	-50	-2	2	2
7780	-4	-49	-1	1	1
7781	-4	-48	-4	4	4
7782	-4	-47	-1	1	1
7783	-4	-46	-2	2	2
7784	-4	-45	-1	1	1
7785	-4	-44	-4	4	4
7786	-4	-43	-1	1	1
7787	-4	-42	-2	2	2
7788	-4	-41	-1	1	1
7789	-4	-40	-4	4	4
7790	-4	-39	-1	1	1
7791	-4	-38	-2	2	2
7792	-4	-37	-1	1	1
7793	-4	-36	-4	4	4
7794	-4	-35	-1	1	1
7795	-4	-34	-2	2	2
7796	-4	-33	-1	1	1
7797	-4	-32	-4	4	4
7798	-4	-31	-1	1	1
7799	-4	-30	-2	2	2
7800	-4	-29	-1	1	1
7801	-4	-28	-4	4	4
7802	-4	-27	-1	1	1
7803	-4	-26	-2	2	2
7804	-4	-25	-1	1	1
7805	-4	-24	-4	4	4
7806	-4	-23	-1	1	1
7807	-4	-22	-2	2	2
7808	-4	-21	-1	1	1
7809	-4	-20	-4	4	4
7810	-4	-19	-1	1	1
7811	-4	-18	-2	2	2
7812	-4	-17	-1	1	1
7813	-4	-16	-4	4	4
7814	-4	-15	-1	1	1
7815	-4	-14	-2	2	2
7816	-4	-13	-1	1	1
7817	-4	-12	-4	4	4
7818	-4	-11	-1	1	1
7819	-4	-10	-2	2	2
7820	-4	-9	-1	1	1
7821	-4	-8	-4	4	4
7822	-4	-7	-1	1	1
7823	-4	-6	-2	2	2
7824	-4	-5	-1	1	1
7825	-4	-4	-4	4	4
7826	-4	-3	-1	1	1
7827	-4	-2	-2	2	2
7828	-4	-1	-1	1	1
7829	-4	0	-4	4	4
7830	-4	1	1	1	1
7831	-4	2	2	2	2
7832	-4	3	1	1	1
7833	-4	4	4	4	4
7834	-4	5	1	1	1
7835	-4	6	2	2	2
7836	-4	7	1	1	1
7837	-4	8	4	4	4
7838	-4	9	1	1	1
7839	-4	10	2	2	2
7840	-4	11	1	1	1
7841	-4	12	4	4	4
7842	-4	13	1	1	1
7843	-4	14	2	2	2
7844	-4	15	1	1	1
7845	-4	16	4	4	4
7846	-4	17	1	1	1
7847	-4	18	2	2	2
7848	-4	19	1	1	1
7849	-4	20	4	4	4
7850	-4	21	1	1	1
7851	-4	22	2	2	2
7852	-4	23	1	1	1
7853	-4	24	4	4	4
7854	-4	25	1	1	1
7855	-4	26	2	2	2
7856	-4	27	1	1	1
7857	-4	28	4	4	4
7858	-4	29	1	1	1
7859	-4	30	2	2	2
7860	-4	31	1	1	1
7861	-4	32	4	4	4
7862	-4	33	1	1	1
7863	-4	34	2	2	2
7864	-4	35	1	1	1
7865	-4	36	4	4	4
7866	-4	37	1	1	1
7867	-4	38	2	2	2
7868	-4	39	1	1	1
7869	-4	40	4	4	4
7870	-4	41	1	1	1
7871	-4	42	2	2	2
7872	-4	43	1	1	1
7873	-4	44	4	4	4
7874	-4	45	1	1	1
7875	-4	46	2	2	2
7876	-4	47	1	1	1
7877	-4	48	4	4	4
7878	-4	49	1	1	1
7879	-4	50	2	2	2
7880	-4	51	1	1	1
7881	-4	52	4	4	4
7882	-4	53	1	1	1
7883	-4	54	2	2	2
7884	-4	55	1	1	1
7885	-4	56	4	4	4
7886	-4	57	1	1	1
7887	-4	58	2	2	2
7888	-4	59	1	1	1
7889	-4	60	4	4	4
7890	-4	61	1	1	1
7891	-4	62	2	2	2
7892	-4	63	1	1	1
7893	-4	64	4	4	4
7894	-3	-64	-1	1	1
7895	-3	-63	-3	3	3
7896	-3	-62	-1	1	1
7897	-3	-61	-1	1	1
7898	-3	-60	-3	3	3
7899	-3	-59	-1	1	1
7900	-3	-58	-1	1	1
7901	-3	-57	-3	3	3
7902	-3	-56	-1	1	1
7903	-3	-55	-1	1	1
7904	-3	-54	-3	3	3
7905	-3	-53	-1	1	1
7906	-3	-52	-1	1	1
7907	-3	-51	-3	3	3
7908	-3	-50	-1	1	1
7909	-3	-49	-1	1	1
7910	-3	-48	-3	3	3
7911	-3	-47	-1	1	1
7912	-3	-46	-1	1	1
7913	-3	-45	-3	3	3
7914	-3	-44	-1	1	1
7915	-3	-43	-1	1	1
7916	-3	-42	-3	3	3
7917	-3	-41	-1	1	1
7918	-3	-40	-1	1	1
7919	-3	-39	-3	3	3
7920	-3	-38	-1	1	1
7921	-3	-37	-1	1	1
7922	-3	-36	-3	3	3
7923	-3	-35	-1	1	1
7924	-3	-34	-1	1	1
7925	-3	-33	-3	3	3
7926	-3	-32	-1	1	1
7927	-3	-31	-1	1	1
7928	-3	-30	-3	3	3
7929	-3	-29	-1	1	1
7930	-3	-28	-1	1	1
7931	-3	-27	-3	3	3
7932	-3	-26	-1	1	1
7933	-3	-25	-1	1	1
7934	-3	-24	-3	3	3
7935	-3	-23	-1	1	1
7936	-3	-22	-1	1	1
7937	-3	-21	-3	3	3
7938	-3	-20	-1	1	1
7939	-3	-19	-1	1	1
7940	-3	-18	-3	3	3
7941	-3	-17	-1	1	1
7942	-3	-16	-1	1	1
7943	-3	-15	-3	3	3
7944	-3	-14	-1	1	1
7945	-3	-13	-1	1	1
7946	-3	-12	-3	3	3
7947	-3	-11	-1	1	1
7948	-3	-10	-1	1	1
7949	-3	-9	-3	3	3
7950	-3	-8	-1	1	1
7951	-3	-7	-1	1	1
7952	-3	-6	-3	3	3
7953	-3	-5	-1	1	1
7954	-3	-4	-1	1	1
7955	-3	-3	-3	3	3
7956	-3	-2	-1	1	1
7957	-3	-1	-1	1	1
7958	-3	0	-3	3	3
7959	-3	1	1	1	1
7960	-3	2	1	1	1
7961	-3	3	3	3	3
7962	-3	4	1	1	1
7963	-3	5	1	1	1
7964	-3	6	3	3	3
7965	-3	7	1	1	1
7966	-3	8	1	1	1
7967	-3	9	3	3	3
7968	-3	10	1	1	1
7969	-3	11	1	1	1
7970	-3	12	3	3	3
7971	-3	13	1	1	1
7972	-3	14	1	1	1
7973	-3	15	3	3	3
7974	-3	16	1	1	1
7975	-3	17	1	1	1
7976	-3	18	3	3	3
7977	-3	19	1	1	1
7978	-3	20	1	1	1
7979	-3	21	3	3	3
7980	-3	22	1	1	1
7981	-3	23	1	1	1
7982	-3	24	3	3	3
7983	-3	25	1	1	1
7984	-3	26	1	1	1
7985	-3	27	3	3	3
7986	-3	28	1	1	1
7987	-3	29	1	1	1
7988	-3	30	3	3	3
7989	-3	31	1	1	1
7990	-3	32	1	1	1
7991	-3	33	3	3	3
7992	-3	34	1	1	1
7993	-3	35	1	1	1
7994	-3	36	3	3	3
7995	-3	37	1	1	1
7996	-3	38	1	1	1
7997	-3	39	3	3	3
7998	-3	40	1	1	1
7999	-3	41	1	1	1
8000	-3	42	3	3	3
8001	-3	43	1	1	1
8002	-3	44	1	1	1
8003	-3	45	3	3	3
8004	-3	46	1	1	1
8005	-3	47	1	1	1
8006	-3	48	3	3	3
8007	-3	49	1	1	1
8008	-3	50	1	1	1
8009	-3	51	3	3	3
8010	-3	52	1	1	1
8011	-3	53	1	1	1
8012	-3	54	3	3	3
8013	-3	55	1	1	1
8014	-3	56	1	1	1
8015	-3	57	3	3	3
8016	-3	58	1	1	1
8017	-3	59	1	1	1
8018	-3	60	3	3	3
8019	-3	61	1	1	1
8020	-3	62	1	1	1
8021	-3	63	3	3	3
8022	-3	64	1	1	1
8023	-2	-64	-2	2	2
8024	-2	-63	-1	1	1
8025	-2	-62	-2	2	2
8026	-2	-61	-1	1	1
8027	-2	-60	-2	2	2
8028	-2	-59	-1	1	1
8029	-2	-58	-2	2	2
8030	-2	-57	-1	1	1
8031	-2	-56	-2	2	2
8032	-2	-55	-1	1	1
8033	-2	-54	-2	2	2
8034	-2	-53	-1	1	1
8035	-2	-52	-2	2	2
8036	-2	-51	-1	1	1
8037	-2	-50	-2	2	2
8038	-2	-49	-1	1	1
8039	-2	-48	-2	2	2
8040	-2	-47	-1	1	1
8041	-2	-46	-2	2	2
8042	-2	-45	-1	1	1
8043	-2	-44	-2	2	2
8044	-2	-43	-1	1	1
8045	-2	-42	-2	2	2
8046	-2	-41	-1	1	1
8047	-2	-40	-2	2	2
8048	-2	-39	-1	1	1
8049	-2	-38	-2	2	2
8050	-2	-37	-1	1	1
8051	-2	-36	-2	2	2
8052	-2	-35	-1	1	1
8053	-2	-34	-2	2	2
8054	-2	-33	-1	1	1
8055	-2	-32	-2	2	2
8056	-2	-31	-1	1	1
8057	-2	-30	-2	2	2
8058	-2	-29	-1	1	1
8059	-2	-28	-2	2	2
8060	-2	-27	-1	1	1
8061	-2	-26	-2	2	2
8062	-2	-25	-1	1	1
8063	-2	-24	-2	2	2
8064	-2	-23	-1	1	1
8065	-2	-22	-2	2	2
8066	-2	-21	-1	1	1
8067	-2	-20	-2	2	2
8068	-2	-19	-1	1	1
8069	-2	-18	-2	2	2
8070	-2	-17	-1	1	1
8071	-2	-16	-2	2	2
8072	-2	-15	-1	1	1
8073	-2	-14	-2	2	2
8074	-2	-13	-1	1	1
8075	-2	-12	-2	2	2
8076	-2	-11	-1	1	1
8077	-2	-10	-2	2	2
8078	-2	-9	-1	1	1
8079	-2	-8	-2	2	2
8080	-2	-7	-1	1	1
8081	-2	-6	-2	2	2
8082	-2	-5	-1	1	1
8083	-2	-4	-2	2	2
8084	-2	-3	-1	1	1
8085	-2	-2	-2	2	2
8086	-2	-1	-1	1	1
8087	-2	0	-2	2	2
8088	-2	1	1	1	1
8089	-2	2	2	2	2
8090	-2	3	1	1	1
8091	-2	4	2	2	2
8092	-2	5	1	1	1
8093	-2	6	2	2	2
8094	-2	7	1	1	1
8095	-2	8	2	2	2
8096	-2	9	1	1	1
8097	-2	10	2	2	2
8098	-2	11	1	1	1
8099	-2	12	2	2	2
8100	-2	13	1	1	1
8101	-2	14	2	2	2
8102	-2	15	1	1	1
8103	-2	16	2	2	2
8104	-2	17	1	1	1
8105	-2	18	2	2	2
8106	-2	19	1	1	1
8107	-2	20	2	2	2
8108	-2	21	1	1	1
8109	-2	22	2	2	2
8110	-2	23	1	1	1
8111	-2	24	2	2	2
8112	-2	25	1	1	1
8113	-2	26	2	2	2
8114	-2	27	1	1	1
8115	-2	28	2	2	2
8116	-2	29	1	1	1
8117	-2	30	2	2	2
8118	-2	31	1	1	1
8119	-2	32	2	2	2
8120	-2	33	1	1	1
8121	-2	34	2	2	2
8122	-2	35	1	1	1
8123	-2	36	2	2	2
8124	-2	37	1	1	1
8125	-2	38	2	2	2
8126	-2	39	1	1	1
8127	-2	40	2	2	2
8128	-2	41	1	1	1
8129	-2	42	2	2	2
8130	-2	43	1	1	1
8131	-2	44	2	2	2
8132	-2	45	1	1	1
8133	-2	46	2	2	2
8134	-2	47	1	1	1
8135	-2	48	2	2	2
8136	-2	49	1	1	1
8137	-2	50	2	2	2
8138	-2	51	1	1	1
8139	-2	52	2	2	2
8140	-2	53	1	1	1
8141	-2	54	2	2	2
8142	-2	55	1	1	1
8143	-2	56	2	2	2
8144	-2	57	1	1	1
8145	-2	58	2	2	2
8146	-2	59	1	1	1
8147	-2	60	2	2	2
8148	-2	61	1	1	1
8149	-2	62	2	2	2
8150	-2	63	1	1	1
8151	-2	64	2	2	2
8152	-1	-64	-1	1	1
8153	-1	-63	-1	1	1
8154	-1	-62	-1	1	1
8155	-1	-61	-1	1	1
8156	-1	-60	-1	1	1
8157	-1	-59	-1	1	1
8158	-1	-58	-1	1	1
8159	-1	-57	-1	1	1
8160	-1	-56	-1	1	1
8161	-1	-55	-1	1	1
8162	-1	-54	-1	1	1
8163	-1	-53	-1	1	1
8164	-1	-52	-1	1	1
8165	-1	-51	-1	1	1
8166	-1	-50	-1	1	1
8167	-1	-49	-1	1	1
8168	-1	-48	-1	1	1
8169	-1	-47	-1	1	1
8170	-1	-46	-1	1	1
8171	-1	-45	-1	1	1
8172	-1	-44	-1	1	1
8173	-1	-43	-1	1	1
8174	-1	-42	-1	1	1
8175	-1	-41	-1	1	1
8176	-1	-40	-1	1	1
8177	-1	-39	-1	1	1
8178	-1	-38	-1	1	1
8179	-1	-37	-1	1	1
8180	-1	-36	-1	1	1
8181	-1	-35	-1	1	1
8182	-1	-34	-1	1	1
8183	-1	-33	-1	1	1
8184	-1	-32	-1	1	1
8185	-1	-31	-1	1	1
8186	-1	-30	-1	1	1
8187	-1	-29	-1	1	1
8188	-1	-28	-1	1	1
8189	-1	-27	-1	1	1
8190	-1	-26	-1	1	1
8191	-1	-25	-1	1	1
8192	-1	-24	-1	1	1
8193	-1	-23	-1	1	1
8194	-1	-22	-1	1	1
8195	-1	-21	-1	1	1
8196	-1	-20	-1	1	1
8197	-1	-19	-1	1	1
8198	-1	-18	-1	1	1
8199	-1	-17	-1	1	1
8200	-1	-16	-1	1	1
8201	-1	-15	-1	1	1
8202	-1	-14	-1	1	1
8203	-1	-13	-1	1	1
8204	-1	-12	-1	1	1
8205	-1	-11	-1	1	1
8206	-1	-10	-1	1	1
8207	-1	-9	-1	1	1
8208	-1	-8	-1	1	1
8209	-1	-7	-1	1	1
8210	-1	-6	-1	1	1
8211	-1	-5	-1	1	1
8212	-1	-4	-1	1	1
8213	-1	-3	-1	1	1
8214	-1	-2	-1	1	1
8215	-1	1	1	1	1
8216	-1	2	1	1	1
8217	-1	3	1	1	1
8218	-1	4	1	1	1
8219	-1	5	1	1	1
8220	-1	6	1	1	1
8221	-1	7	1	1	1
8222	-1	8	1	1	1
8223	-1	9	1	1	1
8224	-1	10	1	1	1
8225	-1	11	1	1	1
8226	-1	12	1	1	1
8227	-1	13	1	1	1
8228	-1	14	1	1	1
8229	-1	15	1	1	1
8230	-1	16	1	1	1
8231	-1	17	1	1	1
8232	-1	18	1	1	1
8233	-1	19	1	1	1
8234	-1	20	1	1	1
8235	-1	21	1	1	1
8236	-1	22	1	1	1
8237	-1	23	1	1	1
8238	-1	24	1	1	1
8239	-1	25	1	1	1
8240	-1	26	1	1	1
8241	-1	27	1	1	1
8242	-1	28	1	1	1
8243	-1	29	1	1	1
8244	-1	30	1	1	1
8245	-1	31	1	1	1
8246	-1	32	1	1	1
8247	-1	33	1	1	1
8248	-1	34	1	1	1
8249	-1	35	1	1	1
8250	-1	36	1	1	1
8251	-1	37	1	1	1
8252	-1	38	1	1	1
8253	-1	39	1	1	1
8254	-1	40	1	1	1
8255	-1	41	1	1	1
8256	-1	42	1	1	1
8257	-1	43	1	1	1
8258	-1	44	1	1	1
8259	-1	45	1	1	1
8260	-1	46	1	1	1
8261	-1	47	1	1	1
8262	-1	48	1	1	1
8263	-1	49	1	1	1
8264	-1	50	1	1	1
8265	-1	51	1	1	1
8266	-1	52	1	1	1
8267	-1	53	1	1	1
8268	-1	54	1	1	1
8269	-1	55	1	1	1
8270	-1	56	1	1	1
8271	-1	57	1	1	1
8272	-1	58	1	1	1
8273	-1	59	1	1	1
8274	-1	60	1	1	1
8275	-1	61	1	1	1
8276	-1	62	1	1	1
8277	-1	63	1	1	1
8278	-1	64	1	1	1
8279	0	-64	-64	64	64
8280	0	-63	-63	63	63
8281	0	-62	-62	62	62
8282	0	-61	-61	61	61
8283	0	-60	-60	60	60
8284	0	-59	-59	59	59
8285	0	-58	-58	58	58
8286	0	-57	-57	57	57
8287	0	-56	-56	56	56
8288	0	-55	-55	55	55
8289	0	-54	-54	54	54
8290	0	-53	-53	53	53
8291	0	-52	-52	52	52
8292	0	-51	-51	51	51
8293	0	-50	-50	50	50
8294	0	-49	-49	49	49
8295	0	-48	-48	48	48
8296	0	-47	-47	47	47
8297	0	-46	-46	46	46
8298	0	-45	-45	45	45
8299	0	-44	-44	44	44
8300	0	-43	-43	43	43
8301	0	-42	-42	42	42
8302	0	-41	-41	41	41
8303	0	-40	-40	40	40
8304	0	-39	-39	39	39
8305	0	-38	-38	38	38
8306	0	-37	-37	37	37
8307	0	-36	-36	36	36
8308	0	-35	-35	35	35
8309	0	-34	-34	34	34
8310	0	-33	-33	33	33
8311	0	-32	-32	32	32
8312	0	-31	-31	31	31
8313	0	-30	-30	30	30
8314	0	-29	-29	29	29
8315	0	-28	-28	28	28
8316	0	-27	-27	27	27
8317	0	-26	-26	26	26
8318	0	-25	-25	25	25
8319	0	-24	-24	24	24
8320	0	-23	-23	23	23
8321	0	-22	-22	22	22
8322	0	-21	-21	21	21
8323	0	-20	-20	20	20
8324	0	-19	-19	19	19
8325	0	-18	-18	18	18
8326	0	-17	-17	17	17
8327	0	-16	-16	16	16
8328	0	-15	-15	15	15
8329	0	-14	-14	14	14
8330	0	-13	-13	13	13
8331	0	-12	-12	12	12
8332	0	-11	-11	11	11
8333	0	-10	-10	10	10
8334	0	-8	-8	8	8
8335	0	-7	-7	7	7
8336	0	-6	-6	6	6
8337	0	-5	-5	5	5
8338	0	-4	-4	4	4
8339	0	-3	-3	3	3
8340	0	-2	-2	2	2
8341	0	2	2	2	2
8342	0	3	3	3	3
8343	0	4	4	4	4
8344	0	5	5	5	5
8345	0	6	6	6	6
8346	0	7	7	7	7
8347	0	8	8	8	8
8348	0	10	10	10	10
8349	0	11	11	11	11
8350	0	12	12	12	12
8351	0	13	13	13	13
8352	0	14	14	14	14
8353	0	15	15	15	15
8354	0	16	16	16	16
8355	0	17	17	17	17
8356	0	18	18	18	18
8357	0	19	19	19	19
8358	0	20	20	20	20
8359	0	21	21	21	21
8360	0	22	22	22	22
8361	0	23	23	23	23
8362	0	24	24	24	24
8363	0	25	25	25	25
8364	0	26	26	26	26
8365	0	27	27	27	27
8366	0	28	28	28	28
8367	0	29	29	29	29
8368	0	30	30	30	30
8369	0	31	31	31	31
8370	0	32	32	32	32
8371	0	33	33	33	33
8372	0	34	34	34	34
8373	0	35	35	35	35
8374	0	36	36	36	36
8375	0	37	37	37	37
8376	0	38	38	38	38
8377	0	39	39	39	39
8378	0	40	40	40	40
8379	0	41	41	41	41
8380	0	42	42	42	42
8381	0	43	43	43	43
8382	0	44	44	44	44
8383	0	45	45	45	45
8384	0	46	46	46	46
8385	0	47	47	47	47
8386	0	48	48	48	48
8387	0	49	49	49	49
8388	0	50	50	50	50
8389	0	51	51	51	51
8390	0	52	52	52	52
8391	0	53	53	53	53
8392	0	54	54	54	54
8393	0	55	55	55	55
8394	0	56	56	56	56
8395	0	57	57	57	57
8396	0	58	58	58	58
8397	0	59	59	59	59
8398	0	60	60	60	60
8399	0	61	61	61	61
8400	0	62	62	62	62
8401	0	63	63	63	63
8402	0	64	64	64	64
8403	1	-64	-1	1	1
8404	1	-63	-1	1	1
8405	1	-62	-1	1	1
8406	1	-61	-1	1	1
8407	1	-60	-1	1	1
8408	1	-59	-1	1	1
8409	1	-58	-1	1	1
8410	1	-57	-1	1	1
8411	1	-56	-1	1	1
8412	1	-55	-1	1	1
8413	1	-54	-1	1	1
8414	1	-53	-1	1	1
8415	1	-52	-1	1	1
8416	1	-51	-1	1	1
8417	1	-50	-1	1	1
8418	1	-49	-1	1	1
8419	1	-48	-1	1	1
8420	1	-47	-1	1	1
8421	1	-46	-1	1	1
8422	1	-45	-1	1	1
8423	1	-44	-1	1	1
8424	1	-43	-1	1	1
8425	1	-42	-1	1	1
8426	1	-41	-1	1	1
8427	1	-40	-1	1	1
8428	1	-39	-1	1	1
8429	1	-38	-1	1	1
8430	1	-37	-1	1	1
8431	1	-36	-1	1	1
8432	1	-35	-1	1	1
8433	1	-34	-1	1	1
8434	1	-33	-1	1	1
8435	1	-32	-1	1	1
8436	1	-31	-1	1	1
8437	1	-30	-1	1	1
8438	1	-29	-1	1	1
8439	1	-28	-1	1	1
8440	1	-27	-1	1	1
8441	1	-26	-1	1	1
8442	1	-25	-1	1	1
8443	1	-24	-1	1	1
8444	1	-23	-1	1	1
8445	1	-22	-1	1	1
8446	1	-21	-1	1	1
8447	1	-20	-1	1	1
8448	1	-19	-1	1	1
8449	1	-18	-1	1	1
8450	1	-17	-1	1	1
8451	1	-16	-1	1	1
8452	1	-15	-1	1	1
8453	1	-14	-1	1	1
8454	1	-13	-1	1	1
8455	1	-12	-1	1	1
8456	1	-11	-1	1	1
8457	1	-10	-1	1	1
8458	1	-9	-1	1	1
8459	1	-8	-1	1	1
8460	1	-7	-1	1	1
8461	1	-6	-1	1	1
8462	1	-5	-1	1	1
8463	1	-4	-1	1	1
8464	1	-3	-1	1	1
8465	1	-2	-1	1	1
8466	1	-1	-1	1	1
8467	1	2	1	1	1
8468	1	3	1	1	1
8469	1	4	1	1	1
8470	1	5	1	1	1
8471	1	6	1	1	1
8472	1	7	1	1	1
8473	1	8	1	1	1
8474	1	9	1	1	1
8475	1	10	1	1	1
8476	1	11	1	1	1
8477	1	12	1	1	1
8478	1	13	1	1	1
8479	1	14	1	1	1
8480	1	15	1	1	1
8481	1	16	1	1	1
8482	1	17	1	1	1
8483	1	18	1	1	1
8484	1	19	1	1	1
8485	1	20	1	1	1
8486	1	21	1	1	1
8487	1	22	1	1	1
8488	1	23	1	1	1
8489	1	24	1	1	1
8490	1	25	1	1	1
8491	1	26	1	1	1
8492	1	27	1	1	1
8493	1	28	1	1	1
8494	1	29	1	1	1
8495	1	30	1	1	1
8496	1	31	1	1	1
8497	1	32	1	1	1
8498	1	33	1	1	1
8499	1	34	1	1	1
8500	1	35	1	1	1
8501	1	36	1	1	1
8502	1	37	1	1	1
8503	1	38	1	1	1
8504	1	39	1	1	1
8505	1	40	1	1	1
8506	1	41	1	1	1
8507	1	42	1	1	1
8508	1	43	1	1	1
8509	1	44	1	1	1
8510	1	45	1	1	1
8511	1	46	1	1	1
8512	1	47	1	1	1
8513	1	48	1	1	1
8514	1	49	1	1	1
8515	1	50	1	1	1
8516	1	51	1	1	1
8517	1	52	1	1	1
8518	1	53	1	1	1
8519	1	54	1	1	1
8520	1	55	1	1	1
8521	1	56	1	1	1
8522	1	57	1	1	1
8523	1	58	1	1	1
8524	1	59	1	1	1
8525	1	60	1	1	1
8526	1	61	1	1	1
8527	1	62	1	1	1
8528	1	63	1	1	1
8529	1	64	1	1	1
8530	2	-64	-2	2	2
8531	2	-63	-1	1	1
8532	2	-62	-2	2	2
8533	2	-61	-1	1	1
8534	2	-60	-2	2	2
8535	2	-59	-1	1	1
8536	2	-58	-2	2	2
8537	2	-57	-1	1	1
8538	2	-56	-2	2	2
8539	2	-55	-1	1	1
8540	2	-54	-2	2	2
8541	2	-53	-1	1	1
8542	2	-52	-2	2	2
8543	2	-51	-1	1	1
8544	2	-50	-2	2	2
8545	2	-49	-1	1	1
8546	2	-48	-2	2	2
8547	2	-47	-1	1	1
8548	2	-46	-2	2	2
8549	2	-45	-1	1	1
8550	2	-44	-2	2	2
8551	2	-43	-1	1	1
8552	2	-42	-2	2	2
8553	2	-41	-1	1	1
8554	2	-40	-2	2	2
8555	2	-39	-1	1	1
8556	2	-38	-2	2	2
8557	2	-37	-1	1	1
8558	2	-36	-2	2	2
8559	2	-35	-1	1	1
8560	2	-34	-2	2	2
8561	2	-33	-1	1	1
8562	2	-32	-2	2	2
8563	2	-31	-1	1	1
8564	2	-30	-2	2	2
8565	2	-29	-1	1	1
8566	2	-28	-2	2	2
8567	2	-27	-1	1	1
8568	2	-26	-2	2	2
8569	2	-25	-1	1	1
8570	2	-24	-2	2	2
8571	2	-23	-1	1	1
8572	2	-22	-2	2	2
8573	2	-21	-1	1	1
8574	2	-20	-2	2	2
8575	2	-19	-1	1	1
8576	2	-18	-2	2	2
8577	2	-17	-1	1	1
8578	2	-16	-2	2	2
8579	2	-15	-1	1	1
8580	2	-14	-2	2	2
8581	2	-13	-1	1	1
8582	2	-12	-2	2	2
8583	2	-11	-1	1	1
8584	2	-10	-2	2	2
8585	2	-9	-1	1	1
8586	2	-8	-2	2	2
8587	2	-7	-1	1	1
8588	2	-6	-2	2	2
8589	2	-5	-1	1	1
8590	2	-4	-2	2	2
8591	2	-3	-1	1	1
8592	2	-2	-2	2	2
8593	2	-1	-1	1	1
8594	2	0	2	2	2
8595	2	1	1	1	1
8596	2	2	2	2	2
8597	2	3	1	1	1
8598	2	4	2	2	2
8599	2	5	1	1	1
8600	2	6	2	2	2
8601	2	7	1	1	1
8602	2	8	2	2	2
8603	2	9	1	1	1
8604	2	10	2	2	2
8605	2	11	1	1	1
8606	2	12	2	2	2
8607	2	13	1	1	1
8608	2	14	2	2	2
8609	2	15	1	1	1
8610	2	16	2	2	2
8611	2	17	1	1	1
8612	2	18	2	2	2
8613	2	19	1	1	1
8614	2	20	2	2	2
8615	2	21	1	1	1
8616	2	22	2	2	2
8617	2	23	1	1	1
8618	2	24	2	2	2
