id	scope	file	line	kind	attributes	target_relevance	assessment	statement
633	fixed-semantics	semantics/methods.k	10	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= applyMethod(Val, String, Vals) [function]
634	fixed-semantics	semantics/methods.k	13	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""isupper"", .Vals) => hasUpper(CS) andBool notBool hasLower(CS)"
635	fixed-semantics	semantics/methods.k	14	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""islower"", .Vals) => hasLower(CS) andBool notBool hasUpper(CS)"
636	fixed-semantics	semantics/methods.k	15	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""isalpha"", .Vals) => notBool (CS ==K .IntSeq) andBool allAlpha(CS)"
637	fixed-semantics	semantics/methods.k	16	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""isdigit"", .Vals) => notBool (CS ==K .IntSeq) andBool allDigit(CS)"
638	fixed-semantics	semantics/methods.k	19	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""lower"", .Vals) => str(mapLower(CS))"
639	fixed-semantics	semantics/methods.k	20	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""upper"", .Vals) => str(mapUpper(CS))"
640	fixed-semantics	semantics/methods.k	21	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""swapcase"", .Vals) => str(mapSwap(CS))"
641	fixed-semantics	semantics/methods.k	26	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyMethod(str(SEP:IntSeq), ""join"", list(VS:ValSeq), .Vals) => str(joinCodes(SEP, VS))"
642	fixed-semantics	semantics/methods.k	27	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax IntSeq ::= joinCodes(IntSeq, ValSeq) [function, total]
643	fixed-semantics	semantics/methods.k	28	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule joinCodes(_:IntSeq, .ValSeq) => .IntSeq
644	fixed-semantics	semantics/methods.k	29	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule joinCodes(_:IntSeq, vCons(str(CS:IntSeq), .ValSeq)) => CS
645	fixed-semantics	semantics/methods.k	30	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule joinCodes(SEP:IntSeq, vCons(str(CS:IntSeq), vCons(V:Val, R:ValSeq))) => seqConcat(CS, seqConcat(SEP, joinCodes(SEP, vCons(V, R))))
646	fixed-semantics	semantics/methods.k	34	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""count"", str(PC:IntSeq), .Vals) => cntSub(CS, PC)"
647	fixed-semantics	semantics/methods.k	35	syntax	function	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= cntSub(IntSeq, IntSeq) [function]
648	fixed-semantics	semantics/methods.k	36	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule cntSub(.IntSeq, _:IntSeq) => 0
649	fixed-semantics	semantics/methods.k	37	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => 1 +Int cntSub(dropIS(iCons(C, R), isLen(PC)), PC)
650	fixed-semantics	semantics/methods.k	39	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule cntSub(iCons(C:Int, R:IntSeq), PC:IntSeq) => cntSub(R, PC)
651	fixed-semantics	semantics/methods.k	41	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax IntSeq ::= dropIS(IntSeq, Int) [function, total]
652	fixed-semantics	semantics/methods.k	42	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule dropIS(S:IntSeq, N:Int) => S requires N <=Int 0
653	fixed-semantics	semantics/methods.k	43	rule	owise	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule dropIS(.IntSeq, _:Int) => .IntSeq [owise]
654	fixed-semantics	semantics/methods.k	44	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule dropIS(iCons(_:Int, R:IntSeq), N:Int) => dropIS(R, N -Int 1) requires N >Int 0
655	fixed-semantics	semantics/methods.k	47	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""strip"", .Vals) => str(revIS(trimWS(revIS(trimWS(CS)))))"
656	fixed-semantics	semantics/methods.k	48	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax IntSeq ::= trimWS(IntSeq) [function, total]
657	fixed-semantics	semantics/methods.k	49	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule trimWS(.IntSeq) => .IntSeq
658	fixed-semantics	semantics/methods.k	50	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule trimWS(iCons(C:Int, R:IntSeq)) => trimWS(R) requires isWSC(C)
659	fixed-semantics	semantics/methods.k	51	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule trimWS(iCons(C:Int, R:IntSeq)) => iCons(C, R) requires notBool isWSC(C)
660	fixed-semantics	semantics/methods.k	52	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax IntSeq ::= revIS(IntSeq) [function, total] | revISAcc(IntSeq, IntSeq) [function, total]
661	fixed-semantics	semantics/methods.k	53	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule revIS(S:IntSeq) => revISAcc(S, .IntSeq)
662	fixed-semantics	semantics/methods.k	54	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule revISAcc(.IntSeq, A:IntSeq) => A
663	fixed-semantics	semantics/methods.k	55	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule revISAcc(iCons(C:Int, R:IntSeq), A:IntSeq) => revISAcc(R, iCons(C, A))
664	fixed-semantics	semantics/methods.k	58	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(CS:IntSeq), ""encode"", str(_:IntSeq), .Vals) => str(CS)"
665	fixed-semantics	semantics/methods.k	61	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyMethod(str(XC:IntSeq), ""startswith"", str(PC:IntSeq), .Vals) => startsWith(PC, XC)"
666	fixed-semantics	semantics/methods.k	64	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyMethod(list(VS:ValSeq), ""count"", V:Val, .Vals) => cntOccVS(VS, V)"
667	fixed-semantics	semantics/methods.k	65	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= cntOccVS(ValSeq, Val) [function, total]
668	fixed-semantics	semantics/methods.k	66	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule cntOccVS(.ValSeq, _:Val) => 0
669	fixed-semantics	semantics/methods.k	67	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => 1 +Int cntOccVS(R, V) requires A ==K V
670	fixed-semantics	semantics/methods.k	68	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule cntOccVS(vCons(A:Val, R:ValSeq), V:Val) => cntOccVS(R, V) requires notBool (A ==K V)
671	fixed-semantics	semantics/methods.k	72	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), .Vals) => #alloc(list(splitWS(CS, .IntSeq, .ValSeq))) ... </k> [priority(40)]"
672	fixed-semantics	semantics/methods.k	75	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ValSeq ::= splitWS(IntSeq, IntSeq, ValSeq) [function] // remaining, current token, result
673	fixed-semantics	semantics/methods.k	76	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule splitWS(.IntSeq, CUR:IntSeq, ACC:ValSeq) => flushTok(ACC, CUR)
674	fixed-semantics	semantics/methods.k	77	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, .IntSeq, flushTok(ACC, CUR))
675	fixed-semantics	semantics/methods.k	79	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule splitWS(iCons(C:Int, R:IntSeq), CUR:IntSeq, ACC:ValSeq) => splitWS(R, seqConcat(CUR, iCons(C, .IntSeq)), ACC)
676	fixed-semantics	semantics/methods.k	82	syntax	function	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax ValSeq ::= flushTok(ValSeq, IntSeq) [function]
677	fixed-semantics	semantics/methods.k	83	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule flushTok(ACC:ValSeq, .IntSeq) => ACC
678	fixed-semantics	semantics/methods.k	84	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule flushTok(ACC:ValSeq, iCons(C:Int, T:IntSeq)) => valSeqConcat(ACC, vCons(str(iCons(C, T)), .ValSeq))
679	fixed-semantics	semantics/methods.k	85	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Bool ::= isWSC(Int) [function, total]
680	fixed-semantics	semantics/methods.k	86	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isWSC(C:Int) => C ==Int 32 orBool C ==Int 9 orBool C ==Int 10 orBool C ==Int 13
681	fixed-semantics	semantics/methods.k	89	rule	priority	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (kwV(""sep"", str(S:IntSeq)), .Vals)) => #applyK(toCall(boundMethodV(str(CS), ""split"")), (str(S), .Vals)) ... </k> [priority(39)]"
682	fixed-semantics	semantics/methods.k	94	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule <k> #applyK(toCall(boundMethodV(str(CS:IntSeq), ""split"")), (str(iCons(SEP:Int, .IntSeq)), .Vals)) => #alloc(list(splitSep(CS, SEP, .IntSeq))) ... </k> [priority(40)]"
683	fixed-semantics	semantics/methods.k	97	syntax	function	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax ValSeq ::= splitSep(IntSeq, Int, IntSeq) [function] // remaining, sep code, current token
684	fixed-semantics	semantics/methods.k	98	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule splitSep(.IntSeq, _SEP:Int, CUR:IntSeq) => vCons(str(CUR), .ValSeq)
685	fixed-semantics	semantics/methods.k	99	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => vCons(str(CUR), splitSep(R, SEP, .IntSeq))
686	fixed-semantics	semantics/methods.k	101	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule splitSep(iCons(C:Int, R:IntSeq), SEP:Int, CUR:IntSeq) => splitSep(R, SEP, seqConcat(CUR, iCons(C, .IntSeq)))
687	fixed-semantics	semantics/methods.k	104	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	"rule applyMethod(str(CS:IntSeq), ""replace"", str(iCons(A:Int, .IntSeq)), str(iCons(B:Int, .IntSeq)), .Vals) => str(replaceC(CS, A, B))"
688	fixed-semantics	semantics/methods.k	106	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax IntSeq ::= replaceC(IntSeq, Int, Int) [function, total]
689	fixed-semantics	semantics/methods.k	107	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule replaceC(.IntSeq, _:Int, _:Int) => .IntSeq
690	fixed-semantics	semantics/methods.k	108	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(B, replaceC(R, A, B)) requires C ==Int A
691	fixed-semantics	semantics/methods.k	109	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule replaceC(iCons(C:Int, R:IntSeq), A:Int, B:Int) => iCons(C, replaceC(R, A, B)) requires notBool (C ==Int A)
692	fixed-semantics	semantics/methods.k	112	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Bool ::= isUpperC(Int) [function, total]
693	fixed-semantics	semantics/methods.k	113	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isUpperC(C:Int) => C >=Int 65 andBool C <=Int 90
694	fixed-semantics	semantics/methods.k	115	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Bool ::= isLowerC(Int) [function, total]
695	fixed-semantics	semantics/methods.k	116	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isLowerC(C:Int) => C >=Int 97 andBool C <=Int 122
696	fixed-semantics	semantics/methods.k	118	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Bool ::= isAlphaC(Int) [function, total]
697	fixed-semantics	semantics/methods.k	119	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isAlphaC(C:Int) => isUpperC(C) orBool isLowerC(C)
698	fixed-semantics	semantics/methods.k	121	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Bool ::= isDigitC(Int) [function, total]
699	fixed-semantics	semantics/methods.k	122	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule isDigitC(C:Int) => C >=Int 48 andBool C <=Int 57
700	fixed-semantics	semantics/methods.k	124	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= hasUpper(IntSeq) [function, total]
701	fixed-semantics	semantics/methods.k	125	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule hasUpper(.IntSeq) => false
702	fixed-semantics	semantics/methods.k	126	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule hasUpper(iCons(C:Int, S:IntSeq)) => isUpperC(C) orBool hasUpper(S)
703	fixed-semantics	semantics/methods.k	128	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= hasLower(IntSeq) [function, total]
704	fixed-semantics	semantics/methods.k	129	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule hasLower(.IntSeq) => false
705	fixed-semantics	semantics/methods.k	130	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule hasLower(iCons(C:Int, S:IntSeq)) => isLowerC(C) orBool hasLower(S)
706	fixed-semantics	semantics/methods.k	132	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= allAlpha(IntSeq) [function, total]
707	fixed-semantics	semantics/methods.k	133	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule allAlpha(.IntSeq) => true
708	fixed-semantics	semantics/methods.k	134	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
709	fixed-semantics	semantics/methods.k	136	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= allDigit(IntSeq) [function, total]
710	fixed-semantics	semantics/methods.k	137	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule allDigit(.IntSeq) => true
711	fixed-semantics	semantics/methods.k	138	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
712	fixed-semantics	semantics/methods.k	140	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= lowerC(Int) [function, total]
713	fixed-semantics	semantics/methods.k	142	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
714	fixed-semantics	semantics/methods.k	143	rule	owise	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule lowerC(C:Int) => C [owise]
715	fixed-semantics	semantics/methods.k	145	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= upperC(Int) [function, total]
716	fixed-semantics	semantics/methods.k	146	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
717	fixed-semantics	semantics/methods.k	147	rule	owise	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule upperC(C:Int) => C [owise]
718	fixed-semantics	semantics/methods.k	149	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= swapC(Int) [function, total]
719	fixed-semantics	semantics/methods.k	150	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
720	fixed-semantics	semantics/methods.k	151	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
721	fixed-semantics	semantics/methods.k	152	rule	owise	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule swapC(C:Int) => C [owise]
722	fixed-semantics	semantics/methods.k	154	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax IntSeq ::= mapLower(IntSeq) [function, total]
723	fixed-semantics	semantics/methods.k	155	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule mapLower(.IntSeq) => .IntSeq
724	fixed-semantics	semantics/methods.k	156	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
725	fixed-semantics	semantics/methods.k	158	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
726	fixed-semantics	semantics/methods.k	159	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule mapUpper(.IntSeq) => .IntSeq
727	fixed-semantics	semantics/methods.k	160	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
728	fixed-semantics	semantics/methods.k	162	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
729	fixed-semantics	semantics/methods.k	163	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule mapSwap(.IntSeq) => .IntSeq
730	fixed-semantics	semantics/methods.k	164	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
731	fixed-semantics	semantics/methods.k	166	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
732	fixed-semantics	semantics/methods.k	167	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule startsWith(.IntSeq, _:IntSeq) => true
733	fixed-semantics	semantics/methods.k	168	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
734	fixed-semantics	semantics/methods.k	169	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
735	fixed-semantics	semantics/operators.k	10	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
736	fixed-semantics	semantics/operators.k	12	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k>
737	fixed-semantics	semantics/operators.k	15	context	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	context Compare(HOLE, _)
738	fixed-semantics	semantics/operators.k	16	context	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	context Compare(_:Val, CmpOp(_, HOLE))
739	fixed-semantics	semantics/operators.k	17	rule	owise	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
740	fixed-semantics	semantics/operators.k	19	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp(""is"", V:Val, noneV) => V ==K noneV"
741	fixed-semantics	semantics/operators.k	20	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	"rule applyCmp(""is not"", V:Val, noneV) => notBool (V ==K noneV)"
742	fixed-semantics	semantics/operators.k	25	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
743	fixed-semantics	semantics/operators.k	28	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap>
744	fixed-semantics	semantics/operators.k	34	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap>
745	fixed-semantics	semantics/operators.k	38	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap>
746	fixed-semantics	semantics/operators.k	44	rule	priority	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
747	fixed-semantics	semantics/range.k	9	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Bool ::= inRange(Int, Int, Int) [function, total]
748	fixed-semantics	semantics/range.k	10	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
749	fixed-semantics	semantics/range.k	12	syntax	function	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Int ::= rangeLen(Int, Int, Int) [function]
750	fixed-semantics	semantics/range.k	13	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST
751	fixed-semantics	semantics/range.k	15	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
752	fixed-semantics	semantics/range.k	17	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
753	fixed-semantics	semantics/range.k	20	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>
754	fixed-semantics	semantics/range.k	23	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
755	fixed-semantics	semantics/set.k	8	syntax	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax Val ::= setV(IntSeq)
756	fixed-semantics	semantics/set.k	11	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
757	fixed-semantics	semantics/set.k	12	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule codeIn(_:Int, .IntSeq) => false
758	fixed-semantics	semantics/set.k	13	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
759	fixed-semantics	semantics/set.k	16	syntax	function,total	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
760	fixed-semantics	semantics/set.k	18	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
761	fixed-semantics	semantics/set.k	19	rule	-	not-used-by-solution	ACCEPTABLE_FIXED_RULE_NOT_USED_BY_TARGET	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
762	fixed-semantics	semantics/set.k	20	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
763	fixed-semantics	semantics/set.k	22	rule	-	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
764	fixed-semantics	semantics/set.k	25	syntax	function,total	used-or-defining	SOUND_ON_TARGET_EXECUTION_PATH	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
