source,line,kind,decision,notes,first_line
reference-semantics/semantics/core.k,214,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,"rule appendVal(.Vals, V:Val) => V , .Vals"
reference-semantics/semantics/core.k,215,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,"rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)"
reference-semantics/semantics/core.k,217,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ValSeq ::= vals2valSeq(Vals) [function, total]"
reference-semantics/semantics/core.k,218,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,rule vals2valSeq(.Vals) => .ValSeq
reference-semantics/semantics/core.k,219,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,"rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))"
reference-semantics/semantics/core.k,223,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= vsLen(ValSeq) [function, total]"
reference-semantics/semantics/core.k,224,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule vsLen(.ValSeq) => 0
reference-semantics/semantics/core.k,225,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)"
reference-semantics/semantics/core.k,227,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= isLen(IntSeq) [function, total]"
reference-semantics/semantics/core.k,228,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule isLen(.IntSeq) => 0
reference-semantics/semantics/core.k,229,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)"
reference-semantics/semantics/core.k,233,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]"
reference-semantics/semantics/core.k,234,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq"
reference-semantics/semantics/core.k,235,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)"
reference-semantics/semantics/core.k,236,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))"
reference-semantics/semantics/core.k,238,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS"
reference-semantics/semantics/dict.k,13,module,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,module MPY-DICT
reference-semantics/semantics/dict.k,14,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-CORE
reference-semantics/semantics/dict.k,15,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-ITER
reference-semantics/semantics/dict.k,16,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-METHODS
reference-semantics/semantics/dict.k,17,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-LIST
reference-semantics/semantics/dict.k,20,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Val ::= dictV(ValSeq, ValSeq)"
reference-semantics/semantics/dict.k,23,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq)"
reference-semantics/semantics/dict.k,26,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>"
reference-semantics/semantics/dict.k,27,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>"
reference-semantics/semantics/dict.k,28,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq)"
reference-semantics/semantics/dict.k,30,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq)"
reference-semantics/semantics/dict.k,32,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq)"
reference-semantics/semantics/dict.k,37,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bool ::= dHasKey(ValSeq, Val) [function, total]"
reference-semantics/semantics/dict.k,38,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dHasKey(.ValSeq, _:Val) => false"
reference-semantics/semantics/dict.k,39,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K"
reference-semantics/semantics/dict.k,40,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)"
reference-semantics/semantics/dict.k,43,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]"
reference-semantics/semantics/dict.k,44,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)"
reference-semantics/semantics/dict.k,45,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)"
reference-semantics/semantics/dict.k,49,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]"
reference-semantics/semantics/dict.k,50,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR)"
reference-semantics/semantics/dict.k,52,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))"
reference-semantics/semantics/dict.k,54,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]"
reference-semantics/semantics/dict.k,58,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals)"
reference-semantics/semantics/dict.k,63,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)"
reference-semantics/semantics/dict.k,64,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Val ::= applyIndexD(Val, Val) [function]"
reference-semantics/semantics/dict.k,65,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k>"
reference-semantics/semantics/dict.k,70,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Val ::= dictSet(Val, Val, Val) [function]"
reference-semantics/semantics/dict.k,71,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))"
reference-semantics/semantics/dict.k,76,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax KItem ::= #dsetK(String, Val)"
reference-semantics/semantics/dict.k,77,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>"
reference-semantics/semantics/dict.k,78,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k>"
reference-semantics/semantics/dict.k,82,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k>"
reference-semantics/semantics/dict.k,86,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax KItem ::= #dsetV(Val, Val, Val)"
reference-semantics/semantics/dict.k,87,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k>"
reference-semantics/semantics/dict.k,90,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= normIdxD(Int, Int) [function, total]"
reference-semantics/semantics/dict.k,91,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0"
reference-semantics/semantics/dict.k,92,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule normIdxD(I:Int, _:Int) => I requires I >=Int 0"
reference-semantics/semantics/dict.k,95,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq))"
reference-semantics/semantics/dict.k,97,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]"
reference-semantics/semantics/dict.k,98,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true"
reference-semantics/semantics/dict.k,99,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq)"
reference-semantics/semantics/dict.k,101,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]"
reference-semantics/semantics/dict.k,102,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K"
reference-semantics/semantics/dict.k,103,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)"
reference-semantics/semantics/float.k,14,module,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,module MPY-FLOAT
reference-semantics/semantics/float.k,15,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-OPERATORS
reference-semantics/semantics/float.k,16,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-BUILTINS
reference-semantics/semantics/float.k,17,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports FLOAT
reference-semantics/semantics/float.k,20,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,syntax Val ::= Float
reference-semantics/semantics/float.k,21,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule <k> Float(F:Float) => F ... </k>
reference-semantics/semantics/float.k,24,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]"
reference-semantics/semantics/float.k,25,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]"
reference-semantics/semantics/float.k,27,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
reference-semantics/semantics/float.k,30,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]"
reference-semantics/semantics/float.k,31,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]"
reference-semantics/semantics/float.k,32,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
reference-semantics/semantics/float.k,37,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]"
