file	line	kind	attributes	assessment	statement
semantics/dict.k	27	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
semantics/dict.k	28	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
semantics/dict.k	30	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
semantics/dict.k	32	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
semantics/dict.k	37	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
semantics/dict.k	38	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dHasKey(.ValSeq, _:Val)                => false
semantics/dict.k	39	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
semantics/dict.k	40	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
semantics/dict.k	43	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
semantics/dict.k	44	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
semantics/dict.k	45	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
semantics/dict.k	49	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
semantics/dict.k	50	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K
semantics/dict.k	52	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
semantics/dict.k	54	rule	owise	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
semantics/dict.k	58	rule	priority	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
semantics/dict.k	63	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
semantics/dict.k	64	syntax	function	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Val ::= applyIndexD(Val, Val) [function]
semantics/dict.k	65	rule	priority	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
semantics/dict.k	70	syntax	function	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Val ::= dictSet(Val, Val, Val) [function]
semantics/dict.k	71	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
semantics/dict.k	76	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= #dsetK(String, Val)
semantics/dict.k	77	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
semantics/dict.k	78	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
semantics/dict.k	82	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
semantics/dict.k	86	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= #dsetV(Val, Val, Val)
semantics/dict.k	87	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
semantics/dict.k	90	syntax	function,total	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Int ::= normIdxD(Int, Int) [function, total]
semantics/dict.k	91	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
semantics/dict.k	92	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
semantics/dict.k	95	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
semantics/dict.k	97	syntax	function	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
semantics/dict.k	98	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
semantics/dict.k	99	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
semantics/dict.k	101	syntax	function	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
semantics/dict.k	102	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
semantics/dict.k	103	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
semantics/float.k	20	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Val ::= Float
semantics/float.k	21	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Float(F:Float) => F ... </k>
semantics/float.k	24	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
semantics/float.k	25	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
semantics/float.k	27	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
semantics/float.k	30	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
semantics/float.k	31	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
semantics/float.k	32	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
semantics/float.k	37	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
semantics/float.k	38	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
semantics/float.k	39	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
semantics/float.k	43	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
semantics/float.k	44	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
semantics/float.k	50	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
semantics/float.k	51	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
semantics/float.k	52	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
semantics/float.k	54	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
semantics/float.k	55	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule absF(F:Float) => absFloat(F) [concrete]
semantics/float.k	56	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
semantics/float.k	61	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Import(_:String) => .K ... </k>
semantics/float.k	65	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= "#mathCeil"
semantics/float.k	66	rule	priority	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
semantics/float.k	67	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
semantics/float.k	70	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= "#mathFloor"
semantics/float.k	71	rule	priority	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
semantics/float.k	72	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
semantics/float.k	73	syntax	function,total,symbol	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
semantics/float.k	74	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule floorFI(I:Int)   => I                        [concrete]
semantics/float.k	75	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
semantics/float.k	78	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
semantics/float.k	79	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
semantics/float.k	82	syntax	-	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
semantics/float.k	83	rule	priority	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
semantics/float.k	84	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
semantics/float.k	85	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
semantics/float.k	86	syntax	function,total,symbol	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Float ::= toF(Val) [function, total, symbol(toF)]
semantics/float.k	87	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule toF(F:Float) => F        [concrete]
semantics/float.k	88	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule toF(I:Int)   => intToF(I) [concrete]
semantics/float.k	93	syntax	function,total,symbol	FIXED_DECLARATION: inspected; no independent rewrite conclusion	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
semantics/float.k	94	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule ceilF(I:Int)   => I                       [concrete]
semantics/float.k	95	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
semantics/float.k	99	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyUn("-", F:Float) => 0.0 -Float F
semantics/float.k	103	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
semantics/float.k	104	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
semantics/float.k	105	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
semantics/float.k	107	syntax	function,total,no-evaluators,symbol	UNUSED_OPAQUE_TRUST_BOUNDARY: fixed supplied symbol is outside this program's dependency cone	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
semantics/float.k	108	rule	concrete	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
semantics/float.k	109	rule	-	FIXED_RULE_OUT_OF_CONE: inspected; no false-conclusion witness claimed on the intended program domain	rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
