id	location	module	kind	attributes	declaration
830	reference-semantics/semantics/methods.k:132	MPY-METHODS	syntax	function, total	syntax Bool ::= allAlpha(IntSeq) [function, total]
831	reference-semantics/semantics/methods.k:133	MPY-METHODS	rule		rule allAlpha(.IntSeq) => true
832	reference-semantics/semantics/methods.k:134	MPY-METHODS	rule		rule allAlpha(iCons(C:Int, S:IntSeq)) => isAlphaC(C) andBool allAlpha(S)
833	reference-semantics/semantics/methods.k:136	MPY-METHODS	syntax	function, total	syntax Bool ::= allDigit(IntSeq) [function, total]
834	reference-semantics/semantics/methods.k:137	MPY-METHODS	rule		rule allDigit(.IntSeq) => true
835	reference-semantics/semantics/methods.k:138	MPY-METHODS	rule		rule allDigit(iCons(C:Int, S:IntSeq)) => isDigitC(C) andBool allDigit(S)
836	reference-semantics/semantics/methods.k:140	MPY-METHODS	syntax	function, total	syntax Int ::= lowerC(Int) [function, total]
837	reference-semantics/semantics/methods.k:142	MPY-METHODS	rule		rule lowerC(C:Int) => C +Int 32 requires isUpperC(C)
838	reference-semantics/semantics/methods.k:143	MPY-METHODS	rule	owise	rule lowerC(C:Int) => C [owise]
839	reference-semantics/semantics/methods.k:145	MPY-METHODS	syntax	function, total	syntax Int ::= upperC(Int) [function, total]
840	reference-semantics/semantics/methods.k:146	MPY-METHODS	rule		rule upperC(C:Int) => C -Int 32 requires isLowerC(C)
841	reference-semantics/semantics/methods.k:147	MPY-METHODS	rule	owise	rule upperC(C:Int) => C [owise]
842	reference-semantics/semantics/methods.k:149	MPY-METHODS	syntax	function, total	syntax Int ::= swapC(Int) [function, total]
843	reference-semantics/semantics/methods.k:150	MPY-METHODS	rule		rule swapC(C:Int) => C +Int 32 requires isUpperC(C)
844	reference-semantics/semantics/methods.k:151	MPY-METHODS	rule		rule swapC(C:Int) => C -Int 32 requires isLowerC(C)
845	reference-semantics/semantics/methods.k:152	MPY-METHODS	rule	owise	rule swapC(C:Int) => C [owise]
846	reference-semantics/semantics/methods.k:154	MPY-METHODS	syntax	function, total	syntax IntSeq ::= mapLower(IntSeq) [function, total]
847	reference-semantics/semantics/methods.k:155	MPY-METHODS	rule		rule mapLower(.IntSeq) => .IntSeq
848	reference-semantics/semantics/methods.k:156	MPY-METHODS	rule		rule mapLower(iCons(C:Int, S:IntSeq)) => iCons(lowerC(C), mapLower(S))
849	reference-semantics/semantics/methods.k:158	MPY-METHODS	syntax	function, total	syntax IntSeq ::= mapUpper(IntSeq) [function, total]
850	reference-semantics/semantics/methods.k:159	MPY-METHODS	rule		rule mapUpper(.IntSeq) => .IntSeq
851	reference-semantics/semantics/methods.k:160	MPY-METHODS	rule		rule mapUpper(iCons(C:Int, S:IntSeq)) => iCons(upperC(C), mapUpper(S))
852	reference-semantics/semantics/methods.k:162	MPY-METHODS	syntax	function, total	syntax IntSeq ::= mapSwap(IntSeq) [function, total]
853	reference-semantics/semantics/methods.k:163	MPY-METHODS	rule		rule mapSwap(.IntSeq) => .IntSeq
854	reference-semantics/semantics/methods.k:164	MPY-METHODS	rule		rule mapSwap(iCons(C:Int, S:IntSeq)) => iCons(swapC(C), mapSwap(S))
855	reference-semantics/semantics/methods.k:166	MPY-METHODS	syntax	function, total	syntax Bool ::= startsWith(IntSeq, IntSeq) [function, total]
856	reference-semantics/semantics/methods.k:167	MPY-METHODS	rule		rule startsWith(.IntSeq, _:IntSeq) => true
857	reference-semantics/semantics/methods.k:168	MPY-METHODS	rule		rule startsWith(iCons(_:Int, _:IntSeq), .IntSeq) => false
858	reference-semantics/semantics/methods.k:169	MPY-METHODS	rule		rule startsWith(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool startsWith(As, Bs)
859	reference-semantics/semantics/methods.k:170	MPY-METHODS	endmodule		endmodule
860	reference-semantics/semantics/operators.k:6	MPY-OPERATORS	module		module MPY-OPERATORS
861	reference-semantics/semantics/operators.k:7	MPY-OPERATORS	imports		imports MPY-CORE
862	reference-semantics/semantics/operators.k:8	MPY-OPERATORS	imports		imports MPY-ITER
863	reference-semantics/semantics/operators.k:10	MPY-OPERATORS	rule		rule <k> UnaryOp(OP:String, V:Val) => applyUn(OP, V) ... </k>
864	reference-semantics/semantics/operators.k:12	MPY-OPERATORS	rule		rule <k> BinOp(OP:String, L:Val, R:Val) => applyBin(OP, L, R) ... </k> // Compare's right operand sits under the CmpOp wrapper — contexts instead of attributes
865	reference-semantics/semantics/operators.k:15	MPY-OPERATORS	context		context Compare(HOLE, _)
866	reference-semantics/semantics/operators.k:16	MPY-OPERATORS	context		context Compare(_:Val, CmpOp(_, HOLE))
867	reference-semantics/semantics/operators.k:17	MPY-OPERATORS	rule	owise	rule <k> Compare(LV:Val, CmpOp(OP:String, RV:Val)) => applyCmp(OP, LV, RV) ... </k> [owise]
868	reference-semantics/semantics/operators.k:19	MPY-OPERATORS	rule		rule applyCmp("is", V:Val, noneV) => V ==K noneV
869	reference-semantics/semantics/operators.k:20	MPY-OPERATORS	rule		rule applyCmp("is not", V:Val, noneV) => notBool (V ==K noneV) // ==== operand deref: heap objects combine/compare by STRUCTURE ============ // (Python: list == is structural; identity only via `is`.) priority(40) // preempts the generic dispatch so applyUn/applyBin/applyCmp never see a ref.
870	reference-semantics/semantics/operators.k:25	MPY-OPERATORS	rule	priority(40)	rule <k> BinOp(OP:String, ref(H:Int), R:Expr) => BinOp(OP, V, R) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
871	reference-semantics/semantics/operators.k:28	MPY-OPERATORS	rule	priority(40)	rule <k> BinOp(OP:String, L:Val, ref(H:Int)) => BinOp(OP, L, V) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) [priority(40)] // the left operand of `in`/`not in` is an ELEMENT (compares by ==K) — never deref'd
872	reference-semantics/semantics/operators.k:34	MPY-OPERATORS	rule	priority(40)	rule <k> Compare(ref(H:Int), CmpOp(OP:String, R:Expr)) => Compare(V, CmpOp(OP, R)) ... </k> <heap> ... H |-> V:Val ... </heap> requires OP =/=String "in" andBool OP =/=String "not in" [priority(40)]
873	reference-semantics/semantics/operators.k:38	MPY-OPERATORS	rule	priority(40)	rule <k> Compare(L:Val, CmpOp(OP:String, ref(H:Int))) => Compare(L, CmpOp(OP, V)) ... </k> <heap> ... H |-> V:Val ... </heap> requires notBool isRefV(L) orBool OP ==String "in" orBool OP ==String "not in" [priority(40)]
874	reference-semantics/semantics/operators.k:44	MPY-OPERATORS	rule	priority(40)	rule <k> UnaryOp(OP:String, ref(H:Int)) => UnaryOp(OP, V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
875	reference-semantics/semantics/operators.k:47	MPY-OPERATORS	endmodule		endmodule
876	reference-semantics/semantics/range.k:5	MPY-RANGE	module		module MPY-RANGE
877	reference-semantics/semantics/range.k:6	MPY-RANGE	imports		imports MPY-CORE
878	reference-semantics/semantics/range.k:7	MPY-RANGE	imports		imports MPY-ITER
879	reference-semantics/semantics/range.k:9	MPY-RANGE	syntax	function, total	syntax Bool ::= inRange(Int, Int, Int) [function, total]
880	reference-semantics/semantics/range.k:10	MPY-RANGE	rule		rule inRange(I:Int, HI:Int, ST:Int) => (ST >Int 0 andBool I <Int HI) orBool (ST <Int 0 andBool I >Int HI)
881	reference-semantics/semantics/range.k:12	MPY-RANGE	syntax	function	syntax Int ::= rangeLen(Int, Int, Int) [function]
882	reference-semantics/semantics/range.k:13	MPY-RANGE	rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST requires ST >Int 0 andBool HI >Int LO
883	reference-semantics/semantics/range.k:15	MPY-RANGE	rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST) requires ST <Int 0 andBool HI <Int LO
884	reference-semantics/semantics/range.k:17	MPY-RANGE	rule		rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
885	reference-semantics/semantics/range.k:20	MPY-RANGE	rule		rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)
886	reference-semantics/semantics/range.k:23	MPY-RANGE	rule		rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)
887	reference-semantics/semantics/range.k:25	MPY-RANGE	endmodule		endmodule
888	reference-semantics/semantics/set.k:3	MPY-SET	module		module MPY-SET
889	reference-semantics/semantics/set.k:4	MPY-SET	imports		imports MPY-CORE // a set value, carried as its distinct codes in first-seen order (order is irrelevant // to membership/cardinality — the two observations sets support here).
890	reference-semantics/semantics/set.k:8	MPY-SET	syntax		syntax Val ::= setV(IntSeq) // membership of a code in the accumulated distinct-code sequence
891	reference-semantics/semantics/set.k:11	MPY-SET	syntax	function, total	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
892	reference-semantics/semantics/set.k:12	MPY-SET	rule		rule codeIn(_:Int, .IntSeq) => false
893	reference-semantics/semantics/set.k:13	MPY-SET	rule		rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T) // the distinct codes of CS (insert-if-absent fold, first-seen order)
894	reference-semantics/semantics/set.k:16	MPY-SET	syntax	function, total	syntax IntSeq ::= dedupCodes(IntSeq) [function, total] | dedupFrom(IntSeq, IntSeq) [function, total]
895	reference-semantics/semantics/set.k:18	MPY-SET	rule		rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
896	reference-semantics/semantics/set.k:19	MPY-SET	rule		rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
897	reference-semantics/semantics/set.k:20	MPY-SET	rule		rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)
898	reference-semantics/semantics/set.k:22	MPY-SET	rule		rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)
899	reference-semantics/semantics/set.k:25	MPY-SET	syntax	function, total	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
900	reference-semantics/semantics/set.k:26	MPY-SET	rule		rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)
901	reference-semantics/semantics/set.k:27	MPY-SET	rule		rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C)) // ==== set equality: two sets are equal iff mutually subsuming ============== // subsetCodes(A, B) — every code of A occurs in B (duplicates in A are harmless).
902	reference-semantics/semantics/set.k:31	MPY-SET	syntax	function, total	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
903	reference-semantics/semantics/set.k:32	MPY-SET	rule		rule subsetCodes(.IntSeq, _:IntSeq) => true
904	reference-semantics/semantics/set.k:33	MPY-SET	rule		rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
905	reference-semantics/semantics/set.k:35	MPY-SET	syntax	function, total	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
906	reference-semantics/semantics/set.k:36	MPY-SET	rule		rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A) // set == set (the only comparison sets support here)
907	reference-semantics/semantics/set.k:39	MPY-SET	rule		rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
908	reference-semantics/semantics/set.k:40	MPY-SET	endmodule		endmodule
909	reference-semantics/semantics/sort.k:10	MPY-SORT	module		module MPY-SORT
910	reference-semantics/semantics/sort.k:11	MPY-SORT	imports		imports MPY-BUILTINS
911	reference-semantics/semantics/sort.k:12	MPY-SORT	imports		imports MPY-SUBSCRIPT // sortVS(VS): the ascending sort of the Val list VS. Opaque for symbolic VS (no-evaluators); // concrete insertion sort for krun. // Concrete sort matches Int-sorted elements directly (an int Val IS an Int); projectIntTotal // (lemmas-only) is not available in the semantics. Int and str lists.
912	reference-semantics/semantics/sort.k:18	MPY-SORT	syntax	function, total, symbol(sortVS), no-evaluators	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
913	reference-semantics/semantics/sort.k:19	MPY-SORT	syntax	function	syntax ValSeq ::= insVS(Int, ValSeq) [function]
914	reference-semantics/semantics/sort.k:20	MPY-SORT	rule	concrete	rule sortVS(.ValSeq) => .ValSeq [concrete]
915	reference-semantics/semantics/sort.k:21	MPY-SORT	rule	concrete	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
916	reference-semantics/semantics/sort.k:22	MPY-SORT	rule	concrete	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
917	reference-semantics/semantics/sort.k:23	MPY-SORT	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
918	reference-semantics/semantics/sort.k:24	MPY-SORT	rule	concrete	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete] // str elements insert by the shared lexicographic strLt (methods.k)
919	reference-semantics/semantics/sort.k:26	MPY-SORT	syntax	function	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
920	reference-semantics/semantics/sort.k:27	MPY-SORT	rule	concrete	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
921	reference-semantics/semantics/sort.k:28	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
922	reference-semantics/semantics/sort.k:29	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
923	reference-semantics/semantics/sort.k:31	MPY-SORT	rule	concrete	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete] // sorted(list) constructs a NEW object: k-cell pre-dispatch (beats the [owise] // applyBuiltin routing in call.k) so the result allocates.
924	reference-semantics/semantics/sort.k:36	MPY-SORT	rule		rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k> // mutator: xs.sort() — the in-place heap write over the same trusted sortVS
925	reference-semantics/semantics/sort.k:40	MPY-SORT	rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)] // ==== keyed / reversed sorted() (WP2) ===================================== // sortKeyVS(VS, KV): the stable ascending sort of VS by the key value KV // (a closure/builtin/type — anything callable). OPAQUE here; the concrete // leg (MPY-CONCRETE, llvm only) computes keys by REAL calls and stable- // inserts, at priority(40) over these.
926	reference-semantics/semantics/sort.k:49	MPY-SORT	syntax	function, total, symbol(sortKeyVS), no-evaluators	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
927	reference-semantics/semantics/sort.k:51	MPY-SORT	syntax	function, total	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
928	reference-semantics/semantics/sort.k:53	MPY-SORT	rule		rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
929	reference-semantics/semantics/sort.k:54	MPY-SORT	rule		rule revVSAcc(.ValSeq, A:ValSeq) => A
930	reference-semantics/semantics/sort.k:55	MPY-SORT	rule		rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
931	reference-semantics/semantics/sort.k:57	MPY-SORT	syntax	function, total	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
932	reference-semantics/semantics/sort.k:58	MPY-SORT	rule		rule condRev(S:ValSeq, false) => S
933	reference-semantics/semantics/sort.k:59	MPY-SORT	rule		rule condRev(S:ValSeq, true) => revVS(S)
934	reference-semantics/semantics/sort.k:61	MPY-SORT	rule		rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
935	reference-semantics/semantics/sort.k:63	MPY-SORT	rule		rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
936	reference-semantics/semantics/sort.k:65	MPY-SORT	rule		rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k> // Indexing the opaque sorted list: `valSeqAt(sortVS(VS), I)` is DEFINED because valSeqAt is // [total] (subscript.k) — it stays an abstract total value for a symbolic sort and reduces // over the concrete sort for krun. No separate sortedAt indirection is needed; wrappers write // their postcondition directly as valSeqAt(sortVS(VS), …).
937	reference-semantics/semantics/sort.k:72	MPY-SORT	endmodule		endmodule
938	reference-semantics/semantics/str.k:3	MPY-STR	module		module MPY-STR
939	reference-semantics/semantics/str.k:4	MPY-STR	imports		imports MPY-CORE
940	reference-semantics/semantics/str.k:5	MPY-STR	imports		imports MPY-ITER // ==== iteration (the iterator protocol's str case; yields 1-char strings) ==
941	reference-semantics/semantics/str.k:8	MPY-STR	rule		rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
942	reference-semantics/semantics/str.k:9	MPY-STR	rule		rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k> // ==== str literal (ASCII-only) ============================================
943	reference-semantics/semantics/str.k:13	MPY-STR	syntax	function	syntax IntSeq ::= strToCodes(String) [function]
944	reference-semantics/semantics/str.k:14	MPY-STR	rule		rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
945	reference-semantics/semantics/str.k:15	MPY-STR	rule		rule strToCodes("") => .IntSeq
946	reference-semantics/semantics/str.k:16	MPY-STR	rule		rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128 // ==== operators: + / == / != / in =========================================
947	reference-semantics/semantics/str.k:20	MPY-STR	syntax	function, total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
948	reference-semantics/semantics/str.k:21	MPY-STR	rule		rule seqConcat(.IntSeq, T:IntSeq) => T
949	reference-semantics/semantics/str.k:22	MPY-STR	rule		rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
950	reference-semantics/semantics/str.k:24	MPY-STR	rule		rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
951	reference-semantics/semantics/str.k:25	MPY-STR	rule		rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
952	reference-semantics/semantics/str.k:26	MPY-STR	rule		rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B) // substring membership: `P in X` iff the code-seq P occurs contiguously in X
953	reference-semantics/semantics/str.k:29	MPY-STR	rule		rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
954	reference-semantics/semantics/str.k:30	MPY-STR	rule		rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
955	reference-semantics/semantics/str.k:32	MPY-STR	syntax	function, total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
956	reference-semantics/semantics/str.k:33	MPY-STR	rule		rule strPrefix(.IntSeq, _:IntSeq) => true
957	reference-semantics/semantics/str.k:34	MPY-STR	rule		rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
958	reference-semantics/semantics/str.k:35	MPY-STR	rule		rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
959	reference-semantics/semantics/str.k:37	MPY-STR	syntax	function, total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
960	reference-semantics/semantics/str.k:38	MPY-STR	rule		rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
961	reference-semantics/semantics/str.k:39	MPY-STR	rule		rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
962	reference-semantics/semantics/str.k:40	MPY-STR	rule		rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs)) // ==== lexicographic order: < / <= / > / >= by code point (= Python str order on the code // model). strLt reduces on GROUND code-seqs (krun) but is inert/OPAQUE on symbolic ones // (a proof's codesProj(V) is an abstract IntSeq — no constructor rule matches), so a symbolic // str `<` stays a trusted opaque term the way sortVS / intFloatDiv do. Additive: fires only on // str </<=/>/>= comparisons.
963	reference-semantics/semantics/str.k:48	MPY-STR	syntax	function, total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
964	reference-semantics/semantics/str.k:49	MPY-STR	rule		rule strLt(.IntSeq, .IntSeq) => false
965	reference-semantics/semantics/str.k:50	MPY-STR	rule		rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
966	reference-semantics/semantics/str.k:51	MPY-STR	rule		rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
967	reference-semantics/semantics/str.k:52	MPY-STR	rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
968	reference-semantics/semantics/str.k:53	MPY-STR	rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
969	reference-semantics/semantics/str.k:54	MPY-STR	rule		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
970	reference-semantics/semantics/str.k:56	MPY-STR	rule		rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
971	reference-semantics/semantics/str.k:57	MPY-STR	rule		rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
972	reference-semantics/semantics/str.k:58	MPY-STR	rule		rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
973	reference-semantics/semantics/str.k:59	MPY-STR	rule		rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
974	reference-semantics/semantics/str.k:60	MPY-STR	endmodule		endmodule
975	reference-semantics/semantics/subscript.k:3	MPY-SUBSCRIPT	module		module MPY-SUBSCRIPT
976	reference-semantics/semantics/subscript.k:4	MPY-SUBSCRIPT	imports		imports MPY-CORE // ==== positional access + negative-index normalization (used only here) === // valSeqAt is [total]: in-bounds vCons access reduces as usual; on an OPAQUE sequence (e.g. // a trusted sort's sortVS(VS)) or OOB it stays an abstract total value — so indexing the // opaque sorted list is DEFINED (no undischarged #Ceil), matching the old semantics' total // atK. K trusts the [total] annotation; valid programs index in-bounds.
977	reference-semantics/semantics/subscript.k:11	MPY-SUBSCRIPT	syntax	function, total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
978	reference-semantics/semantics/subscript.k:12	MPY-SUBSCRIPT	rule		rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
979	reference-semantics/semantics/subscript.k:13	MPY-SUBSCRIPT	rule		rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
980	reference-semantics/semantics/subscript.k:16	MPY-SUBSCRIPT	syntax	function	syntax Int ::= intSeqAt(IntSeq, Int) [function]
981	reference-semantics/semantics/subscript.k:17	MPY-SUBSCRIPT	rule		rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
982	reference-semantics/semantics/subscript.k:18	MPY-SUBSCRIPT	rule		rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
983	reference-semantics/semantics/subscript.k:21	MPY-SUBSCRIPT	syntax	function, total	syntax Int ::= normIdx(Int, Int) [function, total]
984	reference-semantics/semantics/subscript.k:22	MPY-SUBSCRIPT	rule		rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
985	reference-semantics/semantics/subscript.k:23	MPY-SUBSCRIPT	rule		rule normIdx(I:Int, _:Int) => I requires I >=Int 0 // ==== Subscript: indexing obj[i] (list / tuple / str) ===================== // contexts (not strict attrs): the Index slot's Slice alternative must never heat
986	reference-semantics/semantics/subscript.k:27	MPY-SUBSCRIPT	context		context Subscript(HOLE, _)
987	reference-semantics/semantics/subscript.k:28	MPY-SUBSCRIPT	context		context Subscript(_:Val, HOLE:Expr) // heap-object deref (covers both the index and slice forms via the Index slot)
988	reference-semantics/semantics/subscript.k:31	MPY-SUBSCRIPT	rule	priority(40)	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
989	reference-semantics/semantics/subscript.k:35	MPY-SUBSCRIPT	rule		rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
990	reference-semantics/semantics/subscript.k:37	MPY-SUBSCRIPT	syntax	function	syntax Val ::= applyIndex(Val, Int) [function]
991	reference-semantics/semantics/subscript.k:38	MPY-SUBSCRIPT	rule		rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
992	reference-semantics/semantics/subscript.k:39	MPY-SUBSCRIPT	rule		rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
993	reference-semantics/semantics/subscript.k:40	MPY-SUBSCRIPT	rule		rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq)) // ==== Slice: obj[lo:hi:step] (list / str) — CPython slice.indices ==========
994	reference-semantics/semantics/subscript.k:44	MPY-SUBSCRIPT	syntax		syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
995	reference-semantics/semantics/subscript.k:49	MPY-SUBSCRIPT	syntax		syntax OptInt ::= "noB" | someB(Int)
996	reference-semantics/semantics/subscript.k:50	MPY-SUBSCRIPT	rule		rule <k> #evalB(NoBound) => noB ... </k>
997	reference-semantics/semantics/subscript.k:51	MPY-SUBSCRIPT	rule		rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
998	reference-semantics/semantics/subscript.k:52	MPY-SUBSCRIPT	rule		rule <k> I:Int ~> #toSome => someB(I) ... </k>
999	reference-semantics/semantics/subscript.k:54	MPY-SUBSCRIPT	rule		rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
1000	reference-semantics/semantics/subscript.k:55	MPY-SUBSCRIPT	rule		rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
1001	reference-semantics/semantics/subscript.k:56	MPY-SUBSCRIPT	rule		rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k> // a list slice constructs a NEW object; a str slice stays a value
