file,line,kind,class,attributes,opaque,origin,decision,statement
reference-semantics/semantics/dict.k,39,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K"
reference-semantics/semantics/dict.k,40,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)"
reference-semantics/semantics/dict.k,43,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]"
reference-semantics/semantics/dict.k,44,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)"
reference-semantics/semantics/dict.k,45,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)"
reference-semantics/semantics/dict.k,49,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]"
reference-semantics/semantics/dict.k,50,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K"
reference-semantics/semantics/dict.k,52,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)"
reference-semantics/semantics/dict.k,54,rule,equational,owise,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]"
reference-semantics/semantics/dict.k,58,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
reference-semantics/semantics/dict.k,63,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)"
reference-semantics/semantics/dict.k,64,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val ::= applyIndexD(Val, Val) [function]"
reference-semantics/semantics/dict.k,65,rule,operational,priority,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]"
reference-semantics/semantics/dict.k,70,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val ::= dictSet(Val, Val, Val) [function]"
reference-semantics/semantics/dict.k,71,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))"
reference-semantics/semantics/dict.k,76,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #dsetK(String, Val)"
reference-semantics/semantics/dict.k,77,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>"
reference-semantics/semantics/dict.k,78,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)"
reference-semantics/semantics/dict.k,82,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)"
reference-semantics/semantics/dict.k,86,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax KItem ::= #dsetV(Val, Val, Val)"
reference-semantics/semantics/dict.k,87,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>"
reference-semantics/semantics/dict.k,90,syntax,declaration,"function,total",no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Int ::= normIdxD(Int, Int) [function, total]"
reference-semantics/semantics/dict.k,91,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0"
reference-semantics/semantics/dict.k,92,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0"
reference-semantics/semantics/dict.k,95,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
reference-semantics/semantics/dict.k,97,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]"
reference-semantics/semantics/dict.k,98,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true"
reference-semantics/semantics/dict.k,99,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)"
reference-semantics/semantics/dict.k,101,syntax,declaration,function,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]"
reference-semantics/semantics/dict.k,102,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K"
reference-semantics/semantics/dict.k,103,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)"
reference-semantics/semantics/float.k,20,syntax,declaration,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,syntax Val ::= Float
reference-semantics/semantics/float.k,21,rule,operational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,rule <k> Float(F:Float) => F ... </k>
reference-semantics/semantics/float.k,24,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]"
reference-semantics/semantics/float.k,25,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]"
reference-semantics/semantics/float.k,27,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
reference-semantics/semantics/float.k,30,syntax,declaration,"function,total,symbol,no-evaluators",yes,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]"
reference-semantics/semantics/float.k,31,rule,equational,concrete,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]"
reference-semantics/semantics/float.k,32,rule,equational,,no,supplied-semantics,selected supplied baseline; byte-identical to trusted mount; no candidate modification; no false-conclusion witness identified,"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
