id	file	lines	kind	source_class	semantic_class	attributes	declaration
K0451	reference-semantics/semantics/core.k	236-237	rule	trusted-supplied	equational-rule		rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
K0452	reference-semantics/semantics/core.k	238-239	rule	trusted-supplied	equational-rule		rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0
K0453	reference-semantics/semantics/dict.k	13-13	module	trusted-supplied	module		module MPY-DICT
K0454	reference-semantics/semantics/dict.k	14-14	imports	trusted-supplied	imports		imports MPY-CORE
K0455	reference-semantics/semantics/dict.k	15-15	imports	trusted-supplied	imports		imports MPY-ITER
K0456	reference-semantics/semantics/dict.k	16-16	imports	trusted-supplied	imports		imports MPY-METHODS
K0457	reference-semantics/semantics/dict.k	17-17	imports	trusted-supplied	imports		imports MPY-LIST
K0458	reference-semantics/semantics/dict.k	20-20	syntax	trusted-supplied	syntax		syntax Val ::= dictV(ValSeq, ValSeq)
K0459	reference-semantics/semantics/dict.k	23-25	syntax	trusted-supplied	syntax		syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K0460	reference-semantics/semantics/dict.k	26-26	rule	trusted-supplied	operational-rule		rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K0461	reference-semantics/semantics/dict.k	27-27	rule	trusted-supplied	operational-rule		rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K0462	reference-semantics/semantics/dict.k	28-29	rule	trusted-supplied	operational-rule		rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K0463	reference-semantics/semantics/dict.k	30-31	rule	trusted-supplied	operational-rule		rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K0464	reference-semantics/semantics/dict.k	32-33	rule	trusted-supplied	operational-rule		rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
K0465	reference-semantics/semantics/dict.k	37-37	syntax	trusted-supplied	syntax	function, total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K0466	reference-semantics/semantics/dict.k	38-38	rule	trusted-supplied	equational-rule		rule dHasKey(.ValSeq, _:Val) => false
K0467	reference-semantics/semantics/dict.k	39-39	rule	trusted-supplied	equational-rule		rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
K0468	reference-semantics/semantics/dict.k	40-40	rule	trusted-supplied	equational-rule		rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
K0469	reference-semantics/semantics/dict.k	43-43	syntax	trusted-supplied	syntax	function, total	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
K0470	reference-semantics/semantics/dict.k	44-44	rule	trusted-supplied	equational-rule		rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
K0471	reference-semantics/semantics/dict.k	45-45	rule	trusted-supplied	equational-rule		rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
K0472	reference-semantics/semantics/dict.k	49-49	syntax	trusted-supplied	syntax	function, total	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
K0473	reference-semantics/semantics/dict.k	50-51	rule	trusted-supplied	equational-rule		rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR) requires A ==K K
K0474	reference-semantics/semantics/dict.k	52-53	rule	trusted-supplied	equational-rule		rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
K0475	reference-semantics/semantics/dict.k	54-54	rule	trusted-supplied	equational-rule	owise	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
K0476	reference-semantics/semantics/dict.k	58-60	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
K0477	reference-semantics/semantics/dict.k	63-63	rule	trusted-supplied	equational-rule		rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
K0478	reference-semantics/semantics/dict.k	64-64	syntax	trusted-supplied	syntax	function	syntax Val ::= applyIndexD(Val, Val) [function]
K0479	reference-semantics/semantics/dict.k	65-66	rule	trusted-supplied	operational-rule	priority(45)	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
K0480	reference-semantics/semantics/dict.k	70-70	syntax	trusted-supplied	syntax	function	syntax Val ::= dictSet(Val, Val, Val) [function]
K0481	reference-semantics/semantics/dict.k	71-71	rule	trusted-supplied	equational-rule		rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
K0482	reference-semantics/semantics/dict.k	76-76	syntax	trusted-supplied	syntax		syntax KItem ::= #dsetK(String, Val)
K0483	reference-semantics/semantics/dict.k	77-77	rule	trusted-supplied	operational-rule		rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
K0484	reference-semantics/semantics/dict.k	78-81	rule	trusted-supplied	operational-rule		rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
K0485	reference-semantics/semantics/dict.k	82-85	rule	trusted-supplied	operational-rule		rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
K0486	reference-semantics/semantics/dict.k	86-86	syntax	trusted-supplied	syntax		syntax KItem ::= #dsetV(Val, Val, Val)
K0487	reference-semantics/semantics/dict.k	87-88	rule	trusted-supplied	operational-rule		rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
K0488	reference-semantics/semantics/dict.k	90-90	syntax	trusted-supplied	syntax	function, total	syntax Int ::= normIdxD(Int, Int) [function, total]
K0489	reference-semantics/semantics/dict.k	91-91	rule	trusted-supplied	equational-rule		rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K0490	reference-semantics/semantics/dict.k	92-92	rule	trusted-supplied	equational-rule		rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
K0491	reference-semantics/semantics/dict.k	95-96	rule	trusted-supplied	equational-rule		rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
K0492	reference-semantics/semantics/dict.k	97-97	syntax	trusted-supplied	syntax	function	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
K0493	reference-semantics/semantics/dict.k	98-98	rule	trusted-supplied	equational-rule		rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
K0494	reference-semantics/semantics/dict.k	99-100	rule	trusted-supplied	equational-rule		rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
K0495	reference-semantics/semantics/dict.k	101-101	syntax	trusted-supplied	syntax	function	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
K0496	reference-semantics/semantics/dict.k	102-102	rule	trusted-supplied	equational-rule		rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
K0497	reference-semantics/semantics/dict.k	103-103	rule	trusted-supplied	equational-rule		rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
K0498	reference-semantics/semantics/float.k	14-14	module	trusted-supplied	module		module MPY-FLOAT
K0499	reference-semantics/semantics/float.k	15-15	imports	trusted-supplied	imports		imports MPY-OPERATORS
K0500	reference-semantics/semantics/float.k	16-16	imports	trusted-supplied	imports		imports MPY-BUILTINS
K0501	reference-semantics/semantics/float.k	17-17	imports	trusted-supplied	imports		imports FLOAT
K0502	reference-semantics/semantics/float.k	20-20	syntax	trusted-supplied	syntax		syntax Val ::= Float
K0503	reference-semantics/semantics/float.k	21-21	rule	trusted-supplied	operational-rule		rule <k> Float(F:Float) => F ... </k>
K0504	reference-semantics/semantics/float.k	24-24	syntax	trusted-supplied	syntax	function, total, symbol(intFloatDiv), no-evaluators	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K0505	reference-semantics/semantics/float.k	25-25	rule	trusted-supplied	equational-rule	concrete	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
K0506	reference-semantics/semantics/float.k	27-27	rule	trusted-supplied	equational-rule		rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
K0507	reference-semantics/semantics/float.k	30-30	syntax	trusted-supplied	syntax	function, total, symbol(divII), no-evaluators	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
K0508	reference-semantics/semantics/float.k	31-31	rule	trusted-supplied	equational-rule	concrete	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
K0509	reference-semantics/semantics/float.k	32-32	rule	trusted-supplied	equational-rule		rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
K0510	reference-semantics/semantics/float.k	37-37	syntax	trusted-supplied	syntax	function, total, symbol(floatMod), no-evaluators	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K0511	reference-semantics/semantics/float.k	38-38	rule	trusted-supplied	equational-rule	concrete	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
K0512	reference-semantics/semantics/float.k	39-39	rule	trusted-supplied	equational-rule		rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
K0513	reference-semantics/semantics/float.k	43-43	rule	trusted-supplied	equational-rule		rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
K0514	reference-semantics/semantics/float.k	44-44	rule	trusted-supplied	equational-rule		rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
K0515	reference-semantics/semantics/float.k	50-50	syntax	trusted-supplied	syntax	function, total, symbol(floatLt), no-evaluators	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
K0516	reference-semantics/semantics/float.k	51-51	rule	trusted-supplied	equational-rule	concrete	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
K0517	reference-semantics/semantics/float.k	52-52	rule	trusted-supplied	equational-rule		rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
K0518	reference-semantics/semantics/float.k	54-54	syntax	trusted-supplied	syntax	function, total, symbol(absF), no-evaluators	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
K0519	reference-semantics/semantics/float.k	55-55	rule	trusted-supplied	equational-rule	concrete	rule absF(F:Float) => absFloat(F) [concrete]
K0520	reference-semantics/semantics/float.k	56-56	rule	trusted-supplied	equational-rule		rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
K0521	reference-semantics/semantics/float.k	61-61	rule	trusted-supplied	operational-rule		rule <k> Import(_:String) => .K ... </k>
K0522	reference-semantics/semantics/float.k	65-65	syntax	trusted-supplied	syntax		syntax KItem ::= "#mathCeil"
K0523	reference-semantics/semantics/float.k	66-66	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
K0524	reference-semantics/semantics/float.k	67-67	rule	trusted-supplied	operational-rule		rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
K0525	reference-semantics/semantics/float.k	70-70	syntax	trusted-supplied	syntax		syntax KItem ::= "#mathFloor"
K0526	reference-semantics/semantics/float.k	71-71	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
K0527	reference-semantics/semantics/float.k	72-72	rule	trusted-supplied	operational-rule		rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
K0528	reference-semantics/semantics/float.k	73-73	syntax	trusted-supplied	syntax	function, total, symbol(floorFI)	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
K0529	reference-semantics/semantics/float.k	74-74	rule	trusted-supplied	equational-rule	concrete	rule floorFI(I:Int) => I [concrete]
K0530	reference-semantics/semantics/float.k	75-75	rule	trusted-supplied	equational-rule	concrete	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
K0531	reference-semantics/semantics/float.k	78-78	rule	trusted-supplied	equational-rule		rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
K0532	reference-semantics/semantics/float.k	79-79	rule	trusted-supplied	equational-rule		rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V)
K0533	reference-semantics/semantics/float.k	82-82	syntax	trusted-supplied	syntax		syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
K0534	reference-semantics/semantics/float.k	83-83	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
K0535	reference-semantics/semantics/float.k	84-84	rule	trusted-supplied	operational-rule		rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
K0536	reference-semantics/semantics/float.k	85-85	rule	trusted-supplied	operational-rule		rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
K0537	reference-semantics/semantics/float.k	86-86	syntax	trusted-supplied	syntax	function, total, symbol(toF)	syntax Float ::= toF(Val) [function, total, symbol(toF)]
K0538	reference-semantics/semantics/float.k	87-87	rule	trusted-supplied	equational-rule	concrete	rule toF(F:Float) => F [concrete]
K0539	reference-semantics/semantics/float.k	88-88	rule	trusted-supplied	equational-rule	concrete	rule toF(I:Int) => intToF(I) [concrete]
K0540	reference-semantics/semantics/float.k	93-93	syntax	trusted-supplied	syntax	function, total, symbol(ceilF)	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
K0541	reference-semantics/semantics/float.k	94-94	rule	trusted-supplied	equational-rule	concrete	rule ceilF(I:Int) => I [concrete]
K0542	reference-semantics/semantics/float.k	95-95	rule	trusted-supplied	equational-rule	concrete	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
K0543	reference-semantics/semantics/float.k	99-99	rule	trusted-supplied	equational-rule		rule applyUn("-", F:Float) => 0.0 -Float F
K0544	reference-semantics/semantics/float.k	103-103	syntax	trusted-supplied	syntax	function, total, symbol(subF), no-evaluators	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
K0545	reference-semantics/semantics/float.k	104-104	rule	trusted-supplied	equational-rule	concrete	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
K0546	reference-semantics/semantics/float.k	105-105	rule	trusted-supplied	equational-rule		rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
K0547	reference-semantics/semantics/float.k	107-107	syntax	trusted-supplied	syntax	function, total, symbol(divF), no-evaluators	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
K0548	reference-semantics/semantics/float.k	108-108	rule	trusted-supplied	equational-rule	concrete	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
K0549	reference-semantics/semantics/float.k	109-109	rule	trusted-supplied	equational-rule		rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
K0550	reference-semantics/semantics/float.k	111-111	syntax	trusted-supplied	syntax	function, total, symbol(addF), no-evaluators	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
K0551	reference-semantics/semantics/float.k	112-112	rule	trusted-supplied	equational-rule	concrete	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
K0552	reference-semantics/semantics/float.k	113-113	rule	trusted-supplied	equational-rule		rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
K0553	reference-semantics/semantics/float.k	115-115	syntax	trusted-supplied	syntax	function, total, symbol(mulF), no-evaluators	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
K0554	reference-semantics/semantics/float.k	116-116	rule	trusted-supplied	equational-rule	concrete	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
K0555	reference-semantics/semantics/float.k	117-117	rule	trusted-supplied	equational-rule		rule applyBin("*", F1:Float, F2:Float) => mulF(F1, F2)
K0556	reference-semantics/semantics/float.k	119-119	syntax	trusted-supplied	syntax	function, total, symbol(powF), no-evaluators	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
K0557	reference-semantics/semantics/float.k	120-120	rule	trusted-supplied	equational-rule	concrete	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
K0558	reference-semantics/semantics/float.k	121-121	rule	trusted-supplied	equational-rule		rule applyBin("**", F1:Float, F2:Float) => powF(F1, F2)
K0559	reference-semantics/semantics/float.k	125-125	syntax	trusted-supplied	syntax	function, total, symbol(gtF), no-evaluators	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
