id	file	line	kind	attributes	disposition	declaration
357	reference-semantics/semantics/core.k	219	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS)) // ==== shared sequence length (len / summaries across many modules) ======== // (positional access valSeqAt/intSeqAt + normIdx live in subscript.k)
358	reference-semantics/semantics/core.k	223	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= vsLen(ValSeq) [function, total]
359	reference-semantics/semantics/core.k	224	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule vsLen(.ValSeq) => 0
360	reference-semantics/semantics/core.k	225	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
361	reference-semantics/semantics/core.k	227	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= isLen(IntSeq) [function, total]
362	reference-semantics/semantics/core.k	228	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule isLen(.IntSeq) => 0
363	reference-semantics/semantics/core.k	229	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S) // in-bounds positional write (list subscript-assign); OOB leaves the seq unchanged // (valid programs write in-bounds — mirrors valSeqAt's total-but-underspecified stance)
364	reference-semantics/semantics/core.k	233	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
365	reference-semantics/semantics/core.k	234	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
366	reference-semantics/semantics/core.k	235	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
367	reference-semantics/semantics/core.k	236	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
368	reference-semantics/semantics/core.k	238	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0
369	reference-semantics/semantics/dict.k	20	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= dictV(ValSeq, ValSeq) // ==== DictExpr: {k: v, ...} literal. Eval each key then value, left to right, insert-with-dedup.
370	reference-semantics/semantics/dict.k	23	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
371	reference-semantics/semantics/dict.k	26	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
372	reference-semantics/semantics/dict.k	27	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
373	reference-semantics/semantics/dict.k	28	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
374	reference-semantics/semantics/dict.k	30	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
375	reference-semantics/semantics/dict.k	32	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k> // insert-with-dedup helpers (concrete Val key equality via ==K). [total] so buildFold over a dict is // total (its #Ceil is #Top) — needed when a symbolic proof carries a built dict as a config value.
376	reference-semantics/semantics/dict.k	37	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
377	reference-semantics/semantics/dict.k	38	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dHasKey(.ValSeq, _:Val) => false
378	reference-semantics/semantics/dict.k	39	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
379	reference-semantics/semantics/dict.k	40	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K) // dPutK: KS unchanged if K already present, else append K (keep-first-position).
380	reference-semantics/semantics/dict.k	43	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
381	reference-semantics/semantics/dict.k	44	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
382	reference-semantics/semantics/dict.k	45	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K) // dPutV: parallel to KS — set the value at K's position if present, else append V at the end. The // [owise] catch-all covers the degenerate mismatched-length case (never reached for a well-formed dict).
383	reference-semantics/semantics/dict.k	49	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
384	reference-semantics/semantics/dict.k	50	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR) requires A ==K K
385	reference-semantics/semantics/dict.k	52	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
386	reference-semantics/semantics/dict.k	54	rule	owise	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise] // ==== dict methods ======================================================== // d.keys() -> a FRESH list object of the ordered keys (k-cell: it allocates).
387	reference-semantics/semantics/dict.k	58	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)] // ==== dict subscript READ: d[k] (assoc lookup; KeyError is out of subset) ==
388	reference-semantics/semantics/dict.k	63	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
389	reference-semantics/semantics/dict.k	64	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= applyIndexD(Val, Val) [function]
390	reference-semantics/semantics/dict.k	65	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)] // ==== dict subscript-assign: d[k] = v (insert/update in place) ============= // Only for a LOCAL dict variable X (the current scope holds it). Reuses dPutK/dPutV.
391	reference-semantics/semantics/dict.k	70	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= dictSet(Val, Val, Val) [function]
392	reference-semantics/semantics/dict.k	71	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V)) // RHS evaluates first (Assign strictness), then the key. Dispatch on the scope // value: a bare dict updates in the scope (dicts stay values); a ref (a heap // list — or a heap dict later) writes the heap in place.
393	reference-semantics/semantics/dict.k	76	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax KItem ::= #dsetK(String, Val)
394	reference-semantics/semantics/dict.k	77	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
395	reference-semantics/semantics/dict.k	78	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
396	reference-semantics/semantics/dict.k	82	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
397	reference-semantics/semantics/dict.k	86	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax KItem ::= #dsetV(Val, Val, Val)
398	reference-semantics/semantics/dict.k	87	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap> // negative-index normalization local to the write (subscript.k's is not imported here)
399	reference-semantics/semantics/dict.k	90	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= normIdxD(Int, Int) [function, total]
400	reference-semantics/semantics/dict.k	91	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
401	reference-semantics/semantics/dict.k	92	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0 // ==== dict == (order-insensitive: same size + same key->value pairs) =======
402	reference-semantics/semantics/dict.k	95	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
403	reference-semantics/semantics/dict.k	97	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
404	reference-semantics/semantics/dict.k	98	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
405	reference-semantics/semantics/dict.k	99	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
406	reference-semantics/semantics/dict.k	101	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
407	reference-semantics/semantics/dict.k	102	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
408	reference-semantics/semantics/dict.k	103	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
409	reference-semantics/semantics/float.k	20	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Val ::= Float
410	reference-semantics/semantics/float.k	21	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Float(F:Float) => F ... </k> // Int / float true division. OPAQUE for kprove (no-evaluators); concrete for krun.
411	reference-semantics/semantics/float.k	24	syntax	function,total,symbol,no-evaluators,opaque-proof-symbol	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
412	reference-semantics/semantics/float.k	25	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
413	reference-semantics/semantics/float.k	27	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F) // Int / Int true division (Python: always a float). OPAQUE for kprove; concrete for krun.
414	reference-semantics/semantics/float.k	30	syntax	function,total,symbol,no-evaluators,opaque-proof-symbol	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
415	reference-semantics/semantics/float.k	31	rule	concrete	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
416	reference-semantics/semantics/float.k	32	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2) // float % float (e.g. `number % 1.0` = the fractional part). OPAQUE for kprove, concrete for // krun. Python's float `%` is floor-based: a % b = a - floor(a/b)*b (K's %Float is IEEE // remainder, which differs — 3.5 %Float 1.0 = -0.5 vs Python 0.5 — so it is NOT used).
