id	location	kind	attributes	function	total	functional	opaque_symbol	priority	simplification	relevance	decision	normalized_source
413	reference-semantics/semantics/core.k:114	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
414	reference-semantics/semantics/core.k:117	syntax	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax KItem ::= #alloc(Val)
415	reference-semantics/semantics/core.k:118	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
416	reference-semantics/semantics/core.k:124	syntax	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax KItem ::= #loadAll(Module)
417	reference-semantics/semantics/core.k:125	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
418	reference-semantics/semantics/core.k:126	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
419	reference-semantics/semantics/core.k:127	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> .Stmts => .K ... </k>
420	reference-semantics/semantics/core.k:130	syntax	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax KItem ::= #look(String, Int)
421	reference-semantics/semantics/core.k:131	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
422	reference-semantics/semantics/core.k:132	rule	X	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
423	reference-semantics/semantics/core.k:145	rule	"""$cells""; X; priority(40)"	no	no	no	no	yes	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
424	reference-semantics/semantics/core.k:152	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
425	reference-semantics/semantics/core.k:157	syntax	function, total	yes	yes	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	"syntax Scope ::= ""builtinsScope"" [function, total]"
426	reference-semantics/semantics/core.k:158	rule	" ""abs""    <- builtinV(""abs"")    ;  ""all""    <- builtinV(""all"")    ;  ""any""    <- builtinV(""any"")    ;  ""bin""    <- builtinV(""bin"")    ;  ""chr""    <- builtinV(""chr"")    ;  ""enumerate"" <- builtinV(""enumerate"") ;  ""eval""   <- builtinV(""eval"")   ;  ""float""  <- typeV(""float"")     ;  ""int""    <- typeV(""int"")       ;  ""isinstance"" <- builtinV(""isinstance"") ;  ""len""    <- builtinV(""len"")    ;  ""list""   <- builtinV(""list"")   ;  ""map""    <- builtinV(""map"")    ;  ""max""    <- builtinV(""max"")    ;  ""min""    <- builtinV(""min"")    ;  ""ord""    <- builtinV(""ord"")    ;  ""range""  <- builtinV(""range"")  ;  ""round""  <- builtinV(""round"")  ;  ""set""    <- builtinV(""set"")    ;  ""sorted"" <- builtinV(""sorted"") ;  ""str""    <- typeV(""str"")       ;  ""sum""    <- builtinV(""sum"")    ;  ""zip""    <- builtinV(""zip"")    "	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)"
427	reference-semantics/semantics/core.k:185	syntax	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax ApplyK ::= toCall(Val)
428	reference-semantics/semantics/core.k:186	syntax	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
429	reference-semantics/semantics/core.k:189	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
430	reference-semantics/semantics/core.k:190	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
431	reference-semantics/semantics/core.k:191	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
432	reference-semantics/semantics/core.k:194	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule <k> Int(I:Int)   => I ... </k>
433	reference-semantics/semantics/core.k:195	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> Bool(B:Bool) => B ... </k>
434	reference-semantics/semantics/core.k:196	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> NoneVal      => noneV ... </k>
435	reference-semantics/semantics/core.k:199	syntax	function	yes	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= truthy(Val) [function]
436	reference-semantics/semantics/core.k:200	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule truthy(B:Bool)          => B
437	reference-semantics/semantics/core.k:201	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule truthy(noneV)           => false
438	reference-semantics/semantics/core.k:202	rule	-	no	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	rule truthy(I:Int)           => I =/=Int 0
439	reference-semantics/semantics/core.k:203	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
440	reference-semantics/semantics/core.k:204	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
441	reference-semantics/semantics/core.k:205	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
442	reference-semantics/semantics/core.k:208	syntax	function	yes	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax Val  ::= applyUn(String, Val) [function]
443	reference-semantics/semantics/core.k:209	syntax	function	yes	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax Val  ::= applyBin(String, Val, Val) [function]
444	reference-semantics/semantics/core.k:210	syntax	function	yes	no	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax Bool ::= applyCmp(String, Val, Val) [function]
445	reference-semantics/semantics/core.k:213	syntax	function, total	yes	yes	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax Vals ::= appendVal(Vals, Val) [function, total]
446	reference-semantics/semantics/core.k:214	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule appendVal(.Vals, V:Val)              => V , .Vals
447	reference-semantics/semantics/core.k:215	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
448	reference-semantics/semantics/core.k:217	syntax	function, total	yes	yes	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
449	reference-semantics/semantics/core.k:218	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule vals2valSeq(.Vals)            => .ValSeq
450	reference-semantics/semantics/core.k:219	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
451	reference-semantics/semantics/core.k:223	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Int ::= vsLen(ValSeq) [function, total]
452	reference-semantics/semantics/core.k:224	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule vsLen(.ValSeq)                => 0
453	reference-semantics/semantics/core.k:225	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
454	reference-semantics/semantics/core.k:227	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Int ::= isLen(IntSeq) [function, total]
455	reference-semantics/semantics/core.k:228	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule isLen(.IntSeq)                => 0
456	reference-semantics/semantics/core.k:229	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
457	reference-semantics/semantics/core.k:233	syntax	function, total	yes	yes	no	no	no	no	task-path	ACCEPTED_TASK_PATH_PYTHON_FAITHFUL	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
458	reference-semantics/semantics/core.k:234	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
459	reference-semantics/semantics/core.k:235	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
460	reference-semantics/semantics/core.k:236	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
461	reference-semantics/semantics/core.k:238	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0
462	reference-semantics/semantics/core.k:240	endmodule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	endmodule
463	reference-semantics/semantics/dict.k:13	module	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	module MPY-DICT
464	reference-semantics/semantics/dict.k:14	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-CORE
465	reference-semantics/semantics/dict.k:15	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-ITER
466	reference-semantics/semantics/dict.k:16	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-METHODS
467	reference-semantics/semantics/dict.k:17	imports	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	imports MPY-LIST
468	reference-semantics/semantics/dict.k:20	syntax	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Val ::= dictV(ValSeq, ValSeq)
469	reference-semantics/semantics/dict.k:23	syntax	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
470	reference-semantics/semantics/dict.k:26	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
471	reference-semantics/semantics/dict.k:27	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
472	reference-semantics/semantics/dict.k:28	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
473	reference-semantics/semantics/dict.k:30	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
474	reference-semantics/semantics/dict.k:32	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
475	reference-semantics/semantics/dict.k:37	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
476	reference-semantics/semantics/dict.k:38	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dHasKey(.ValSeq, _:Val)                => false
477	reference-semantics/semantics/dict.k:39	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
478	reference-semantics/semantics/dict.k:40	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
479	reference-semantics/semantics/dict.k:43	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
480	reference-semantics/semantics/dict.k:44	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
481	reference-semantics/semantics/dict.k:45	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
482	reference-semantics/semantics/dict.k:49	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
483	reference-semantics/semantics/dict.k:50	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K
484	reference-semantics/semantics/dict.k:52	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
485	reference-semantics/semantics/dict.k:54	rule	owise	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
486	reference-semantics/semantics/dict.k:58	rule	priority(40)	no	no	no	no	yes	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
487	reference-semantics/semantics/dict.k:63	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
488	reference-semantics/semantics/dict.k:64	syntax	function	yes	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Val ::= applyIndexD(Val, Val) [function]
489	reference-semantics/semantics/dict.k:65	rule	priority(45)	no	no	no	no	yes	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
490	reference-semantics/semantics/dict.k:70	syntax	function	yes	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Val ::= dictSet(Val, Val, Val) [function]
491	reference-semantics/semantics/dict.k:71	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
492	reference-semantics/semantics/dict.k:76	syntax	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax KItem ::= #dsetK(String, Val)
493	reference-semantics/semantics/dict.k:77	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
494	reference-semantics/semantics/dict.k:78	rule	 X <- dictSet({M[X; X	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
495	reference-semantics/semantics/dict.k:82	rule	X	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
496	reference-semantics/semantics/dict.k:86	syntax	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax KItem ::= #dsetV(Val, Val, Val)
497	reference-semantics/semantics/dict.k:87	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
498	reference-semantics/semantics/dict.k:90	syntax	function, total	yes	yes	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Int ::= normIdxD(Int, Int) [function, total]
499	reference-semantics/semantics/dict.k:91	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
500	reference-semantics/semantics/dict.k:92	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
501	reference-semantics/semantics/dict.k:95	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
502	reference-semantics/semantics/dict.k:97	syntax	function	yes	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
503	reference-semantics/semantics/dict.k:98	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
504	reference-semantics/semantics/dict.k:99	rule	-	no	no	no	no	no	no	imported-unreached	ACCEPTED_FIXED_SUPPLIED_BASELINE_UNUSED_NO_TASK_WITNESS	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
