WORKDIR: /tmp/audit-work/112-reverse-delete
COMMAND: /audit-output/evidence/k_rule_inventory.py
# Exhaustive K declaration and rule inventory

Files: 26
Inventory rows: 942
Kinds: {'claim': 2, 'configuration': 1, 'context': 5, 'rule': 704, 'syntax': 230}
Decision classes: {'ACCEPT': 142, 'TARGET': 2, 'UNREACHED': 776, 'UNUSED OPAQUE': 22}
Attributes: {'concrete': 35, 'function': 149, 'macro': 3, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority(39)': 1, 'priority(40)': 42, 'priority(45)': 3, 'seqstrict(2, 3)': 1, 'simplification': 4, 'strict(1)': 2, 'strict(2)': 2, 'strict(3)': 1, 'symbol(absF)': 1, 'symbol(addF)': 1, 'symbol(ceilF)': 1, 'symbol(decStrToF)': 1, 'symbol(divF)': 1, 'symbol(divFloatIntV)': 1, 'symbol(divII)': 1, 'symbol(eqF)': 1, 'symbol(floatLt)': 1, 'symbol(floatMod)': 1, 'symbol(floorFI)': 1, 'symbol(gtF)': 1, 'symbol(intFloatDiv)': 1, 'symbol(intToF)': 1, 'symbol(md5hexCodes)': 1, 'symbol(mulF)': 1, 'symbol(powF)': 1, 'symbol(roundF)': 1, 'symbol(roundFN)': 1, 'symbol(sortKeyVS)': 1, 'symbol(sortVS)': 1, 'symbol(sqrtF)': 1, 'symbol(subF)': 1, 'symbol(toF)': 1, 'symbol(truncF)': 1, 'total': 110}

| Source | Line | Kind | Attributes | Decision | Normalized declaration/rule |
|---|---:|---|---|---|---|
| `semantics/assert.k` | 6 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)` |
| `semantics/core.k` | 233 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]` |
| `semantics/core.k` | 234 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq` |
| `semantics/core.k` | 235 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)` |
| `semantics/core.k` | 236 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0` |
| `semantics/core.k` | 238 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0` |
| `semantics/dict.k` | 20 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= dictV(ValSeq, ValSeq)` |
| `semantics/dict.k` | 23 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) \| #dictKey(Expr, Entries, ValSeq, ValSeq) \| #dictVal(Val, Entries, ValSeq, ValSeq)` |
| `semantics/dict.k` | 26 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>` |
| `semantics/dict.k` | 27 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>` |
| `semantics/dict.k` | 28 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>` |
| `semantics/dict.k` | 30 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>` |
| `semantics/dict.k` | 32 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>` |
| `semantics/dict.k` | 37 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= dHasKey(ValSeq, Val) [function, total]` |
| `semantics/dict.k` | 38 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dHasKey(.ValSeq, _:Val) => false` |
| `semantics/dict.k` | 39 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K` |
| `semantics/dict.k` | 40 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)` |
| `semantics/dict.k` | 43 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]` |
| `semantics/dict.k` | 44 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)` |
| `semantics/dict.k` | 45 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)` |
| `semantics/dict.k` | 49 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]` |
| `semantics/dict.k` | 50 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR) requires A ==K K` |
| `semantics/dict.k` | 52 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)` |
| `semantics/dict.k` | 54 | rule | owise | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]` |
| `semantics/dict.k` | 58 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]` |
| `semantics/dict.k` | 63 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)` |
| `semantics/dict.k` | 64 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= applyIndexD(Val, Val) [function]` |
| `semantics/dict.k` | 65 | rule | priority(45) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]` |
| `semantics/dict.k` | 70 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= dictSet(Val, Val, Val) [function]` |
| `semantics/dict.k` | 71 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))` |
| `semantics/dict.k` | 76 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= #dsetK(String, Val)` |
| `semantics/dict.k` | 77 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>` |
| `semantics/dict.k` | 78 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L \|-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)` |
| `semantics/dict.k` | 82 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L \|-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)` |
| `semantics/dict.k` | 86 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= #dsetV(Val, Val, Val)` |
| `semantics/dict.k` | 87 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H \|-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>` |
| `semantics/dict.k` | 90 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= normIdxD(Int, Int) [function, total]` |
| `semantics/dict.k` | 91 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0` |
| `semantics/dict.k` | 92 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule normIdxD(I:Int, _:Int) => I requires I >=Int 0` |
| `semantics/dict.k` | 95 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)` |
| `semantics/dict.k` | 97 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]` |
| `semantics/dict.k` | 98 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true` |
| `semantics/dict.k` | 99 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)` |
| `semantics/dict.k` | 101 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]` |
| `semantics/dict.k` | 102 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K` |
| `semantics/dict.k` | 103 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)` |
| `semantics/float.k` | 20 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Val ::= Float` |
| `semantics/float.k` | 21 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Float(F:Float) => F ... </k>` |
| `semantics/float.k` | 24 | syntax | function, no-evaluators, symbol(intFloatDiv), total | UNUSED OPAQUE—unreachable from submitted body; no dependent claim | `syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]` |
| `semantics/float.k` | 25 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]` |
| `semantics/float.k` | 27 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)` |
| `semantics/float.k` | 30 | syntax | function, no-evaluators, symbol(divII), total | UNUSED OPAQUE—unreachable from submitted body; no dependent claim | `syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]` |
| `semantics/float.k` | 31 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]` |
| `semantics/float.k` | 32 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)` |
| `semantics/float.k` | 37 | syntax | function, no-evaluators, symbol(floatMod), total | UNUSED OPAQUE—unreachable from submitted body; no dependent claim | `syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]` |
| `semantics/float.k` | 38 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]` |
| `semantics/float.k` | 39 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)` |
| `semantics/float.k` | 43 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2` |
| `semantics/float.k` | 44 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)` |
| `semantics/float.k` | 50 | syntax | function, no-evaluators, symbol(floatLt), total | UNUSED OPAQUE—unreachable from submitted body; no dependent claim | `syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]` |
| `semantics/float.k` | 51 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]` |
| `semantics/float.k` | 52 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)` |
| `semantics/float.k` | 54 | syntax | function, no-evaluators, symbol(absF), total | UNUSED OPAQUE—unreachable from submitted body; no dependent claim | `syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]` |
| `semantics/float.k` | 55 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule absF(F:Float) => absFloat(F) [concrete]` |
| `semantics/float.k` | 56 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyBuiltin("abs", F:Float, .Vals) => absF(F)` |
| `semantics/float.k` | 61 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Import(_:String) => .K ... </k>` |
| `semantics/float.k` | 65 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= "#mathCeil"` |
| `semantics/float.k` | 66 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]` |
| `semantics/float.k` | 67 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>` |
| `semantics/float.k` | 70 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= "#mathFloor"` |
| `semantics/float.k` | 71 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]` |
| `semantics/float.k` | 72 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>` |
| `semantics/float.k` | 73 | syntax | function, symbol(floorFI), total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]` |
| `semantics/float.k` | 74 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule floorFI(I:Int) => I [concrete]` |
| `semantics/float.k` | 75 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]` |
| `semantics/float.k` | 78 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)` |
| `semantics/float.k` | 79 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyBuiltin("ceil", V:Val, .Vals) => ceilF(V)` |
| `semantics/float.k` | 82 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= #mathPow1(Expr) \| #mathPow2(Val)` |
| `semantics/float.k` | 83 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]` |
| `semantics/float.k` | 84 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>` |
| `semantics/float.k` | 85 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>` |
| `semantics/float.k` | 86 | syntax | function, symbol(toF), total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Float ::= toF(Val) [function, total, symbol(toF)]` |
| `semantics/float.k` | 87 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule toF(F:Float) => F [concrete]` |
| `semantics/float.k` | 88 | rule | concrete | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule toF(I:Int) => intToF(I) [concrete]` |
| `semantics/float.k` | 93 | syntax | function, symbol(ceilF), total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]` |
