file	line	kind	classification	attributes	declaration	audit_decision	audit_rationale
/candidate/reference-semantics/semantics/core.k	199	syntax	syntax-declaration	function	syntax Bool ::= truthy(Val) [function]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	200	rule	function-or-equational-rule		rule truthy(B:Bool)          => B	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	201	rule	function-or-equational-rule		rule truthy(noneV)           => false	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	202	rule	function-or-equational-rule		rule truthy(I:Int)           => I =/=Int 0	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	203	rule	function-or-equational-rule		rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	204	rule	function-or-equational-rule		rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	205	rule	function-or-equational-rule		rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	208	syntax	syntax-declaration	function	syntax Val  ::= applyUn(String, Val) [function]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	209	syntax	syntax-declaration	function	syntax Val  ::= applyBin(String, Val, Val) [function]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	210	syntax	syntax-declaration	function	syntax Bool ::= applyCmp(String, Val, Val) [function]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	213	syntax	syntax-declaration	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	214	rule	function-or-equational-rule		rule appendVal(.Vals, V:Val)              => V , .Vals	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	215	rule	function-or-equational-rule		rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	217	syntax	syntax-declaration	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	218	rule	function-or-equational-rule		rule vals2valSeq(.Vals)            => .ValSeq	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	219	rule	function-or-equational-rule		rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	223	syntax	syntax-declaration	function,total	syntax Int ::= vsLen(ValSeq) [function, total]	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	224	rule	function-or-equational-rule		rule vsLen(.ValSeq)                => 0	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	225	rule	function-or-equational-rule		rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)	ACCEPTED_FIXED_USED	Unchanged supplied-semantics declaration on the submitted term's lookup/call/slice/list-equality/short-circuit/sum/compare/return path; the complete used path was also exercised concretely and through the bridge-free connection claims.
/candidate/reference-semantics/semantics/core.k	227	syntax	syntax-declaration	function,total	syntax Int ::= isLen(IntSeq) [function, total]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	228	rule	function-or-equational-rule		rule isLen(.IntSeq)                => 0	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	229	rule	function-or-equational-rule		rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	233	syntax	syntax-declaration	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	234	rule	function-or-equational-rule		rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	235	rule	function-or-equational-rule		rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	236	rule	function-or-equational-rule		rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/core.k	238	rule	function-or-equational-rule		rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/dict.k	13	module	module		module MPY-DICT imports MPY-CORE imports MPY-ITER imports MPY-METHODS imports MPY-LIST	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/dict.k	20	syntax	syntax-declaration		syntax Val ::= dictV(ValSeq, ValSeq)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/dict.k	23	syntax	syntax-declaration		syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
/candidate/reference-semantics/semantics/dict.k	26	rule	operational-rule		rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>	ACCEPTED_FIXED_INERT	Unchanged supplied-semantics declaration; inspection found no task-specific symbol, and this declaration is unreachable from the submitted term and entry configurations, so it cannot enable a task conclusion.
