source	module	start_line	end_line	kind	decision	declaration
reference-semantics/semantics/core.k	MPY-CORE	209	209	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val  ::= applyBin(String, Val, Val) [function]
reference-semantics/semantics/core.k	MPY-CORE	210	210	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= applyCmp(String, Val, Val) [function]
reference-semantics/semantics/core.k	MPY-CORE	213	213	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Vals ::= appendVal(Vals, Val) [function, total]
reference-semantics/semantics/core.k	MPY-CORE	214	214	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule appendVal(.Vals, V:Val)              => V , .Vals
reference-semantics/semantics/core.k	MPY-CORE	215	215	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
reference-semantics/semantics/core.k	MPY-CORE	217	217	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
reference-semantics/semantics/core.k	MPY-CORE	218	218	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule vals2valSeq(.Vals)            => .ValSeq
reference-semantics/semantics/core.k	MPY-CORE	219	219	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
reference-semantics/semantics/core.k	MPY-CORE	223	223	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= vsLen(ValSeq) [function, total]
reference-semantics/semantics/core.k	MPY-CORE	224	224	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule vsLen(.ValSeq)                => 0
reference-semantics/semantics/core.k	MPY-CORE	225	225	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
reference-semantics/semantics/core.k	MPY-CORE	227	227	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= isLen(IntSeq) [function, total]
reference-semantics/semantics/core.k	MPY-CORE	228	228	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isLen(.IntSeq)                => 0
reference-semantics/semantics/core.k	MPY-CORE	229	229	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
reference-semantics/semantics/core.k	MPY-CORE	233	233	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
reference-semantics/semantics/core.k	MPY-CORE	234	234	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
reference-semantics/semantics/core.k	MPY-CORE	235	235	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
reference-semantics/semantics/core.k	MPY-CORE	236	237	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
reference-semantics/semantics/core.k	MPY-CORE	238	239	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0
reference-semantics/semantics/core.k	MPY-CORE	240	240	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/dict.k	<outside-module>	13	13	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-DICT
reference-semantics/semantics/dict.k	MPY-DICT	14	14	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-CORE
reference-semantics/semantics/dict.k	MPY-DICT	15	15	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-ITER
reference-semantics/semantics/dict.k	MPY-DICT	16	16	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-METHODS
reference-semantics/semantics/dict.k	MPY-DICT	17	17	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-LIST
reference-semantics/semantics/dict.k	MPY-DICT	20	20	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= dictV(ValSeq, ValSeq)
reference-semantics/semantics/dict.k	MPY-DICT	23	25	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
reference-semantics/semantics/dict.k	MPY-DICT	26	26	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
reference-semantics/semantics/dict.k	MPY-DICT	27	27	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
reference-semantics/semantics/dict.k	MPY-DICT	28	29	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
reference-semantics/semantics/dict.k	MPY-DICT	30	31	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
reference-semantics/semantics/dict.k	MPY-DICT	32	33	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
reference-semantics/semantics/dict.k	MPY-DICT	37	37	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
reference-semantics/semantics/dict.k	MPY-DICT	38	38	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dHasKey(.ValSeq, _:Val)                => false
reference-semantics/semantics/dict.k	MPY-DICT	39	39	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
reference-semantics/semantics/dict.k	MPY-DICT	40	40	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	MPY-DICT	43	43	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
reference-semantics/semantics/dict.k	MPY-DICT	44	44	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
reference-semantics/semantics/dict.k	MPY-DICT	45	45	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
reference-semantics/semantics/dict.k	MPY-DICT	49	49	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
reference-semantics/semantics/dict.k	MPY-DICT	50	51	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K
reference-semantics/semantics/dict.k	MPY-DICT	52	53	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	MPY-DICT	54	54	rule:owise	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
reference-semantics/semantics/dict.k	MPY-DICT	58	60	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
reference-semantics/semantics/dict.k	MPY-DICT	63	63	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
reference-semantics/semantics/dict.k	MPY-DICT	64	64	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= applyIndexD(Val, Val) [function]
reference-semantics/semantics/dict.k	MPY-DICT	65	66	rule:priority(45)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
reference-semantics/semantics/dict.k	MPY-DICT	70	70	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= dictSet(Val, Val, Val) [function]
reference-semantics/semantics/dict.k	MPY-DICT	71	71	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
reference-semantics/semantics/dict.k	MPY-DICT	76	76	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #dsetK(String, Val)
reference-semantics/semantics/dict.k	MPY-DICT	77	77	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
reference-semantics/semantics/dict.k	MPY-DICT	78	81	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
reference-semantics/semantics/dict.k	MPY-DICT	82	85	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
reference-semantics/semantics/dict.k	MPY-DICT	86	86	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #dsetV(Val, Val, Val)
reference-semantics/semantics/dict.k	MPY-DICT	87	88	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
reference-semantics/semantics/dict.k	MPY-DICT	90	90	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= normIdxD(Int, Int) [function, total]
reference-semantics/semantics/dict.k	MPY-DICT	91	91	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
reference-semantics/semantics/dict.k	MPY-DICT	92	92	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
reference-semantics/semantics/dict.k	MPY-DICT	95	96	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
reference-semantics/semantics/dict.k	MPY-DICT	97	97	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
reference-semantics/semantics/dict.k	MPY-DICT	98	98	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
reference-semantics/semantics/dict.k	MPY-DICT	99	100	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
reference-semantics/semantics/dict.k	MPY-DICT	101	101	syntax:function	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
reference-semantics/semantics/dict.k	MPY-DICT	102	102	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
reference-semantics/semantics/dict.k	MPY-DICT	103	103	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
reference-semantics/semantics/dict.k	MPY-DICT	104	104	endmodule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	endmodule
reference-semantics/semantics/float.k	<outside-module>	14	14	module	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	module MPY-FLOAT
reference-semantics/semantics/float.k	MPY-FLOAT	15	15	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-OPERATORS
reference-semantics/semantics/float.k	MPY-FLOAT	16	16	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports MPY-BUILTINS
reference-semantics/semantics/float.k	MPY-FLOAT	17	17	imports	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	imports FLOAT
reference-semantics/semantics/float.k	MPY-FLOAT	20	20	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Val ::= Float
reference-semantics/semantics/float.k	MPY-FLOAT	21	21	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Float(F:Float) => F ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	24	24	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	25	25	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	27	27	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
reference-semantics/semantics/float.k	MPY-FLOAT	30	30	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	31	31	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	32	32	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
reference-semantics/semantics/float.k	MPY-FLOAT	37	37	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	38	38	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	39	39	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
reference-semantics/semantics/float.k	MPY-FLOAT	43	43	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
reference-semantics/semantics/float.k	MPY-FLOAT	44	44	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
reference-semantics/semantics/float.k	MPY-FLOAT	50	50	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	51	51	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	52	52	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyCmp(""<"", F1:Float, F2:Float) => floatLt(F1, F2)"
reference-semantics/semantics/float.k	MPY-FLOAT	54	54	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	55	55	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule absF(F:Float) => absFloat(F) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	56	56	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""abs"", F:Float, .Vals) => absF(F)"
reference-semantics/semantics/float.k	MPY-FLOAT	61	61	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> Import(_:String) => .K ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	65	65	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax KItem ::= ""#mathCeil"""
reference-semantics/semantics/float.k	MPY-FLOAT	66	66	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""math""), ""ceil""), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]"
reference-semantics/semantics/float.k	MPY-FLOAT	67	67	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	70	70	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"syntax KItem ::= ""#mathFloor"""
reference-semantics/semantics/float.k	MPY-FLOAT	71	71	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""math""), ""floor""), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]"
reference-semantics/semantics/float.k	MPY-FLOAT	72	72	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	73	73	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
reference-semantics/semantics/float.k	MPY-FLOAT	74	74	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule floorFI(I:Int)   => I                        [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	75	75	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	78	78	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""floor"", V:Val, .Vals) => floorFI(V)"
reference-semantics/semantics/float.k	MPY-FLOAT	79	79	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBuiltin(""ceil"",  V:Val, .Vals) => ceilF(V)"
reference-semantics/semantics/float.k	MPY-FLOAT	82	82	syntax	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
reference-semantics/semantics/float.k	MPY-FLOAT	83	83	rule:priority(40)	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule <k> Call(Attribute(Name(""math""), ""pow""), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]"
reference-semantics/semantics/float.k	MPY-FLOAT	84	84	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	85	85	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
reference-semantics/semantics/float.k	MPY-FLOAT	86	86	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Float ::= toF(Val) [function, total, symbol(toF)]
reference-semantics/semantics/float.k	MPY-FLOAT	87	87	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule toF(F:Float) => F        [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	88	88	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule toF(I:Int)   => intToF(I) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	93	93	syntax:function,total	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
reference-semantics/semantics/float.k	MPY-FLOAT	94	94	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule ceilF(I:Int)   => I                       [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	95	95	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	99	99	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyUn(""-"", F:Float) => 0.0 -Float F"
reference-semantics/semantics/float.k	MPY-FLOAT	103	103	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	104	104	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	105	105	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""-"", F1:Float, F2:Float) => subF(F1, F2)"
reference-semantics/semantics/float.k	MPY-FLOAT	107	107	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	108	108	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	109	109	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""/"", F1:Float, F2:Float) => divF(F1, F2)"
reference-semantics/semantics/float.k	MPY-FLOAT	111	111	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	112	112	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	113	113	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""+"", F1:Float, F2:Float) => addF(F1, F2)"
reference-semantics/semantics/float.k	MPY-FLOAT	115	115	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	116	116	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule mulF(F1:Float, F2:Float) => F1 *Float F2 [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	117	117	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""*"", F1:Float, F2:Float) => mulF(F1, F2)"
reference-semantics/semantics/float.k	MPY-FLOAT	119	119	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Float ::= powF(Float, Float) [function, total, symbol(powF), no-evaluators]
reference-semantics/semantics/float.k	MPY-FLOAT	120	120	rule:concrete	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	rule powF(F1:Float, F2:Float) => F1 ^Float F2 [concrete]
reference-semantics/semantics/float.k	MPY-FLOAT	121	121	rule	ACCEPTED_FIXED_SUPPLIED_SEMANTICS	"rule applyBin(""**"", F1:Float, F2:Float) => powF(F1, F2)"
reference-semantics/semantics/float.k	MPY-FLOAT	125	125	syntax:function,total,opaque/no-evaluators	ACCEPTED_FIXED_SEMANTICS_OPAQUE_TRUST_BOUNDARY_UNUSED_BY_TARGET	syntax Bool ::= gtF(Float, Float) [function, total, symbol(gtF), no-evaluators]
