id	file	module	start_line	end_line	kind	flags	decision	rationale	text
242	reference-semantics/semantics/concrete.k	MPY-CONCRETE	53	53	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule kLt(F1:Float, F2:Float) => F1 <Float F2
243	reference-semantics/semantics/concrete.k	MPY-CONCRETE	54	54	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	reference-semantics/semantics/concrete.k	MPY-CONCRETE	56	56	syntax	function,total	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	reference-semantics/semantics/concrete.k	MPY-CONCRETE	57	57	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule unpairVS(.ValSeq) => .ValSeq
246	reference-semantics/semantics/concrete.k	MPY-CONCRETE	58	58	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	reference-semantics/semantics/concrete.k	MPY-CONCRETE	59	60	rule	owise	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise] endmodule
248	reference-semantics/semantics/controls.k	MPY-CONTROLS	9	11	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
249	reference-semantics/semantics/controls.k	MPY-CONTROLS	12	18	rule	priority	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
250	reference-semantics/semantics/controls.k	MPY-CONTROLS	20	23	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes> requires X in_keys(M)
251	reference-semantics/semantics/controls.k	MPY-CONTROLS	27	31	rule	priority	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val) [priority(40)]
252	reference-semantics/semantics/controls.k	MPY-CONTROLS	35	35	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> ImportFrom("math", NS:ParamNames) => #bindImports(NS) ... </k>
253	reference-semantics/semantics/controls.k	MPY-CONTROLS	36	36	rule	owise	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	reference-semantics/semantics/controls.k	MPY-CONTROLS	37	37	syntax	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	syntax KItem ::= #bindImports(ParamNames)
255	reference-semantics/semantics/controls.k	MPY-CONTROLS	38	38	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	reference-semantics/semantics/controls.k	MPY-CONTROLS	39	42	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes> requires N ==String "floor" orBool N ==String "ceil"
257	reference-semantics/semantics/controls.k	MPY-CONTROLS	43	44	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String "floor" orBool N ==String "ceil")
258	reference-semantics/semantics/controls.k	MPY-CONTROLS	48	48	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> Expr(_:Val) => .K ... </k>
259	reference-semantics/semantics/controls.k	MPY-CONTROLS	51	51	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	reference-semantics/semantics/controls.k	MPY-CONTROLS	52	52	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	reference-semantics/semantics/controls.k	MPY-CONTROLS	53	53	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
262	reference-semantics/semantics/controls.k	MPY-CONTROLS	54	54	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	reference-semantics/semantics/controls.k	MPY-CONTROLS	57	58	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
264	reference-semantics/semantics/controls.k	MPY-CONTROLS	59	60	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)
265	reference-semantics/semantics/controls.k	MPY-CONTROLS	65	67	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
266	reference-semantics/semantics/controls.k	MPY-CONTROLS	69	69	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	reference-semantics/semantics/controls.k	MPY-CONTROLS	71	71	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	reference-semantics/semantics/controls.k	MPY-CONTROLS	72	72	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	reference-semantics/semantics/controls.k	MPY-CONTROLS	73	74	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
270	reference-semantics/semantics/controls.k	MPY-CONTROLS	77	77	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	reference-semantics/semantics/controls.k	MPY-CONTROLS	78	78	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	reference-semantics/semantics/controls.k	MPY-CONTROLS	79	80	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
273	reference-semantics/semantics/controls.k	MPY-CONTROLS	81	82	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)
274	reference-semantics/semantics/controls.k	MPY-CONTROLS	85	85	rule	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	reference-semantics/semantics/controls.k	MPY-CONTROLS	86	86	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Continue => #cont ... </k>
276	reference-semantics/semantics/controls.k	MPY-CONTROLS	87	87	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> Break => #brk ... </k>
277	reference-semantics/semantics/controls.k	MPY-CONTROLS	88	88	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
278	reference-semantics/semantics/controls.k	MPY-CONTROLS	89	89	rule	owise	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
279	reference-semantics/semantics/controls.k	MPY-CONTROLS	90	90	rule	-	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
280	reference-semantics/semantics/controls.k	MPY-CONTROLS	91	91	rule	owise	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]
281	reference-semantics/semantics/controls.k	MPY-CONTROLS	95	97	rule	priority	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
282	reference-semantics/semantics/controls.k	MPY-CONTROLS	98	100	rule	priority	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
283	reference-semantics/semantics/controls.k	MPY-CONTROLS	101	103	rule	priority	ACCEPT_FIXED_UNUSED	Unmodified supplied-semantics rule/declaration not reachable from the submitted program's construct/value domain; it contributes no proof-local shortcut.	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
284	reference-semantics/semantics/controls.k	MPY-CONTROLS	106	109	rule	priority	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] endmodule
285	reference-semantics/semantics/core.k	MPY-CORE	13	13	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
286	reference-semantics/semantics/core.k	MPY-CORE	14	14	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
287	reference-semantics/semantics/core.k	MPY-CORE	15	15	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax Str ::= str(IntSeq)
288	reference-semantics/semantics/core.k	MPY-CORE	18	23	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
289	reference-semantics/semantics/core.k	MPY-CORE	25	34	syntax	function	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax Val ::= Int | Bool | "noneV" | Iterable | ref(Int) // a heap object: <heap> holds its list(VS) | cellRef(Int) // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String) // a type object (int/str), resolved from the builtins frame | builtinV(String) // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String) // a cooled Attribute: obj.method
290	reference-semantics/semantics/core.k	MPY-CORE	36	36	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax Parent ::= "root" | parent(Int)
291	reference-semantics/semantics/core.k	MPY-CORE	37	37	syntax	-	ACCEPT_FIXED_USED	Unmodified supplied-semantics rule/declaration directly used by solution.mpy; checked against the construct mapping and concrete reconstruction.	syntax Scope ::= scope(Map, Parent)
