origin	path	start	end	kind	flags	exact_source_block
trusted-supplied	/reference/reference-semantics/semantics/range.k	13	14	rule	-	  rule rangeLen(LO:Int, HI:Int, ST:Int) => (HI -Int LO +Int ST -Int 1) /Int ST\n       requires ST >Int 0 andBool HI >Int LO
trusted-supplied	/reference/reference-semantics/semantics/range.k	15	16	rule	-	  rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)\n       requires ST <Int 0 andBool HI <Int LO
trusted-supplied	/reference/reference-semantics/semantics/range.k	17	18	rule	-	  rule rangeLen(LO:Int, HI:Int, ST:Int) => 0\n       requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
trusted-supplied	/reference/reference-semantics/semantics/range.k	20	22	rule	-	  rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int))\n        => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k>\n       requires inRange(I, HI, ST)
trusted-supplied	/reference/reference-semantics/semantics/range.k	23	24	rule	-	  rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>\n       requires notBool inRange(I, HI, ST)
trusted-supplied	/reference/reference-semantics/semantics/range.k	25	25	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/set.k	3	3	module	-	module MPY-SET
trusted-supplied	/reference/reference-semantics/semantics/set.k	4	4	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/set.k	8	8	syntax	-	  syntax Val ::= setV(IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/set.k	11	11	syntax	function,total	  syntax Bool ::= codeIn(Int, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/set.k	12	12	rule	-	  rule codeIn(_:Int, .IntSeq)                => false
trusted-supplied	/reference/reference-semantics/semantics/set.k	13	13	rule	-	  rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
trusted-supplied	/reference/reference-semantics/semantics/set.k	16	17	syntax	function,total	  syntax IntSeq ::= dedupCodes(IntSeq)         [function, total]\n                  | dedupFrom(IntSeq, IntSeq)  [function, total]
trusted-supplied	/reference/reference-semantics/semantics/set.k	18	18	rule	-	  rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/set.k	19	19	rule	-	  rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
trusted-supplied	/reference/reference-semantics/semantics/set.k	20	21	rule	-	  rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)\n       requires codeIn(C, ACC)
trusted-supplied	/reference/reference-semantics/semantics/set.k	22	23	rule	-	  rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))\n       requires notBool codeIn(C, ACC)
trusted-supplied	/reference/reference-semantics/semantics/set.k	25	25	syntax	function,total	  syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/set.k	26	26	rule	-	  rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/set.k	27	27	rule	-	  rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
trusted-supplied	/reference/reference-semantics/semantics/set.k	31	31	syntax	function,total	  syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/set.k	32	32	rule	-	  rule subsetCodes(.IntSeq, _:IntSeq)                => true
trusted-supplied	/reference/reference-semantics/semantics/set.k	33	33	rule	-	  rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
trusted-supplied	/reference/reference-semantics/semantics/set.k	35	35	syntax	function,total	  syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/set.k	36	36	rule	-	  rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
trusted-supplied	/reference/reference-semantics/semantics/set.k	39	39	rule	-	  rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
trusted-supplied	/reference/reference-semantics/semantics/set.k	40	40	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/sort.k	10	10	module	-	module MPY-SORT
trusted-supplied	/reference/reference-semantics/semantics/sort.k	11	11	imports	-	  imports MPY-BUILTINS
trusted-supplied	/reference/reference-semantics/semantics/sort.k	12	12	imports	-	  imports MPY-SUBSCRIPT
trusted-supplied	/reference/reference-semantics/semantics/sort.k	18	18	syntax	function,total,symbol,no-evaluators	  syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	19	19	syntax	function	  syntax ValSeq ::= insVS(Int, ValSeq) [function]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	20	20	rule	concrete	  rule sortVS(.ValSeq)                => .ValSeq          [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	21	21	rule	concrete	  rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	22	22	rule	concrete	  rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	23	23	rule	concrete	  rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	24	24	rule	concrete	  rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	26	26	syntax	function	  syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	27	27	rule	concrete	  rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	28	28	rule	concrete	  rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	29	30	rule	concrete	  rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))\n       requires strLt(A, B) orBool A ==K B [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	31	32	rule	concrete	  rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))\n       requires notBool (strLt(A, B) orBool A ==K B) [concrete]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	36	37	rule	-	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals))\n        => #alloc(list(sortVS(VS))) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/sort.k	40	42	rule	priority	  rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k>\n       <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	49	49	syntax	function,total,symbol,no-evaluators	  syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	51	52	syntax	function,total	  syntax ValSeq ::= revVS(ValSeq) [function, total]\n                  | revVSAcc(ValSeq, ValSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	53	53	rule	-	  rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
trusted-supplied	/reference/reference-semantics/semantics/sort.k	54	54	rule	-	  rule revVSAcc(.ValSeq, A:ValSeq) => A
trusted-supplied	/reference/reference-semantics/semantics/sort.k	55	55	rule	-	  rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
trusted-supplied	/reference/reference-semantics/semantics/sort.k	57	57	syntax	function,total	  syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/sort.k	58	58	rule	-	  rule condRev(S:ValSeq, false) => S
trusted-supplied	/reference/reference-semantics/semantics/sort.k	59	59	rule	-	  rule condRev(S:ValSeq, true)  => revVS(S)
trusted-supplied	/reference/reference-semantics/semantics/sort.k	61	62	rule	-	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals))\n        => #alloc(list(sortKeyVS(VS, KV))) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/sort.k	63	64	rule	-	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals))\n        => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/sort.k	65	66	rule	-	  rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals))\n        => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/sort.k	72	72	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/str.k	3	3	module	-	module MPY-STR
trusted-supplied	/reference/reference-semantics/semantics/str.k	4	4	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/str.k	5	5	imports	-	  imports MPY-ITER
trusted-supplied	/reference/reference-semantics/semantics/str.k	8	8	rule	-	  rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
trusted-supplied	/reference/reference-semantics/semantics/str.k	9	10	rule	-	  rule <k> #iterNext(str(iCons(C:Int, R:IntSeq)))\n        => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/str.k	13	13	syntax	function	  syntax IntSeq ::= strToCodes(String) [function]
trusted-supplied	/reference/reference-semantics/semantics/str.k	14	14	rule	-	  rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/str.k	15	15	rule	-	  rule strToCodes("") => .IntSeq
trusted-supplied	/reference/reference-semantics/semantics/str.k	16	17	rule	-	  rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))\n    requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
trusted-supplied	/reference/reference-semantics/semantics/str.k	20	20	syntax	function,total	  syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/str.k	21	21	rule	-	  rule seqConcat(.IntSeq, T:IntSeq)                => T
trusted-supplied	/reference/reference-semantics/semantics/str.k	22	22	rule	-	  rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
trusted-supplied	/reference/reference-semantics/semantics/str.k	24	24	rule	-	  rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
trusted-supplied	/reference/reference-semantics/semantics/str.k	25	25	rule	-	  rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
trusted-supplied	/reference/reference-semantics/semantics/str.k	26	26	rule	-	  rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
trusted-supplied	/reference/reference-semantics/semantics/str.k	29	29	rule	-	  rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
trusted-supplied	/reference/reference-semantics/semantics/str.k	30	30	rule	-	  rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
trusted-supplied	/reference/reference-semantics/semantics/str.k	32	32	syntax	function,total	  syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/str.k	33	33	rule	-	  rule strPrefix(.IntSeq, _:IntSeq)               => true
trusted-supplied	/reference/reference-semantics/semantics/str.k	34	34	rule	-	  rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
trusted-supplied	/reference/reference-semantics/semantics/str.k	35	35	rule	-	  rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
trusted-supplied	/reference/reference-semantics/semantics/str.k	37	37	syntax	function,total	  syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/str.k	38	38	rule	-	  rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
trusted-supplied	/reference/reference-semantics/semantics/str.k	39	39	rule	-	  rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
trusted-supplied	/reference/reference-semantics/semantics/str.k	40	41	rule	-	  rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)\n       requires notBool strPrefix(P, iCons(C, Xs))
trusted-supplied	/reference/reference-semantics/semantics/str.k	48	48	syntax	function,total	  syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/str.k	49	49	rule	-	  rule strLt(.IntSeq, .IntSeq)                => false
trusted-supplied	/reference/reference-semantics/semantics/str.k	50	50	rule	-	  rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
trusted-supplied	/reference/reference-semantics/semantics/str.k	51	51	rule	-	  rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
trusted-supplied	/reference/reference-semantics/semantics/str.k	52	52	rule	-	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
trusted-supplied	/reference/reference-semantics/semantics/str.k	53	53	rule	-	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
trusted-supplied	/reference/reference-semantics/semantics/str.k	54	54	rule	-	  rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
trusted-supplied	/reference/reference-semantics/semantics/str.k	56	56	rule	-	  rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
trusted-supplied	/reference/reference-semantics/semantics/str.k	57	57	rule	-	  rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
trusted-supplied	/reference/reference-semantics/semantics/str.k	58	58	rule	-	  rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
trusted-supplied	/reference/reference-semantics/semantics/str.k	59	59	rule	-	  rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
trusted-supplied	/reference/reference-semantics/semantics/str.k	60	60	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	3	3	module	-	module MPY-SUBSCRIPT
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	4	4	imports	-	  imports MPY-CORE
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	11	11	syntax	function,total	  syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	12	12	rule	-	  rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	13	14	rule	-	  rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)\n       requires I >Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	16	16	syntax	function	  syntax Int ::= intSeqAt(IntSeq, Int) [function]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	17	17	rule	-	  rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	18	19	rule	-	  rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)\n       requires I >Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	21	21	syntax	function,total	  syntax Int ::= normIdx(Int, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	22	22	rule	-	  rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	23	23	rule	-	  rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	27	27	context	-	  context Subscript(HOLE, _)
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	28	28	context	-	  context Subscript(_:Val, HOLE:Expr)
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	31	33	rule	priority	  rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	35	35	rule	-	  rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	37	37	syntax	function	  syntax Val ::= applyIndex(Val, Int) [function]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	38	38	rule	-	  rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	39	39	rule	-	  rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	40	41	rule	-	  rule applyIndex(str(IS:IntSeq),   I:Int)\n    => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	44	47	syntax	-	  syntax KItem ::= #evalB(Bound) | "#toSome"\n                 | #slLo(Val, Bound, Bound)\n                 | #slHi(Val, OptInt, Bound)\n                 | #slStep(Val, OptInt, OptInt)
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	49	49	syntax	-	  syntax OptInt ::= "noB" | someB(Int)
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	50	50	rule	-	  rule <k> #evalB(NoBound)  => noB ... </k>
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	51	51	rule	-	  rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	52	52	rule	-	  rule <k> I:Int ~> #toSome => someB(I) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	54	54	rule	-	  rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	55	55	rule	-	  rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	56	56	rule	-	  rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	58	60	rule	priority	  rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)\n        => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k>\n       [priority(45)]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	61	61	rule	-	  rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	63	63	syntax	function	  syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	64	65	rule	-	  rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	66	67	rule	-	  rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	68	69	rule	-	  rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)\n    => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	72	72	syntax	function,total	  syntax Int ::= slStep(OptInt) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	73	73	rule	-	  rule slStep(noB)          => 1
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	74	74	rule	-	  rule slStep(someB(S:Int)) => S
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	76	76	syntax	function	  syntax Int ::= slStart(OptInt, OptInt, Int) [function]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	77	78	rule	-	  rule slStart(noB,          ST:OptInt, _LEN:Int) => 0\n       requires slStep(ST) >Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	79	80	rule	-	  rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1\n       requires slStep(ST) <Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	81	81	rule	-	  rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	83	83	syntax	function	  syntax Int ::= slStop(OptInt, OptInt, Int) [function]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	84	85	rule	-	  rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN\n       requires slStep(ST) >Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	86	87	rule	-	  rule slStop(noB,          ST:OptInt, _LEN:Int) => -1\n       requires slStep(ST) <Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	88	88	rule	-	  rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	90	90	syntax	function,total	  syntax Int ::= slAdjust(Int, Int, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	91	92	rule	-	  rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)\n       requires I  <Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	93	94	rule	-	  rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)\n       requires I >=Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	96	96	syntax	function,total	  syntax Int ::= clampLo(Int, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	97	98	rule	-	  rule clampLo(J:Int, _STEP:Int) => J\n       requires J >=Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	99	100	rule	-	  rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi\n       requires J <Int 0
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	102	102	syntax	function,total	  syntax Int ::= clampHi(Int, Int, Int) [function, total]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	103	104	rule	-	  rule clampHi(I:Int, LEN:Int, _STEP:Int) => I\n       requires I  <Int LEN
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	105	106	rule	-	  rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi\n       requires I >=Int LEN
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	109	109	syntax	function	  syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	110	112	rule	-	  rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int)\n    => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP))\n       requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	113	114	rule	-	  rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq\n       requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	116	116	syntax	function	  syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	117	119	rule	-	  rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int)\n    => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP))\n       requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	120	121	rule	-	  rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq\n       requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
trusted-supplied	/reference/reference-semantics/semantics/subscript.k	122	122	endmodule	-	endmodule
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	3	3	module	-	module MPY-SYNTAX
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	4	4	imports	-	  imports INT-SYNTAX
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	5	5	imports	-	  imports FLOAT-SYNTAX
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	6	6	imports	-	  imports BOOL-SYNTAX
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	7	7	imports	-	  imports STRING-SYNTAX
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	9	30	syntax	macro,strict,seqstrict	  syntax Expr ::= "Int"      "(" Int ")"\n                | "Float"    "(" Float ")"\n                | "Bool"     "(" Bool ")"\n                | "Name"     "(" String ")"\n                | "Str"      "(" String ")"\n                | "UnaryOp"  "(" String "," Expr ")" [strict(2)]\n                | "BinOp"    "(" String "," Expr "," Expr ")" [seqstrict(2, 3)]\n                | "BoolOp"    "(" String "," Exprs ")"\n                | "ListExpr"  "(" Exprs ")"\n                | "DictExpr"  "(" Entries ")"\n                | "ListComp"  "(" Expr "," CompFors ")" [macro]\n                | "GenExp"    "(" Expr "," CompFors ")" [macro]\n                | "TupleExpr" "(" Exprs ")"\n                | "Subscript" "(" Expr "," Index ")"\n                | "IfExp"     "(" Expr "," Expr "," Expr ")" [strict(1)]\n                | "Lambda"    "(" Params "," Expr ")"\n                | "KwArg"     "(" String "," Expr ")"\n                | "Lambda"    "(" Params "," CellVars "," FreeVars "," Expr ")"\n                | "NoneVal"\n                | "Call"      "(" Expr "," Exprs ")"\n                | "Attribute" "(" Expr "," String ")" [strict(1)]\n                | "Compare"   "(" Expr "," CmpOp ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	32	32	syntax	-	  syntax CmpOp    ::= "CmpOp" "(" String "," Expr ")"
trusted-supplied	/reference/reference-semantics/semantics/syntax.k	33	33	syntax	-	  syntax Entry    ::= "Entry" "(" Expr "," Expr ")"
