COMMAND: /audit-output/evidence/inventory_k.sh /tmp/audit-work/48-is-palindrome /audit-output/evidence/rule-inventory.tsv 
id	file	line	kind	declaration	decision
891	reference-semantics/semantics/syntax.k	34	syntax	syntax Entries  ::= List{Entry, ","}	ACCEPT_FIXED_DECLARATION
892	reference-semantics/semantics/syntax.k	35	syntax	syntax CompFor  ::= "CompFor" "(" Expr "," Expr "," Exprs ")"	ACCEPT_FIXED_DECLARATION
893	reference-semantics/semantics/syntax.k	36	syntax	syntax CompFors ::= List{CompFor, ""}	ACCEPT_FIXED_DECLARATION
894	reference-semantics/semantics/syntax.k	37	syntax	syntax Exprs    ::= List{Expr, ","}	ACCEPT_FIXED_DECLARATION
895	reference-semantics/semantics/syntax.k	38	syntax	syntax Index    ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"	ACCEPT_FIXED_DECLARATION
896	reference-semantics/semantics/syntax.k	39	syntax	syntax Bound    ::= Expr | "NoBound"	ACCEPT_FIXED_DECLARATION
897	reference-semantics/semantics/syntax.k	41	syntax	syntax Stmt ::= "Assign"    "(" Expr "," Expr ")" [strict(2)]	ACCEPT_FIXED_DECLARATION
898	reference-semantics/semantics/syntax.k	56	syntax	syntax Stmts      ::= List{Stmt, ""}	ACCEPT_FIXED_DECLARATION
899	reference-semantics/semantics/syntax.k	57	syntax	syntax Params     ::= "Params" "(" ParamNames ")"	ACCEPT_FIXED_DECLARATION
900	reference-semantics/semantics/syntax.k	58	syntax	syntax CellVars   ::= "CellVars" "(" ParamNames ")"	ACCEPT_FIXED_DECLARATION
901	reference-semantics/semantics/syntax.k	59	syntax	syntax FreeVars   ::= "FreeVars" "(" ParamNames ")"	ACCEPT_FIXED_DECLARATION
902	reference-semantics/semantics/syntax.k	60	syntax	syntax ParamNames ::= List{String, ","}	ACCEPT_FIXED_DECLARATION
903	reference-semantics/semantics/syntax.k	61	syntax	syntax Module     ::= "Module" "(" Stmts ")"	ACCEPT_FIXED_DECLARATION
904	reference-semantics/semantics/tuple.k	10	rule	rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>	ACCEPT_FIXED_RULE
905	reference-semantics/semantics/tuple.k	11	rule	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>	ACCEPT_FIXED_RULE
906	reference-semantics/semantics/tuple.k	14	syntax	syntax ApplyK ::= "toTuple"	ACCEPT_FIXED_DECLARATION
907	reference-semantics/semantics/tuple.k	15	rule	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>	ACCEPT_FIXED_RULE
908	reference-semantics/semantics/tuple.k	16	rule	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>	ACCEPT_FIXED_RULE
909	reference-semantics/semantics/tuple.k	18	rule	rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B	ACCEPT_FIXED_RULE
910	reference-semantics/semantics/tuple.k	20	rule	rule <k> Compare(LV:Val, CmpOp("in",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>	ACCEPT_FIXED_RULE
911	reference-semantics/semantics/tuple.k	21	rule	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>	ACCEPT_FIXED_RULE
912	reference-semantics/semantics/tuple.k	23	rule	rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)	ACCEPT_FIXED_RULE
913	reference-semantics/semantics/tuple.k	24	syntax	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]	ACCEPT_FIXED_DECLARATION
914	reference-semantics/semantics/tuple.k	25	rule	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V	ACCEPT_FIXED_RULE
915	reference-semantics/semantics/tuple.k	26	rule	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)	ACCEPT_FIXED_RULE
916	reference-semantics/semantics/tuple.k	28	rule	rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)	ACCEPT_FIXED_RULE
917	reference-semantics/semantics/tuple.k	31	syntax	syntax KItem ::= #bindTgt(Expr, Val)	ACCEPT_FIXED_DECLARATION
918	reference-semantics/semantics/tuple.k	32	rule	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k>	ACCEPT_FIXED_RULE
919	reference-semantics/semantics/tuple.k	35	rule	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>	ACCEPT_FIXED_RULE
920	reference-semantics/semantics/tuple.k	42	rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>	ACCEPT_FIXED_RULE
921	reference-semantics/semantics/tuple.k	43	rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>	ACCEPT_FIXED_RULE
922	reference-semantics/semantics/tuple.k	44	rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k>	ACCEPT_FIXED_RULE
923	reference-semantics/semantics/tuple.k	49	syntax	syntax KItem ::= #unpackSeq(Exprs, ValSeq)	ACCEPT_FIXED_DECLARATION
924	reference-semantics/semantics/tuple.k	50	rule	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>	ACCEPT_FIXED_RULE
925	reference-semantics/semantics/tuple.k	51	rule	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>	ACCEPT_FIXED_RULE
926	reference-semantics/semantics/tuple.k	52	rule	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k>	ACCEPT_FIXED_RULE
927	reference-semantics/semantics/tuple.k	55	rule	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq))	ACCEPT_FIXED_RULE
928	reference-semantics/semantics/tuple.k	57	rule	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>	ACCEPT_FIXED_RULE
929	verification.k	8	syntax	syntax Bool ::= palindrome(IntSeq) [function]	ACCEPT_DEFINITIONAL_SUMMARY_DECLARATION
930	verification.k	9	rule	rule palindrome(IS:IntSeq)	ACCEPT_TRUE_PALINDROME_EQUATION
931	spec.k	6	claim	claim	ACCEPT_RESULT_CONSTRAINING_ENTRY_CLAIM

EXIT_STATUS: 0
