source,source_sha256,line_start,line_end,kind,flags,summary,decision,rationale
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,44,46,rule,ordinary-rule,"rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,47,49,rule,ordinary-rule,"rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,51,51,syntax,function,"syntax Bool ::= kLt(Val, Val) [function]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,52,52,rule,ordinary-rule,"rule kLt(I1:Int, I2:Int)             => I1 <Int I2",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,53,53,rule,ordinary-rule,"rule kLt(F1:Float, F2:Float)         => F1 <Float F2",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,54,54,rule,ordinary-rule,"rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,56,56,syntax,function;total,"syntax ValSeq ::= unpairVS(ValSeq) [function, total]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,57,57,rule,ordinary-rule,rule unpairVS(.ValSeq) => .ValSeq,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,58,58,rule,ordinary-rule,"rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,59,59,rule,owise;ordinary-rule,"rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/concrete.k,1ffea42a32610e9116506d709e9163413aeb5f6deb7824ea554aca8341f2d305,60,60,endmodule,,endmodule,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,3,3,module,,module MPY-CONTROLS,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,4,4,imports,,imports MPY-CORE,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,5,5,imports,,imports MPY-TUPLE,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,6,8,imports,strict,imports MPY-ITER ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,9,11,rule,ordinary-rule,"rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,12,18,rule,priority;ordinary-rule,"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,20,26,rule,ordinary-rule,"rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,27,34,rule,priority;ordinary-rule,"rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,35,35,rule,ordinary-rule,"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,36,36,rule,owise;ordinary-rule,"rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,37,37,syntax,,syntax KItem ::= #bindImports(ParamNames),ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,38,38,rule,ordinary-rule,rule <k> #bindImports(.ParamNames) => .K ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,39,42,rule,ordinary-rule,"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,43,47,rule,ordinary-rule,"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,48,50,rule,strict;ordinary-rule,rule <k> Expr(_:Val) => .K ... </k> ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,51,51,syntax,,"syntax KItem ::= #branch(Bool, Stmts, Stmts)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,52,52,rule,ordinary-rule,"rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,53,53,rule,ordinary-rule,"rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,54,56,rule,ordinary-rule,"rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k> ",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,57,58,rule,ordinary-rule,"rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,59,64,rule,strict;ordinary-rule,"rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,65,67,syntax,,"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,69,69,rule,ordinary-rule,"rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,71,71,rule,ordinary-rule,"rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,72,72,rule,ordinary-rule,"rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,73,76,rule,ordinary-rule,"rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,77,77,rule,ordinary-rule,"rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,78,78,rule,ordinary-rule,"rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,79,80,rule,ordinary-rule,"rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,81,84,rule,ordinary-rule,"rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,85,85,rule,ordinary-rule,rule <k> #loopLbl(NEXT:K) => NEXT ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,86,86,rule,ordinary-rule,rule <k> Continue => #cont ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,87,87,rule,ordinary-rule,rule <k> Break => #brk ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,88,88,rule,ordinary-rule,rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,89,89,rule,owise;ordinary-rule,rule <k> #cont ~> (_:KItem => .K) ... </k> [owise],ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,90,90,rule,ordinary-rule,rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,91,94,rule,priority;owise;ordinary-rule,rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,95,97,rule,priority;ordinary-rule,"rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,98,100,rule,priority;ordinary-rule,"rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,101,105,rule,priority;ordinary-rule,"rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,106,108,rule,priority;ordinary-rule,"rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap>",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/controls.k,325c73757d5a7ccf541b93240accd590a2cee90d84470efa3a4a0a14165aafae,109,109,endmodule,,endmodule,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,3,3,module,,module MPY-CORE,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,4,4,imports,,imports MPY-SYNTAX,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,5,5,imports,,imports INT,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,6,6,imports,,imports BOOL,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,7,7,imports,,imports STRING,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,8,8,imports,,imports MAP,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,9,9,imports,,imports LIST,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,10,12,imports,,imports K-EQUAL ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,13,13,syntax,,"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,14,14,syntax,,"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)",ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
reference-semantics/semantics/core.k,e0fdc11dc2b9cd0acb18fe7c832c1ea1ac0c9e79cadf40c63f34276aca513d7e,15,17,syntax,,syntax Str    ::= str(IntSeq) ,ACCEPTED_SELECTED_SUPPLIED_SEMANTICS,Byte-identical to /reference/reference-semantics; fixed selected semantics boundary.
