id	file	start_line	end_line	kind	attributes	relevance	decision	justification	sentence
K-0238	semantics/concrete.k	44	46	rule	-	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K, V), vCons(kvP(K2, V2), R))\n       requires kLt(K, K2)
K-0239	semantics/concrete.k	47	49	rule	-	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val)\n    => vCons(kvP(K2, V2), insPair(R, K, V))\n       requires notBool kLt(K, K2)
K-0240	semantics/concrete.k	51	51	syntax	function	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	syntax Bool ::= kLt(Val, Val) [function]
K-0241	semantics/concrete.k	52	52	rule	-	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	rule kLt(I1:Int, I2:Int)             => I1 <Int I2
K-0242	semantics/concrete.k	53	53	rule	-	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	rule kLt(F1:Float, F2:Float)         => F1 <Float F2
K-0243	semantics/concrete.k	54	54	rule	-	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
K-0244	semantics/concrete.k	56	56	syntax	function,total	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
K-0245	semantics/concrete.k	57	57	rule	-	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	rule unpairVS(.ValSeq) => .ValSeq
K-0246	semantics/concrete.k	58	58	rule	-	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
K-0247	semantics/concrete.k	59	59	rule	owise	CONCRETE_ONLY_OFF_PATH	ACCEPT	LLVM-only deep-equality/keyed-sort declaration or rule. The target uses neither operation, and this module is absent from the proof definition.	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
K-0248	semantics/controls.k	9	11	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	rule <k> Assign(Name(X:String), V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K-0249	semantics/controls.k	12	18	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires ""$cells"" in_keys(M)\n        andBool pnMember(X, cellsOf({M[""$cells""]}:>Val))\n        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)\n       [priority(40)]"
K-0250	semantics/controls.k	20	23	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>\n       requires X in_keys(M)
K-0251	semantics/controls.k	27	31	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires X in_keys(M) andBool isRefV({M[X]}:>Val)\n       [priority(40)]
K-0252	semantics/controls.k	35	35	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
K-0253	semantics/controls.k	36	36	rule	owise	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
K-0254	semantics/controls.k	37	37	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax KItem ::= #bindImports(ParamNames)
K-0255	semantics/controls.k	38	38	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #bindImports(.ParamNames) => .K ... </k>
K-0256	semantics/controls.k	39	42	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>\n       requires N ==String ""floor"" orBool N ==String ""ceil"""
K-0257	semantics/controls.k	43	44	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>\n       requires notBool (N ==String ""floor"" orBool N ==String ""ceil"")"
K-0258	semantics/controls.k	48	48	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	rule <k> Expr(_:Val) => .K ... </k>
K-0259	semantics/controls.k	51	51	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax KItem ::= #branch(Bool, Stmts, Stmts)
K-0260	semantics/controls.k	52	52	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
K-0261	semantics/controls.k	53	53	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #branch(true,  T:Stmts, _:Stmts) => T ... </k>
K-0262	semantics/controls.k	54	54	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
K-0263	semantics/controls.k	57	58	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>\n       requires truthy(V)
K-0264	semantics/controls.k	59	60	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>\n       requires notBool truthy(V)
K-0265	semantics/controls.k	65	67	syntax	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts)\n                 | #while(Expr, Stmts) | #whileCond(Expr, Stmts)\n                 | #loopLbl(K) | ""#cont"" | ""#brk"""
K-0266	semantics/controls.k	69	69	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K-0267	semantics/controls.k	71	71	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K-0268	semantics/controls.k	72	72	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K-0269	semantics/controls.k	73	74	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts)\n        => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
K-0270	semantics/controls.k	77	77	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K-0271	semantics/controls.k	78	78	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K-0272	semantics/controls.k	79	80	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>\n       requires truthy(V)
K-0273	semantics/controls.k	81	82	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>\n       requires notBool truthy(V)
K-0274	semantics/controls.k	85	85	rule	-	MATERIAL_SEMANTICS	ACCEPT	Material assignment, augmented assignment, expression discard, while, or loop-label rule; guard re-evaluation and current-scope update match the submitted control flow.	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K-0275	semantics/controls.k	86	86	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Continue => #cont ... </k>
K-0276	semantics/controls.k	87	87	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Break => #brk ... </k>
K-0277	semantics/controls.k	88	88	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
