id	source_class	file	start_line	end_line	kind	attributes	reachability_scope	review_disposition	text
233	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	34	35	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #ksort(.ValSeq, _:Val, ACC:ValSeq, RB:Bool) => #alloc(list(condRev(unpairVS(ACC), RB))) ... </k>
234	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	36	37	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> #ksort(vCons(V:Val, R:ValSeq), KV:Val, ACC:ValSeq, RB:Bool) => KV ~> #callee((V, .Exprs)) ~> #ksIns(V, R, KV, ACC, RB) ... </k>
235	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	38	39	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule <k> K:Val ~> #ksIns(V:Val, R:ValSeq, KV:Val, ACC:ValSeq, RB:Bool) => #ksort(R, KV, insPair(ACC, K, V), RB) ... </k>
236	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	42	42	syntax-function	function	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax ValSeq ::= insPair(ValSeq, Val, Val) [function]
237	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	43	43	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insPair(.ValSeq, K:Val, V:Val) => vCons(kvP(K, V), .ValSeq)
238	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	44	45	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K, V), vCons(kvP(K2, V2), R))
239	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	47	48	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule insPair(vCons(kvP(K2:Val, V2:Val), R:ValSeq), K:Val, V:Val) => vCons(kvP(K2, V2), insPair(R, K, V))
240	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	51	51	syntax-function	function	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax Bool ::= kLt(Val, Val) [function]
241	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	52	52	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule kLt(I1:Int, I2:Int) => I1 <Int I2
242	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	53	53	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule kLt(F1:Float, F2:Float) => F1 <Float F2
243	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	54	54	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule kLt(str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
244	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	56	56	syntax-function	function,total	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	syntax ValSeq ::= unpairVS(ValSeq) [function, total]
245	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	57	57	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule unpairVS(.ValSeq) => .ValSeq
246	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	58	58	rule-ordinary		supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule unpairVS(vCons(kvP(_:Val, V:Val), R:ValSeq)) => vCons(V, unpairVS(R))
247	trusted-supplied-semantics	/reference/reference-semantics/semantics/concrete.k	59	59	rule-owise	owise	supplied semantics for an unused construct	ACCEPTED_NONCONTRIBUTING: exact trusted baseline and no submitted/proof term can invoke this entry.	rule unpairVS(vCons(V:Val, R:ValSeq)) => vCons(V, unpairVS(R)) [owise]
248	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	9	11	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Assign(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
249	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	12	14	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Assign(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
250	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	20	22	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- applyBin(OP, {M[X]}:>Val, V) ], _) ... </scopes>
251	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	27	29	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> AugAssign(Name(X:String), OP:String, V:Val) => Assign(Name(X), BinOp(OP, Name(X), V)) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
252	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	35	35	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"rule <k> ImportFrom(""math"", NS:ParamNames) => #bindImports(NS) ... </k>"
253	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	36	36	rule-owise	owise	supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> ImportFrom(_:String, _:ParamNames) => .K ... </k> [owise]
254	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	37	37	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax KItem ::= #bindImports(ParamNames)
255	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	38	38	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #bindImports(.ParamNames) => .K ... </k>
256	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	39	41	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ N <- builtinV(N) ], _) ... </scopes>
257	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	43	43	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #bindImports((N:String, NS:ParamNames)) => #bindImports(NS) ... </k>
258	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	48	48	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Expr(_:Val) => .K ... </k>
259	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	51	51	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	syntax KItem ::= #branch(Bool, Stmts, Stmts)
260	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	52	52	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> If(C:Val, T:Stmts, E:Stmts) => #branch(truthy(C), T, E) ... </k>
261	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	53	53	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #branch(true, T:Stmts, _:Stmts) => T ... </k>
262	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	54	54	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #branch(false, _:Stmts, E:Stmts) => E ... </k>
263	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	57	57	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k>
264	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	59	59	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k>
265	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	65	67	syntax		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""
266	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	69	69	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
267	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	71	71	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
268	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	72	72	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
269	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	73	74	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>
270	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	77	77	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
271	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	78	78	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
272	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	79	79	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k>
273	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	81	81	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k>
274	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	85	85	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
275	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	86	86	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Continue => #cont ... </k>
276	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	87	87	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> Break => #brk ... </k>
277	trusted-supplied-semantics	/reference/reference-semantics/semantics/controls.k	88	88	rule-ordinary		supplied semantics on or imported by used execution path	ACCEPTED_SUPPLIED_USED_PATH: exact trusted baseline; checked for relevant overlap/state effects; no false witness found.	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
