COMMAND: python3 /audit-output/evidence/inventory_k.py
source	line	kind	attributes	disposition	declaration
reference-semantics/semantics/subscript.k	83	syntax	function	fixed supplied semantics	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	84	rule	rule	fixed supplied semantics	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN
reference-semantics/semantics/subscript.k	86	rule	rule	fixed supplied semantics	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1
reference-semantics/semantics/subscript.k	88	rule	rule	fixed supplied semantics	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	90	syntax	function,total	fixed supplied semantics	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	91	rule	rule	fixed supplied semantics	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)
reference-semantics/semantics/subscript.k	93	rule	rule	fixed supplied semantics	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)
reference-semantics/semantics/subscript.k	96	syntax	function,total	fixed supplied semantics	syntax Int ::= clampLo(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	97	rule	rule	fixed supplied semantics	rule clampLo(J:Int, _STEP:Int) => J
reference-semantics/semantics/subscript.k	99	rule	rule	fixed supplied semantics	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi
reference-semantics/semantics/subscript.k	102	syntax	function,total	fixed supplied semantics	syntax Int ::= clampHi(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	103	rule	rule	fixed supplied semantics	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I
reference-semantics/semantics/subscript.k	105	rule	rule	fixed supplied semantics	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi
reference-semantics/semantics/subscript.k	109	syntax	function	fixed supplied semantics	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	110	rule	rule	fixed supplied semantics	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP))
reference-semantics/semantics/subscript.k	113	rule	rule	fixed supplied semantics	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq
reference-semantics/semantics/subscript.k	116	syntax	function	fixed supplied semantics	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	117	rule	rule	fixed supplied semantics	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP))
reference-semantics/semantics/subscript.k	120	rule	rule	fixed supplied semantics	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq
reference-semantics/semantics/syntax.k	9	syntax	syntax	fixed supplied semantics	syntax Expr ::= "Int"      "(" Int ")" | "Float"    "(" Float ")" | "Bool"     "(" Bool ")" | "Name"     "(" String ")" | "Str"      "(" String ")" | "UnaryOp"  "(" String "," Expr ")" [strict(2)] | "BinOp"    "(" String "," Expr "," Expr ")" [seqstrict(2, 3)] | "BoolOp"    "(" String "," Exprs ")" | "ListExpr"  "(" Exprs ")" | "DictExpr"  "(" Entries ")" | "ListComp"  "(" Expr "," CompFors ")" [macro] | "GenExp"    "(" Expr "," CompFors ")" [macro] | "TupleExpr" "(" Exprs ")" | "Subscript" "(" Expr "," Index ")" | "IfExp"     "(" Expr "," Expr "," Expr ")" [strict(1)] | "Lambda"    "(" Params "," Expr ")" | "KwArg"     "(" String "," Expr ")" | "Lambda"    "(" Params "," CellVars "," FreeVars "," Expr ")" | "NoneVal" | "Call"      "(" Expr "," Exprs ")" | "Attribute" "(" Expr "," String ")" [strict(1)] | "Compare"   "(" Expr "," CmpOp ")"
reference-semantics/semantics/syntax.k	32	syntax	syntax	fixed supplied semantics	syntax CmpOp    ::= "CmpOp" "(" String "," Expr ")"
reference-semantics/semantics/syntax.k	33	syntax	syntax	fixed supplied semantics	syntax Entry    ::= "Entry" "(" Expr "," Expr ")"
reference-semantics/semantics/syntax.k	34	syntax	syntax	fixed supplied semantics	syntax Entries  ::= List{Entry, ","}
reference-semantics/semantics/syntax.k	35	syntax	syntax	fixed supplied semantics	syntax CompFor  ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
reference-semantics/semantics/syntax.k	36	syntax	syntax	fixed supplied semantics	syntax CompFors ::= List{CompFor, ""}
reference-semantics/semantics/syntax.k	37	syntax	syntax	fixed supplied semantics	syntax Exprs    ::= List{Expr, ","}
reference-semantics/semantics/syntax.k	38	syntax	syntax	fixed supplied semantics	syntax Index    ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
reference-semantics/semantics/syntax.k	39	syntax	syntax	fixed supplied semantics	syntax Bound    ::= Expr | "NoBound"
reference-semantics/semantics/syntax.k	41	syntax	syntax	fixed supplied semantics	syntax Stmt ::= "Assign"    "(" Expr "," Expr ")" [strict(2)] | "Import"    "(" String ")" | "ImportFrom" "(" String "," ParamNames ")" | "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)] | "For"       "(" Expr "," Expr "," Stmts ")" [strict(2)] | "While"     "(" Expr "," Stmts ")" | "Break" | "Continue" | "If"        "(" Expr "," Stmts "," Stmts ")" [strict(1)] | "Return"    "(" Expr ")" [strict] | "Assert"    "(" Expr ")" [strict] | "Expr"      "(" Expr ")" [strict] | "FuncDef"   "(" String "," Params "," Stmts ")" | "FuncDef"   "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"
reference-semantics/semantics/syntax.k	56	syntax	syntax	fixed supplied semantics	syntax Stmts      ::= List{Stmt, ""}
reference-semantics/semantics/syntax.k	57	syntax	syntax	fixed supplied semantics	syntax Params     ::= "Params" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	58	syntax	syntax	fixed supplied semantics	syntax CellVars   ::= "CellVars" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	59	syntax	syntax	fixed supplied semantics	syntax FreeVars   ::= "FreeVars" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	60	syntax	syntax	fixed supplied semantics	syntax ParamNames ::= List{String, ","}
reference-semantics/semantics/syntax.k	61	syntax	syntax	fixed supplied semantics	syntax Module     ::= "Module" "(" Stmts ")"
reference-semantics/semantics/tuple.k	10	rule	rule	fixed supplied semantics	rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
reference-semantics/semantics/tuple.k	11	rule	rule	fixed supplied semantics	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
reference-semantics/semantics/tuple.k	14	syntax	syntax	fixed supplied semantics	syntax ApplyK ::= "toTuple"
reference-semantics/semantics/tuple.k	15	rule	rule	fixed supplied semantics	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
reference-semantics/semantics/tuple.k	16	rule	rule	fixed supplied semantics	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
reference-semantics/semantics/tuple.k	18	rule	rule	fixed supplied semantics	rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
reference-semantics/semantics/tuple.k	20	rule	rule	fixed supplied semantics	rule <k> Compare(LV:Val, CmpOp("in",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
reference-semantics/semantics/tuple.k	21	rule	rule	fixed supplied semantics	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
reference-semantics/semantics/tuple.k	23	rule	rule	fixed supplied semantics	rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
reference-semantics/semantics/tuple.k	24	syntax	function	fixed supplied semantics	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
reference-semantics/semantics/tuple.k	25	rule	rule	fixed supplied semantics	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
reference-semantics/semantics/tuple.k	26	rule	rule	fixed supplied semantics	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)
reference-semantics/semantics/tuple.k	28	rule	rule	fixed supplied semantics	rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)
reference-semantics/semantics/tuple.k	31	syntax	syntax	fixed supplied semantics	syntax KItem ::= #bindTgt(Expr, Val)
reference-semantics/semantics/tuple.k	32	rule	rule	fixed supplied semantics	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/tuple.k	35	rule	rule	fixed supplied semantics	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
reference-semantics/semantics/tuple.k	42	rule	rule	fixed supplied semantics	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	43	rule	rule	fixed supplied semantics	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	44	rule	priority	fixed supplied semantics	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/tuple.k	49	syntax	syntax	fixed supplied semantics	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
reference-semantics/semantics/tuple.k	50	rule	rule	fixed supplied semantics	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	51	rule	rule	fixed supplied semantics	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	52	rule	priority	fixed supplied semantics	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/tuple.k	55	rule	rule	fixed supplied semantics	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	57	rule	rule	fixed supplied semantics	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
verification.k	10	syntax	function,total	proof-local: individually reviewed in REVIEW.md	syntax Bool ::= bracketResult(IntSeq, Int) [function, total]
verification.k	12	rule	simplification	proof-local: individually reviewed in REVIEW.md	rule bracketResult(.IntSeq, 0) => true [simplification]
verification.k	13	rule	rule	proof-local: individually reviewed in REVIEW.md	rule bracketResult(.IntSeq, D:Int) => false
verification.k	16	rule	rule	proof-local: individually reviewed in REVIEW.md	rule bracketResult(.IntSeq, D:Int) => false
verification.k	20	rule	simplification	proof-local: individually reviewed in REVIEW.md	rule bracketResult(iCons(60, REST:IntSeq), 0) => bracketResult(REST, 1) [simplification]
verification.k	23	rule	rule	proof-local: individually reviewed in REVIEW.md	rule bracketResult(iCons(C:Int, _REST:IntSeq), 0) => false
verification.k	27	rule	rule	proof-local: individually reviewed in REVIEW.md	rule bracketResult(iCons(60, REST:IntSeq), D:Int) => bracketResult(REST, D +Int 1)
verification.k	30	rule	rule	proof-local: individually reviewed in REVIEW.md	rule bracketResult(iCons(C:Int, REST:IntSeq), D:Int) => bracketResult(REST, D -Int 1)
verification.k	33	rule	rule	proof-local: individually reviewed in REVIEW.md	rule bracketResult(iCons(_C:Int, _REST:IntSeq), D:Int) => false
verification.k	41	rule	priority	proof-local: individually reviewed in REVIEW.md	rule <k> Return(Bool(B:Bool)) ~> _ => #pop </k> <ret> noRet => retV(B) </ret> [priority(40)]
verification.k	45	rule	priority	proof-local: individually reviewed in REVIEW.md	rule <k> Return(Compare(Name("depth"), CmpOp("==", Int(0)))) ~> _ => #pop </k> <env> L:Int </env> <scopes> ... L |-> scope( "brackets" |-> _BRACKETS:Val "depth" |-> D:Int "bracket" |-> _BRACKET:Val, _PARENT:Parent) ... </scopes> <ret> noRet => retV(D ==Int 0) </ret> [priority(40)]
verification.k	61	rule	rule	proof-local: individually reviewed in REVIEW.md	rule <k> If(Compare(Name("bracket"), CmpOp("==", Str("<"))), THEN:Stmts, ELSE:Stmts) => #branch(true, THEN, ELSE) ... </k> <env> L:Int </env> <scopes> ... L |-> scope( "brackets" |-> _BRACKETS:Val "depth" |-> _D:Int "bracket" |-> str(iCons(C:Int, .IntSeq)), _PARENT:Parent) ... </scopes>
verification.k	78	rule	rule	proof-local: individually reviewed in REVIEW.md	rule <k> If(Compare(Name("bracket"), CmpOp("==", Str("<"))), THEN:Stmts, ELSE:Stmts) => #branch(false, THEN, ELSE) ... </k> <env> L:Int </env> <scopes> ... L |-> scope( "brackets" |-> _BRACKETS:Val "depth" |-> _D:Int "bracket" |-> str(iCons(C:Int, .IntSeq)), _PARENT:Parent) ... </scopes>
verification.k	95	rule	priority	proof-local: individually reviewed in REVIEW.md	rule <k> AugAssign(Name("depth"), "+", Int(1)) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope( "brackets" |-> _BRACKETS:Val "depth" |-> (D:Int => D +Int 1) "bracket" |-> _BRACKET:Val, _PARENT:Parent) ... </scopes> [priority(40)]
verification.k	108	rule	priority	proof-local: individually reviewed in REVIEW.md	rule <k> AugAssign(Name("depth"), "-", Int(1)) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope( "brackets" |-> _BRACKETS:Val "depth" |-> (D:Int => D -Int 1) "bracket" |-> _BRACKET:Val, _PARENT:Parent) ... </scopes> [priority(40)]
verification.k	121	rule	rule	proof-local: individually reviewed in REVIEW.md	rule <k> If(Compare(Name("depth"), CmpOp("<", Int(0))), THEN:Stmts, ELSE:Stmts) => #branch(true, THEN, ELSE) ... </k> <env> L:Int </env> <scopes> ... L |-> scope( "brackets" |-> _BRACKETS:Val "depth" |-> D:Int "bracket" |-> _BRACKET:Val, _PARENT:Parent) ... </scopes>
verification.k	138	rule	rule	proof-local: individually reviewed in REVIEW.md	rule <k> If(Compare(Name("depth"), CmpOp("<", Int(0))), THEN:Stmts, ELSE:Stmts) => #branch(false, THEN, ELSE) ... </k> <env> L:Int </env> <scopes> ... L |-> scope( "brackets" |-> _BRACKETS:Val "depth" |-> D:Int "bracket" |-> _BRACKET:Val, _PARENT:Parent) ... </scopes>
verification.k	159	rule	rule	proof-local: individually reviewed in REVIEW.md	rule <k> #pop => V ~> CONT </k> <ret> retV(V:Val) => noRet </ret> <stack> ListItem(frame(CONT:K, CALLER:Int, SAVED:Int)) REST:List => REST </stack> <env> L:Int => CALLER </env> <scopes> (L |-> _FRAME:Scope SC:Map) => SC </scopes> <scopeLoc> _ => SAVED </scopeLoc>
spec.k	8	claim	claim	reachability claim: adequacy reviewed in REVIEW.md	claim [loop-zero]: <k> #loop(str(S:IntSeq), Name("bracket"), If(Compare(Name("bracket"), CmpOp("==", Str("<"))), AugAssign(Name("depth"), "+", Int(1)), AugAssign(Name("depth"), "-", Int(1))) If(Compare(Name("depth"), CmpOp("<", Int(0))), Return(Bool(false)), .Stmts)) ~> (Return(Compare(Name("depth"), CmpOp("==", Int(0)))) .Stmts) ~> #endcall => bracketResult(S, 0) ~> CONT </k> <env> L => CALLER </env> <scopes> (L |-> scope( "brackets" |-> str(INPUT:IntSeq) "depth" |-> 0 "bracket" |-> OLD:Val, P:Parent) SC:Map) => SC </scopes> <scopeLoc> _ => SAVED </scopeLoc> <stack> ListItem(frame(CONT:K, CALLER:Int, SAVED:Int)) REST:List => REST </stack> <ret> noRet </ret>
spec.k	42	claim	claim	reachability claim: adequacy reviewed in REVIEW.md	claim [loop-positive]: <k> #loop(str(S:IntSeq), Name("bracket"), If(Compare(Name("bracket"), CmpOp("==", Str("<"))), AugAssign(Name("depth"), "+", Int(1)), AugAssign(Name("depth"), "-", Int(1))) If(Compare(Name("depth"), CmpOp("<", Int(0))), Return(Bool(false)), .Stmts)) ~> (Return(Compare(Name("depth"), CmpOp("==", Int(0)))) .Stmts) ~> #endcall => bracketResult(S, D) ~> CONT </k> <env> L => CALLER </env> <scopes> (L |-> scope( "brackets" |-> str(INPUT:IntSeq) "depth" |-> D "bracket" |-> OLD:Val, P:Parent) SC:Map) => SC </scopes> <scopeLoc> _ => SAVED </scopeLoc> <stack> ListItem(frame(CONT:K, CALLER:Int, SAVED:Int)) REST:List => REST </stack> <ret> noRet </ret>
spec.k	77	claim	claim	reachability claim: adequacy reviewed in REVIEW.md	claim [correct-bracketing]: <k> #loadAll(Module( FuncDef("correct_bracketing", Params("brackets"), Expr( Str("Return whether the angle brackets are correctly balanced.")) Assign(Name("depth"), Int(0)) Assign(Name("bracket"), Str("")) For(Name("bracket"), Name("brackets"), If(Compare(Name("bracket"), CmpOp("==", Str("<"))), AugAssign(Name("depth"), "+", Int(1)), AugAssign(Name("depth"), "-", Int(1))) If(Compare(Name("depth"), CmpOp("<", Int(0))), Return(Bool(false)), .Stmts)) Return(Compare(Name("depth"), CmpOp("==", Int(0))))))) ~> Call(Name("correct_bracketing"), str(S:IntSeq)) => bracketResult(S, 0) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope => 0 |-> scope( "correct_bracketing" |-> closureVal(("brackets", .ParamNames), Expr( Str("Return whether the angle brackets are correctly balanced.")) Assign(Name("depth"), Int(0)) Assign(Name("bracket"), Str("")) For(Name("bracket"), Name("brackets"), If(Compare(Name("bracket"), CmpOp("==", Str("<"))), AugAssign(Name("depth"), "+", Int(1)), AugAssign(Name("depth"), "-", Int(1))) If(Compare(Name("depth"), CmpOp("<", Int(0))), Return(Bool(false)), .Stmts)) Return(Compare(Name("depth"), CmpOp("==", Int(0)))), 0), parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code>
# declaration_count=949
EXIT_STATUS: 0
