id	source	start_line	end_line	kind	classification	attributes	decision	decision_basis	normalized_source
K0385	semantics/core.k	38	38	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	syntax KResult ::= Val
K0386	semantics/core.k	39	39	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	syntax Expr ::= Val // cooling puts results back into expression holes
K0387	semantics/core.k	40	40	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"syntax Vals ::= List{Val, "",""}"
K0388	semantics/core.k	41	41	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"syntax Exc ::= ""NoExc"" | ""AssertionError"""
K0389	semantics/core.k	42	43	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"syntax RetState ::= ""noRet"" | retV(Val)"
K0390	semantics/core.k	49	61	configuration	configuration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"configuration <k> #loadAll($PGM:Module) </k> <env> 0 </env> <scopes> 0 |-> scope(.Map, parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code exit=""""> 0 </exit-code>"
K0391	semantics/core.k	68	68	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= isRefV(Val) [function, total]
K0392	semantics/core.k	69	69	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule isRefV(ref(_:Int)) => true
K0393	semantics/core.k	70	71	rule	ordinary-rule	owise	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule isRefV(_:Val) => false [owise]
K0394	semantics/core.k	75	75	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax HeapVal ::= cellV(Val)
K0395	semantics/core.k	76	76	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= isCellRef(Val) [function, total]
K0396	semantics/core.k	77	77	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule isCellRef(cellRef(_:Int)) => true
K0397	semantics/core.k	78	78	rule	ordinary-rule	owise	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule isCellRef(_:Val) => false [owise]
K0398	semantics/core.k	85	91	rule	priority-rule	priority	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"
K0399	semantics/core.k	95	95	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Val ::= kwV(String, Val)
K0400	semantics/core.k	96	96	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax KItem ::= #kwTag(String)
K0401	semantics/core.k	97	97	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0402	semantics/core.k	98	99	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
K0403	semantics/core.k	100	100	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= isKwV(Val) [function, total]
K0404	semantics/core.k	101	101	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule isKwV(kwV(_:String, _:Val)) => true
K0405	semantics/core.k	102	103	rule	ordinary-rule	owise	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule isKwV(_:Val) => false [owise]
K0406	semantics/core.k	106	106	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Val ::= cellsMark(ParamNames)
K0407	semantics/core.k	107	107	syntax	function-declaration	function	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax ParamNames ::= cellsOf(Val) [function]
K0408	semantics/core.k	108	108	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K0409	semantics/core.k	109	109	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= pnMember(String, ParamNames) [function, total]
K0410	semantics/core.k	110	110	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule pnMember(_:String, .ParamNames) => false
K0411	semantics/core.k	111	111	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K0412	semantics/core.k	113	113	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax KItem ::= #cellW(Val, Val)
K0413	semantics/core.k	114	115	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>
K0414	semantics/core.k	117	117	syntax	syntax-declaration		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax KItem ::= #alloc(Val)
K0415	semantics/core.k	118	122	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K0416	semantics/core.k	124	124	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	syntax KItem ::= #loadAll(Module)
K0417	semantics/core.k	125	125	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0418	semantics/core.k	126	126	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0419	semantics/core.k	127	128	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> .Stmts => .K ... </k>
K0420	semantics/core.k	130	130	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	syntax KItem ::= #look(String, Int)
K0421	semantics/core.k	131	131	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0422	semantics/core.k	132	134	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
K0423	semantics/core.k	145	151	rule	priority-rule	priority	ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
K0424	semantics/core.k	152	155	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
K0425	semantics/core.k	157	157	syntax	function-declaration	function,total	ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"syntax Scope ::= ""builtinsScope"" [function, total]"
K0426	semantics/core.k	158	182	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"
K0427	semantics/core.k	185	185	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	syntax ApplyK ::= toCall(Val)
K0428	semantics/core.k	186	188	syntax	syntax-declaration		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K0429	semantics/core.k	189	189	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0430	semantics/core.k	190	190	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0431	semantics/core.k	191	192	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
