file	line	kind	attributes	text	audit_disposition
reference-semantics/semantics/core.k	132	rule	function,concrete	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M) // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE // LOOKUP (higher priority beats the plain return above on concrete cell // bindings; abstract claim values take the plain rule unchanged) — this // covers cross-frame cell reads (a comprehension closure reading the // enclosing function's cellvar) without a narrowing-prone k-top redex // guarded on the FOUND frame's DECLARED cellvars (pnMember over the // cellsMark): decidable for every concrete frame pin — plain frames and // non-cell names prune outright, so an abstract looked-up value never // drags a narrowing cellV heap match along (probed on 5-intersperse and // Q4's abstract `numbers` in the annotated frame)	ACCEPT_FIXED_CONCRETE: fixed concrete-only equation; not used by symbolic closure and consistent with its named primitive
reference-semantics/semantics/core.k	145	rule	priority(40)	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	152	rule	-	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))  // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	157	syntax	function,total	"syntax Scope ::= ""builtinsScope"" [function, total]"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	158	rule	-	"rule builtinsScope => scope(.Map [ ""len""    <- builtinV(""len"")    ] [ ""set""    <- builtinV(""set"")    ] [ ""sum""    <- builtinV(""sum"")    ] [ ""abs""    <- builtinV(""abs"")    ] [ ""min""    <- builtinV(""min"")    ] [ ""max""    <- builtinV(""max"")    ] [ ""ord""    <- builtinV(""ord"")    ] [ ""chr""    <- builtinV(""chr"")    ] [ ""range""  <- builtinV(""range"")  ] [ ""all""    <- builtinV(""all"")    ] [ ""any""    <- builtinV(""any"")    ] [ ""zip""    <- builtinV(""zip"")    ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list""   <- builtinV(""list"")   ] [ ""round""  <- builtinV(""round"")  ] [ ""bin""    <- builtinV(""bin"")    ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map""    <- builtinV(""map"")    ] [ ""eval""   <- builtinV(""eval"")   ] [ ""int""    <- typeV(""int"")       ] [ ""str""    <- typeV(""str"")       ] [ ""float""  <- typeV(""float"")     ], root)  // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination == // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)"	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	185	syntax	-	syntax ApplyK ::= toCall(Val)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	186	syntax	-	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	189	rule	-	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	190	rule	-	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	191	rule	-	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>  // ==== Int / Bool / None literals ==========================================	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	194	rule	-	rule <k> Int(I:Int)   => I ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	195	rule	-	rule <k> Bool(B:Bool) => B ... </k>	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	196	rule	-	rule <k> NoneVal      => noneV ... </k>  // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	199	syntax	function	syntax Bool ::= truthy(Val) [function]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	200	rule	-	rule truthy(B:Bool)          => B	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	201	rule	-	rule truthy(noneV)           => false	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	202	rule	-	rule truthy(I:Int)           => I =/=Int 0	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	203	rule	-	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	204	rule	-	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	205	rule	-	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)  // ==== extensible operator dispatch (cases added by the construct modules) ==	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	208	syntax	function	syntax Val  ::= applyUn(String, Val) [function]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	209	syntax	function	syntax Val  ::= applyBin(String, Val, Val) [function]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	210	syntax	function	syntax Bool ::= applyCmp(String, Val, Val) [function]  // ==== shared list helpers =================================================	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	213	syntax	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	214	rule	-	rule appendVal(.Vals, V:Val)              => V , .Vals	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	215	rule	-	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	217	syntax	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	218	rule	-	rule vals2valSeq(.Vals)            => .ValSeq	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	219	rule	-	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))  // ==== shared sequence length (len / summaries across many modules) ======== // (positional access valSeqAt/intSeqAt + normIdx live in subscript.k)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	223	syntax	function,total	syntax Int ::= vsLen(ValSeq) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	224	rule	-	rule vsLen(.ValSeq)                => 0	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	225	rule	-	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	227	syntax	function,total	syntax Int ::= isLen(IntSeq) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	228	rule	-	rule isLen(.IntSeq)                => 0	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	229	rule	total	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)  // in-bounds positional write (list subscript-assign); OOB leaves the seq unchanged // (valid programs write in-bounds — mirrors valSeqAt's total-but-underspecified stance)	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	233	syntax	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
reference-semantics/semantics/core.k	234	rule	-	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq	ACCEPT_FIXED_RELEVANT: manually reviewed fixed-semantics module; reachable cases preserve Python evaluation, binding, state, and integer/list behavior; no false witness found
