id	file	line	kind	origin	flags	statement	audit_disposition	reason
369	reference-semantics/semantics/core.k	158	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
370	reference-semantics/semantics/core.k	185	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax ApplyK ::= toCall(Val)	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
371	reference-semantics/semantics/core.k	186	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
372	reference-semantics/semantics/core.k	189	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
373	reference-semantics/semantics/core.k	190	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
374	reference-semantics/semantics/core.k	191	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
375	reference-semantics/semantics/core.k	194	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Int(I:Int) => I ... </k>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
376	reference-semantics/semantics/core.k	195	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Bool(B:Bool) => B ... </k>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
377	reference-semantics/semantics/core.k	196	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> NoneVal => noneV ... </k>	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
378	reference-semantics/semantics/core.k	199	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Bool ::= truthy(Val) [function]	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
379	reference-semantics/semantics/core.k	200	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(B:Bool) => B	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
380	reference-semantics/semantics/core.k	201	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(noneV) => false	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
381	reference-semantics/semantics/core.k	202	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(I:Int) => I =/=Int 0	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
382	reference-semantics/semantics/core.k	203	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
383	reference-semantics/semantics/core.k	204	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
384	reference-semantics/semantics/core.k	205	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
385	reference-semantics/semantics/core.k	208	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Val ::= applyUn(String, Val) [function]	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
386	reference-semantics/semantics/core.k	209	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Val ::= applyBin(String, Val, Val) [function]	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
387	reference-semantics/semantics/core.k	210	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Bool ::= applyCmp(String, Val, Val) [function]	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
388	reference-semantics/semantics/core.k	213	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Vals ::= appendVal(Vals, Val) [function, total]	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
389	reference-semantics/semantics/core.k	214	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule appendVal(.Vals, V:Val) => V , .Vals	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
390	reference-semantics/semantics/core.k	215	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
391	reference-semantics/semantics/core.k	217	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= vals2valSeq(Vals) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
392	reference-semantics/semantics/core.k	218	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule vals2valSeq(.Vals) => .ValSeq	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
393	reference-semantics/semantics/core.k	219	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
394	reference-semantics/semantics/core.k	223	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= vsLen(ValSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
395	reference-semantics/semantics/core.k	224	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule vsLen(.ValSeq) => 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
396	reference-semantics/semantics/core.k	225	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
397	reference-semantics/semantics/core.k	227	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Int ::= isLen(IntSeq) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
398	reference-semantics/semantics/core.k	228	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isLen(.IntSeq) => 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
399	reference-semantics/semantics/core.k	229	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
400	reference-semantics/semantics/core.k	233	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
401	reference-semantics/semantics/core.k	234	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
402	reference-semantics/semantics/core.k	235	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
403	reference-semantics/semantics/core.k	236	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
404	reference-semantics/semantics/core.k	238	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0 endmodule	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
405	reference-semantics/semantics/dict.k	13	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-DICT	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
406	reference-semantics/semantics/dict.k	14	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
407	reference-semantics/semantics/dict.k	15	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-ITER	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
408	reference-semantics/semantics/dict.k	16	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-METHODS	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
409	reference-semantics/semantics/dict.k	17	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-LIST	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
410	reference-semantics/semantics/dict.k	20	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax Val ::= dictV(ValSeq, ValSeq)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
411	reference-semantics/semantics/dict.k	23	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
412	reference-semantics/semantics/dict.k	26	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
413	reference-semantics/semantics/dict.k	27	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
414	reference-semantics/semantics/dict.k	28	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
415	reference-semantics/semantics/dict.k	30	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
416	reference-semantics/semantics/dict.k	32	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
417	reference-semantics/semantics/dict.k	37	syntax	SUPPLIED_FIXED_SEMANTICS	function,total	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
418	reference-semantics/semantics/dict.k	38	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dHasKey(.ValSeq, _:Val) => false	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
419	reference-semantics/semantics/dict.k	39	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
420	reference-semantics/semantics/dict.k	40	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
