id	source	module	start_line	end_line	kind	attributes	flags	disposition	text
K0391	/candidate/reference-semantics/semantics/core.k	MPY-CORE	69	69	rule			fixed-supplied-semantics	  rule isRefV(ref(_:Int)) => true
K0392	/candidate/reference-semantics/semantics/core.k	MPY-CORE	70	74	rule	owise	owise	fixed-supplied-semantics	"  rule isRefV(_:Val)      => false [owise]

  // closure cells (Python-faithful capture): the heap holds cellV(V); a
  // cellRef surfacing as the k-redex reads through (lookup is the only use —
  // cellRefs never escape to user-visible values)"
K0393	/candidate/reference-semantics/semantics/core.k	MPY-CORE	75	75	syntax			fixed-supplied-semantics	  syntax HeapVal ::= cellV(Val)
K0394	/candidate/reference-semantics/semantics/core.k	MPY-CORE	76	76	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isCellRef(Val) [function, total]
K0395	/candidate/reference-semantics/semantics/core.k	MPY-CORE	77	77	rule			fixed-supplied-semantics	  rule isCellRef(cellRef(_:Int)) => true
K0396	/candidate/reference-semantics/semantics/core.k	MPY-CORE	78	84	rule	owise	owise	fixed-supplied-semantics	"  rule isCellRef(_:Val)          => false [owise]
  // k-top deref for cell-bound reads surfacing INSIDE the annotated frame
  // (AugAssign's in-place read and friends). The ""$cells"" guard keeps this
  // DECIDABLY inapplicable in plain frames — an unguarded rule lets the
  // prover narrow abstract k-top values into cellRef junk (probed on
  // 26-remove-duplicates). Cross-frame reads (a comprehension closure
  // reading the enclosing function's cellvar) deref inside #look instead."
K0397	/candidate/reference-semantics/semantics/core.k	MPY-CORE	85	88	rule			fixed-supplied-semantics	"  rule <k> cellRef(H:Int) => V ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map, _) ... </scopes>
       <heap> ... H |-> cellV(V:Val) ... </heap>"
K0398	/candidate/reference-semantics/semantics/core.k	MPY-CORE	89	94	requires	priority(40)	priority	fixed-supplied-semantics	"       requires ""$cells"" in_keys(M)
       [priority(40)]

  // write through a cell (Assign / #bindP / #bindTgt dispatch here on
  // cell-bound names)
  // a keyword argument cools to a TAGGED value (consumed by kw-aware builtins)"
K0399	/candidate/reference-semantics/semantics/core.k	MPY-CORE	95	95	syntax			fixed-supplied-semantics	  syntax Val ::= kwV(String, Val)
K0400	/candidate/reference-semantics/semantics/core.k	MPY-CORE	96	96	syntax			fixed-supplied-semantics	  syntax KItem ::= #kwTag(String)
K0401	/candidate/reference-semantics/semantics/core.k	MPY-CORE	97	97	rule			fixed-supplied-semantics	  rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0402	/candidate/reference-semantics/semantics/core.k	MPY-CORE	98	98	rule			fixed-supplied-semantics	  rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k>
K0403	/candidate/reference-semantics/semantics/core.k	MPY-CORE	99	99	requires			fixed-supplied-semantics	       requires notBool isKwV(V)
K0404	/candidate/reference-semantics/semantics/core.k	MPY-CORE	100	100	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= isKwV(Val) [function, total]
K0405	/candidate/reference-semantics/semantics/core.k	MPY-CORE	101	101	rule			fixed-supplied-semantics	  rule isKwV(kwV(_:String, _:Val)) => true
K0406	/candidate/reference-semantics/semantics/core.k	MPY-CORE	102	105	rule	owise	owise	fixed-supplied-semantics	"  rule isKwV(_:Val)                => false [owise]

  // the frame marker carries the CONCRETE cellvar list, so cell-write dispatch
  // decides by pnMember even over an abstract frame rest (no prover branching)"
K0407	/candidate/reference-semantics/semantics/core.k	MPY-CORE	106	106	syntax			fixed-supplied-semantics	  syntax Val ::= cellsMark(ParamNames)
K0408	/candidate/reference-semantics/semantics/core.k	MPY-CORE	107	107	syntax	function	function	fixed-supplied-semantics	  syntax ParamNames ::= cellsOf(Val) [function]
K0409	/candidate/reference-semantics/semantics/core.k	MPY-CORE	108	108	rule			fixed-supplied-semantics	  rule cellsOf(cellsMark(CVS:ParamNames)) => CVS
K0410	/candidate/reference-semantics/semantics/core.k	MPY-CORE	109	109	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Bool ::= pnMember(String, ParamNames) [function, total]
K0411	/candidate/reference-semantics/semantics/core.k	MPY-CORE	110	110	rule			fixed-supplied-semantics	  rule pnMember(_:String, .ParamNames) => false
K0412	/candidate/reference-semantics/semantics/core.k	MPY-CORE	111	111	rule			fixed-supplied-semantics	  rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)
K0413	/candidate/reference-semantics/semantics/core.k	MPY-CORE	113	113	syntax			fixed-supplied-semantics	  syntax KItem ::= #cellW(Val, Val)
K0414	/candidate/reference-semantics/semantics/core.k	MPY-CORE	114	115	rule			fixed-supplied-semantics	"  rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k>
       <heap> ... H |-> cellV(_:Val => V) ... </heap>"
K0415	/candidate/reference-semantics/semantics/core.k	MPY-CORE	117	117	syntax			fixed-supplied-semantics	  syntax KItem ::= #alloc(Val)
K0416	/candidate/reference-semantics/semantics/core.k	MPY-CORE	118	120	rule			fixed-supplied-semantics	"  rule <k> #alloc(V:Val) => ref(N) ... </k>
       <heap>    H:Map => (N |-> V) H </heap>
       <heapLoc> N:Int => N +Int 1 </heapLoc>"
K0417	/candidate/reference-semantics/semantics/core.k	MPY-CORE	121	123	requires			fixed-supplied-semantics	"       requires notBool N in_keys(H)

  // ==== module load + statement sequencing =================================="
K0418	/candidate/reference-semantics/semantics/core.k	MPY-CORE	124	124	syntax			fixed-supplied-semantics	  syntax KItem ::= #loadAll(Module)
K0419	/candidate/reference-semantics/semantics/core.k	MPY-CORE	125	125	rule			fixed-supplied-semantics	  rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0420	/candidate/reference-semantics/semantics/core.k	MPY-CORE	126	126	rule			fixed-supplied-semantics	  rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0421	/candidate/reference-semantics/semantics/core.k	MPY-CORE	127	129	rule			fixed-supplied-semantics	"  rule <k> .Stmts => .K ... </k>

  // ==== Name lookup (walk the scope chain; builtins live in the -1 scope) ===="
K0422	/candidate/reference-semantics/semantics/core.k	MPY-CORE	130	130	syntax			fixed-supplied-semantics	  syntax KItem ::= #look(String, Int)
K0423	/candidate/reference-semantics/semantics/core.k	MPY-CORE	131	131	rule			fixed-supplied-semantics	  rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0424	/candidate/reference-semantics/semantics/core.k	MPY-CORE	132	133	rule	X		fixed-supplied-semantics	"  rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k>
       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>"
K0425	/candidate/reference-semantics/semantics/core.k	MPY-CORE	134	144	requires			fixed-supplied-semantics	"       requires X in_keys(M)
  // a SYNTACTICALLY cell-bound name reads through the heap cell AT THE
  // LOOKUP (higher priority beats the plain return above on concrete cell
  // bindings; abstract claim values take the plain rule unchanged) — this
  // covers cross-frame cell reads (a comprehension closure reading the
  // enclosing function's cellvar) without a narrowing-prone k-top redex
  // guarded on the FOUND frame's DECLARED cellvars (pnMember over the
  // cellsMark): decidable for every concrete frame pin — plain frames and
  // non-cell names prune outright, so an abstract looked-up value never
  // drags a narrowing cellV heap match along (probed on 5-intersperse and
  // Q4's abstract `numbers` in the annotated frame)"
K0426	/candidate/reference-semantics/semantics/core.k	MPY-CORE	145	147	rule			fixed-supplied-semantics	"  rule <k> #look(X:String, L:Int) => V ... </k>
       <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes>
       <heap> ... H |-> cellV(V:Val) ... </heap>"
K0427	/candidate/reference-semantics/semantics/core.k	MPY-CORE	148	151	requires	"""$cells""; X; priority(40)"	priority	fixed-supplied-semantics	"       requires X in_keys(M) andBool ""$cells"" in_keys(M)
        andBool pnMember(X, cellsOf({M[""$cells""]}:>Val))
        andBool {M[X]}:>Val ==K cellRef(H)
       [priority(40)]"
K0428	/candidate/reference-semantics/semantics/core.k	MPY-CORE	152	153	rule			fixed-supplied-semantics	"  rule <k> #look(X:String, L:Int) => #look(X, P) ... </k>
       <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes>"
K0429	/candidate/reference-semantics/semantics/core.k	MPY-CORE	154	156	requires			fixed-supplied-semantics	"       requires notBool (X in_keys(M))

  // the ONE predefined builtins scope (the -1 frame; claims write `-1 |-> builtinsScope`)"
K0430	/candidate/reference-semantics/semantics/core.k	MPY-CORE	157	157	syntax	function, total	function,total	fixed-supplied-semantics	"  syntax Scope ::= ""builtinsScope"" [function, total]"
K0431	/candidate/reference-semantics/semantics/core.k	MPY-CORE	158	184	rule	" ""len""    <- builtinV(""len"")    ;  ""set""    <- builtinV(""set"")    ;  ""sum""    <- builtinV(""sum"")    ;  ""abs""    <- builtinV(""abs"")    ;  ""min""    <- builtinV(""min"")    ;  ""max""    <- builtinV(""max"")    ;  ""ord""    <- builtinV(""ord"")    ;  ""chr""    <- builtinV(""chr"")    ;  ""range""  <- builtinV(""range"")  ;  ""all""    <- builtinV(""all"")    ;  ""any""    <- builtinV(""any"")    ;  ""zip""    <- builtinV(""zip"")    ;  ""isinstance"" <- builtinV(""isinstance"") ;  ""sorted"" <- builtinV(""sorted"") ;  ""list""   <- builtinV(""list"")   ;  ""round""  <- builtinV(""round"")  ;  ""bin""    <- builtinV(""bin"")    ;  ""enumerate"" <- builtinV(""enumerate"") ;  ""map""    <- builtinV(""map"")    ;  ""eval""   <- builtinV(""eval"")   ;  ""int""    <- typeV(""int"")       ;  ""str""    <- typeV(""str"")       ;  ""float""  <- typeV(""float"")     "		fixed-supplied-semantics	"  rule builtinsScope
    => scope(.Map [ ""len""    <- builtinV(""len"")    ]
                  [ ""set""    <- builtinV(""set"")    ]
                  [ ""sum""    <- builtinV(""sum"")    ]
                  [ ""abs""    <- builtinV(""abs"")    ]
                  [ ""min""    <- builtinV(""min"")    ]
                  [ ""max""    <- builtinV(""max"")    ]
                  [ ""ord""    <- builtinV(""ord"")    ]
                  [ ""chr""    <- builtinV(""chr"")    ]
                  [ ""range""  <- builtinV(""range"")  ]
                  [ ""all""    <- builtinV(""all"")    ]
                  [ ""any""    <- builtinV(""any"")    ]
                  [ ""zip""    <- builtinV(""zip"")    ]
                  [ ""isinstance"" <- builtinV(""isinstance"") ]
                  [ ""sorted"" <- builtinV(""sorted"") ]
                  [ ""list""   <- builtinV(""list"")   ]
                  [ ""round""  <- builtinV(""round"")  ]
                  [ ""bin""    <- builtinV(""bin"")    ]
                  [ ""enumerate"" <- builtinV(""enumerate"") ]
                  [ ""map""    <- builtinV(""map"")    ]
                  [ ""eval""   <- builtinV(""eval"")   ]
                  [ ""int""    <- typeV(""int"")       ]
                  [ ""str""    <- typeV(""str"")       ]
                  [ ""float""  <- typeV(""float"")     ], root)

  // ==== argument/element evaluation: ONE left-to-right loop, tagged by destination ==
  // (list/tuple literals and calls all use it; modules extend ApplyK with their tags)"
K0432	/candidate/reference-semantics/semantics/core.k	MPY-CORE	185	185	syntax			fixed-supplied-semantics	  syntax ApplyK ::= toCall(Val)
K0433	/candidate/reference-semantics/semantics/core.k	MPY-CORE	186	188	syntax			fixed-supplied-semantics	"  syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK)
                  | #evalArgCont(Exprs, Vals, ApplyK)
                  | #applyK(ApplyK, Vals)"
K0434	/candidate/reference-semantics/semantics/core.k	MPY-CORE	189	189	rule			fixed-supplied-semantics	  rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0435	/candidate/reference-semantics/semantics/core.k	MPY-CORE	190	190	rule			fixed-supplied-semantics	  rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0436	/candidate/reference-semantics/semantics/core.k	MPY-CORE	191	193	rule			fixed-supplied-semantics	"  rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>

  // ==== Int / Bool / None literals =========================================="
K0437	/candidate/reference-semantics/semantics/core.k	MPY-CORE	194	194	rule			fixed-supplied-semantics	  rule <k> Int(I:Int)   => I ... </k>
K0438	/candidate/reference-semantics/semantics/core.k	MPY-CORE	195	195	rule			fixed-supplied-semantics	  rule <k> Bool(B:Bool) => B ... </k>
K0439	/candidate/reference-semantics/semantics/core.k	MPY-CORE	196	198	rule			fixed-supplied-semantics	"  rule <k> NoneVal      => noneV ... </k>

  // ==== truthy (If, Assert, BoolOp, IfExp, not, While) ======================"
K0440	/candidate/reference-semantics/semantics/core.k	MPY-CORE	199	199	syntax	function	function	fixed-supplied-semantics	  syntax Bool ::= truthy(Val) [function]
K0441	/candidate/reference-semantics/semantics/core.k	MPY-CORE	200	200	rule			fixed-supplied-semantics	  rule truthy(B:Bool)          => B
K0442	/candidate/reference-semantics/semantics/core.k	MPY-CORE	201	201	rule			fixed-supplied-semantics	  rule truthy(noneV)           => false
K0443	/candidate/reference-semantics/semantics/core.k	MPY-CORE	202	202	rule			fixed-supplied-semantics	  rule truthy(I:Int)           => I =/=Int 0
K0444	/candidate/reference-semantics/semantics/core.k	MPY-CORE	203	203	rule			fixed-supplied-semantics	  rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
K0445	/candidate/reference-semantics/semantics/core.k	MPY-CORE	204	204	rule			fixed-supplied-semantics	  rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
K0446	/candidate/reference-semantics/semantics/core.k	MPY-CORE	205	207	rule			fixed-supplied-semantics	"  rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)

  // ==== extensible operator dispatch (cases added by the construct modules) =="
K0447	/candidate/reference-semantics/semantics/core.k	MPY-CORE	208	208	syntax	function	function	fixed-supplied-semantics	  syntax Val  ::= applyUn(String, Val) [function]
K0448	/candidate/reference-semantics/semantics/core.k	MPY-CORE	209	209	syntax	function	function	fixed-supplied-semantics	  syntax Val  ::= applyBin(String, Val, Val) [function]
K0449	/candidate/reference-semantics/semantics/core.k	MPY-CORE	210	212	syntax	function	function	fixed-supplied-semantics	"  syntax Bool ::= applyCmp(String, Val, Val) [function]

  // ==== shared list helpers ================================================="
K0450	/candidate/reference-semantics/semantics/core.k	MPY-CORE	213	213	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Vals ::= appendVal(Vals, Val) [function, total]
K0451	/candidate/reference-semantics/semantics/core.k	MPY-CORE	214	214	rule			fixed-supplied-semantics	  rule appendVal(.Vals, V:Val)              => V , .Vals
K0452	/candidate/reference-semantics/semantics/core.k	MPY-CORE	215	215	rule			fixed-supplied-semantics	  rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
K0453	/candidate/reference-semantics/semantics/core.k	MPY-CORE	217	217	syntax	function, total	function,total	fixed-supplied-semantics	  syntax ValSeq ::= vals2valSeq(Vals) [function, total]
K0454	/candidate/reference-semantics/semantics/core.k	MPY-CORE	218	218	rule			fixed-supplied-semantics	  rule vals2valSeq(.Vals)            => .ValSeq
K0455	/candidate/reference-semantics/semantics/core.k	MPY-CORE	219	222	rule			fixed-supplied-semantics	"  rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))

  // ==== shared sequence length (len / summaries across many modules) ========
  // (positional access valSeqAt/intSeqAt + normIdx live in subscript.k)"
K0456	/candidate/reference-semantics/semantics/core.k	MPY-CORE	223	223	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= vsLen(ValSeq) [function, total]
K0457	/candidate/reference-semantics/semantics/core.k	MPY-CORE	224	224	rule			fixed-supplied-semantics	  rule vsLen(.ValSeq)                => 0
K0458	/candidate/reference-semantics/semantics/core.k	MPY-CORE	225	225	rule			fixed-supplied-semantics	  rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
K0459	/candidate/reference-semantics/semantics/core.k	MPY-CORE	227	227	syntax	function, total	function,total	fixed-supplied-semantics	  syntax Int ::= isLen(IntSeq) [function, total]
K0460	/candidate/reference-semantics/semantics/core.k	MPY-CORE	228	228	rule			fixed-supplied-semantics	  rule isLen(.IntSeq)                => 0
K0461	/candidate/reference-semantics/semantics/core.k	MPY-CORE	229	232	rule			fixed-supplied-semantics	"  rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)

  // in-bounds positional write (list subscript-assign); OOB leaves the seq unchanged
  // (valid programs write in-bounds — mirrors valSeqAt's total-but-underspecified stance)"
K0462	/candidate/reference-semantics/semantics/core.k	MPY-CORE	233	233	syntax	function, total	function,total	fixed-supplied-semantics	  syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
K0463	/candidate/reference-semantics/semantics/core.k	MPY-CORE	234	234	rule			fixed-supplied-semantics	  rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
K0464	/candidate/reference-semantics/semantics/core.k	MPY-CORE	235	235	rule			fixed-supplied-semantics	  rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
