file	line	category	decision	declaration	rationale
reference-semantics/semantics/controls.k	65	syntax	OUTSIDE_REACHABLE_PATH	"syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | ""#cont"" | ""#brk"""	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	69	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	71	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	72	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	73	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	77	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	78	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	79	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	81	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	85	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	86	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> Continue => #cont ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	87	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> Break => #brk ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	88	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	89	operational-rule[owise]	OUTSIDE_REACHABLE_PATH	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	90	operational-rule	OUTSIDE_REACHABLE_PATH	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	91	operational-rule[owise]	OUTSIDE_REACHABLE_PATH	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	95	operational-rule[priority]	OUTSIDE_REACHABLE_PATH	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	98	operational-rule[priority]	OUTSIDE_REACHABLE_PATH	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	101	operational-rule[priority]	OUTSIDE_REACHABLE_PATH	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	106	operational-rule[priority]	OUTSIDE_REACHABLE_PATH	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/controls.k	109	endmodule	STRUCTURAL	endmodule	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	3	module	STRUCTURAL	module MPY-CORE	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	4	imports	STRUCTURAL	imports MPY-SYNTAX	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	5	imports	STRUCTURAL	imports INT	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	6	imports	STRUCTURAL	imports BOOL	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	7	imports	STRUCTURAL	imports STRING	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	8	imports	STRUCTURAL	imports MAP	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	9	imports	STRUCTURAL	imports LIST	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	10	imports	STRUCTURAL	imports K-EQUAL	Module/import structure; no rewrite conclusion.
reference-semantics/semantics/core.k	13	syntax	OUTSIDE_REACHABLE_PATH	"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	14	syntax	ACCEPTED_FIXED_PATH	"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	15	syntax	OUTSIDE_REACHABLE_PATH	syntax Str    ::= str(IntSeq)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	18	syntax	OUTSIDE_REACHABLE_PATH	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	25	syntax[function]	ACCEPTED_FIXED_PATH	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	36	syntax	OUTSIDE_REACHABLE_PATH	"syntax Parent   ::= ""root"" | parent(Int)"	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	37	syntax	ACCEPTED_FIXED_PATH	syntax Scope    ::= scope(Map, Parent)	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	38	syntax	ACCEPTED_FIXED_PATH	syntax KResult  ::= Val	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	39	syntax	ACCEPTED_FIXED_PATH	syntax Expr     ::= Val   // cooling puts results back into expression holes	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	40	syntax	ACCEPTED_FIXED_PATH	"syntax Vals     ::= List{Val, "",""}"	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	41	syntax	ACCEPTED_FIXED_PATH	"syntax Exc      ::= ""NoExc"" | ""AssertionError"""	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	42	syntax	ACCEPTED_FIXED_PATH	"syntax RetState ::= ""noRet"" | retV(Val)"	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	49	configuration	ACCEPTED_FIXED_PATH	"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	68	syntax[function,total]	ACCEPTED_FIXED_PATH	syntax Bool ::= isRefV(Val) [function, total]	Reachable fixed-semantics declaration/rule on the exact constructor path; guard/overlap/state footprint reviewed and ground-executed.
reference-semantics/semantics/core.k	69	equational-rule	OUTSIDE_REACHABLE_PATH	rule isRefV(ref(_:Int)) => true	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	70	equational-rule[owise]	OUTSIDE_REACHABLE_PATH	rule isRefV(_:Val)      => false [owise]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	75	syntax	OUTSIDE_REACHABLE_PATH	syntax HeapVal ::= cellV(Val)	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	76	syntax[function,total]	OUTSIDE_REACHABLE_PATH	syntax Bool ::= isCellRef(Val) [function, total]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	77	equational-rule	OUTSIDE_REACHABLE_PATH	rule isCellRef(cellRef(_:Int)) => true	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/core.k	78	equational-rule[owise]	OUTSIDE_REACHABLE_PATH	rule isCellRef(_:Val)          => false [owise]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
