id	kind	classification	source	line	module	attrs	static_decision	text
K-0322	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	118	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #alloc(V:Val) => ref(N) ... </k> <heap> H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)
K-0323	syntax	syntax_declaration	/reference/reference-semantics/semantics/core.k	124	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #loadAll(Module)
K-0324	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	125	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K-0325	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	126	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K-0326	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	127	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> .Stmts => .K ... </k>
K-0327	syntax	syntax_declaration	/reference/reference-semantics/semantics/core.k	130	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #look(String, Int)
K-0328	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	131	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K-0329	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	132	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
K-0330	rule	priority_rule	/reference/reference-semantics/semantics/core.k	145	MPY-CORE	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"
K-0331	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	152	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
K-0332	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/core.k	157	MPY-CORE	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Scope ::= ""builtinsScope"" [function, total]"
K-0333	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	158	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule builtinsScope => scope(.Map [ ""len"" <- builtinV(""len"") ] [ ""set"" <- builtinV(""set"") ] [ ""sum"" <- builtinV(""sum"") ] [ ""abs"" <- builtinV(""abs"") ] [ ""min"" <- builtinV(""min"") ] [ ""max"" <- builtinV(""max"") ] [ ""ord"" <- builtinV(""ord"") ] [ ""chr"" <- builtinV(""chr"") ] [ ""range"" <- builtinV(""range"") ] [ ""all"" <- builtinV(""all"") ] [ ""any"" <- builtinV(""any"") ] [ ""zip"" <- builtinV(""zip"") ] [ ""isinstance"" <- builtinV(""isinstance"") ] [ ""sorted"" <- builtinV(""sorted"") ] [ ""list"" <- builtinV(""list"") ] [ ""round"" <- builtinV(""round"") ] [ ""bin"" <- builtinV(""bin"") ] [ ""enumerate"" <- builtinV(""enumerate"") ] [ ""map"" <- builtinV(""map"") ] [ ""eval"" <- builtinV(""eval"") ] [ ""int"" <- typeV(""int"") ] [ ""str"" <- typeV(""str"") ] [ ""float"" <- typeV(""float"") ], root)"
K-0334	syntax	syntax_declaration	/reference/reference-semantics/semantics/core.k	185	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ApplyK ::= toCall(Val)
K-0335	syntax	syntax_declaration	/reference/reference-semantics/semantics/core.k	186	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K-0336	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	189	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K-0337	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	190	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K-0338	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	191	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
K-0339	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	194	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Int(I:Int) => I ... </k>
K-0340	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	195	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Bool(B:Bool) => B ... </k>
K-0341	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	196	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> NoneVal => noneV ... </k>
K-0342	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/core.k	199	MPY-CORE	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= truthy(Val) [function]
K-0343	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	200	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule truthy(B:Bool) => B
K-0344	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	201	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule truthy(noneV) => false
K-0345	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	202	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule truthy(I:Int) => I =/=Int 0
K-0346	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	203	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule truthy(str(S:IntSeq)) => notBool (S ==K .IntSeq)
K-0347	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	204	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule truthy(list(V:ValSeq)) => notBool (V ==K .ValSeq)
K-0348	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	205	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
K-0349	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/core.k	208	MPY-CORE	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= applyUn(String, Val) [function]
K-0350	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/core.k	209	MPY-CORE	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= applyBin(String, Val, Val) [function]
K-0351	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/core.k	210	MPY-CORE	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= applyCmp(String, Val, Val) [function]
K-0352	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/core.k	213	MPY-CORE	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Vals ::= appendVal(Vals, Val) [function, total]
K-0353	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	214	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule appendVal(.Vals, V:Val) => V , .Vals
K-0354	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	215	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule appendVal((V0:Val, VS:Vals), V:Val) => V0 , appendVal(VS, V)
K-0355	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/core.k	217	MPY-CORE	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
K-0356	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	218	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule vals2valSeq(.Vals) => .ValSeq
K-0357	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	219	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
K-0358	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/core.k	223	MPY-CORE	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= vsLen(ValSeq) [function, total]
K-0359	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	224	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule vsLen(.ValSeq) => 0
K-0360	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	225	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
K-0361	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/core.k	227	MPY-CORE	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= isLen(IntSeq) [function, total]
K-0362	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	228	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isLen(.IntSeq) => 0
K-0363	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	229	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
K-0364	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/core.k	233	MPY-CORE	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
K-0365	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	234	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule setVSAt(.ValSeq, _:Int, _:Val) => .ValSeq
K-0366	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	235	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val) => vCons(V, S)
K-0367	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	236	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
K-0368	rule	ordinary_rule	/reference/reference-semantics/semantics/core.k	238	MPY-CORE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule setVSAt(VS:ValSeq, I:Int, _:Val) => VS requires I <Int 0
K-0369	syntax	syntax_declaration	/reference/reference-semantics/semantics/dict.k	20	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= dictV(ValSeq, ValSeq)
K-0370	syntax	syntax_declaration	/reference/reference-semantics/semantics/dict.k	23	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K-0371	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	26	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K-0372	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	27	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K-0373	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	28	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K-0374	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	30	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K-0375	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	32	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
K-0376	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/dict.k	37	MPY-DICT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K-0377	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	38	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dHasKey(.ValSeq, _:Val) => false
K-0378	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	39	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true requires A ==K K
K-0379	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	40	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
K-0380	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/dict.k	43	MPY-DICT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
K-0381	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	44	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dPutK(KS:ValSeq, K:Val) => KS requires dHasKey(KS, K)
K-0382	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	45	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
K-0383	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/dict.k	49	MPY-DICT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
K-0384	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	50	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val) => vCons(V, VR) requires A ==K K
K-0385	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	52	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
K-0386	rule	owise_rule	/reference/reference-semantics/semantics/dict.k	54	MPY-DICT	owise	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
K-0387	rule	priority_rule	/reference/reference-semantics/semantics/dict.k	58	MPY-DICT	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), ""keys"")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]"
K-0388	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	63	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
K-0389	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/dict.k	64	MPY-DICT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= applyIndexD(Val, Val) [function]
K-0390	rule	priority_rule	/reference/reference-semantics/semantics/dict.k	65	MPY-DICT	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
K-0391	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/dict.k	70	MPY-DICT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= dictSet(Val, Val, Val) [function]
K-0392	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	71	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
K-0393	syntax	syntax_declaration	/reference/reference-semantics/semantics/dict.k	76	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #dsetK(String, Val)
K-0394	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	77	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
K-0395	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	78	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
K-0396	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	82	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
K-0397	syntax	syntax_declaration	/reference/reference-semantics/semantics/dict.k	86	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #dsetV(Val, Val, Val)
K-0398	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	87	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
K-0399	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/dict.k	90	MPY-DICT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= normIdxD(Int, Int) [function, total]
K-0400	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	91	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
K-0401	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	92	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule normIdxD(I:Int, _:Int) => I requires I >=Int 0
K-0402	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	95	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)"
K-0403	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/dict.k	97	MPY-DICT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
K-0404	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	98	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
K-0405	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	99	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
K-0406	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/dict.k	101	MPY-DICT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
K-0407	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	102	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B requires A ==K K
K-0408	rule	ordinary_rule	/reference/reference-semantics/semantics/dict.k	103	MPY-DICT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
K-0409	syntax	syntax_declaration	/reference/reference-semantics/semantics/float.k	20	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Val ::= Float
K-0410	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	21	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Float(F:Float) => F ... </k>
K-0411	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/float.k	24	MPY-FLOAT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K-0412	rule	concrete_equation	/reference/reference-semantics/semantics/float.k	25	MPY-FLOAT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
K-0413	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	27	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""/"", I:Int, F:Float) => intFloatDiv(I, F)"
K-0414	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/float.k	30	MPY-FLOAT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
K-0415	rule	concrete_equation	/reference/reference-semantics/semantics/float.k	31	MPY-FLOAT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
K-0416	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	32	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""/"", I1:Int, I2:Int) => divII(I1, I2)"
K-0417	syntax	syntax_declaration+function+total+symbol+no-evaluators	/reference/reference-semantics/semantics/float.k	37	MPY-FLOAT	function,total,symbol,no-evaluators	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K-0418	rule	concrete_equation	/reference/reference-semantics/semantics/float.k	38	MPY-FLOAT	concrete	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
K-0419	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	39	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyBin(""%"", F1:Float, F2:Float) => floatMod(F1, F2)"
K-0420	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	43	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", F1:Float, F2:Float) => F1 ==Float F2"
K-0421	rule	ordinary_rule	/reference/reference-semantics/semantics/float.k	44	MPY-FLOAT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", F1:Float, F2:Float) => notBool (F1 ==Float F2)"
