# Exhaustive local K declaration and rule inventory
# disposition meanings:
#   USED_PATH_REVIEWED: reached by the submitted Module or by the candidate Call claim
#   FIXED_UNUSED_NO_FALSE_WITNESS: supplied baseline declaration/rule not reached here;
#     no concrete or symbolic false-conclusion witness was found in this audit
#   LOCAL_CLAIM_REVIEWED: candidate reachability claim, reviewed separately for adequacy

## FILE semantics.k declarations=0
(no local syntax, rules, claims, contexts, or configuration)

## FILE semantics/assert.k declarations=3
semantics/assert.k:6 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Assert(V:Val) => .K ... </k>
semantics/core.k:223 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= vsLen(ValSeq) [function, total]
semantics/core.k:224 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule vsLen(.ValSeq)                => 0
semantics/core.k:225 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
semantics/core.k:227 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= isLen(IntSeq) [function, total]
semantics/core.k:228 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule isLen(.IntSeq)                => 0
semantics/core.k:229 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
semantics/core.k:233 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
semantics/core.k:234 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
semantics/core.k:235 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
semantics/core.k:236 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V))
semantics/core.k:238 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS

## FILE semantics/dict.k declarations=40
semantics/dict.k:20 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= dictV(ValSeq, ValSeq)
semantics/dict.k:23 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
semantics/dict.k:26 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
semantics/dict.k:27 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
semantics/dict.k:28 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
semantics/dict.k:30 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
semantics/dict.k:32 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
semantics/dict.k:37 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
semantics/dict.k:38 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dHasKey(.ValSeq, _:Val)                => false
semantics/dict.k:39 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
semantics/dict.k:40 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
semantics/dict.k:43 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
semantics/dict.k:44 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
semantics/dict.k:45 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
semantics/dict.k:49 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
semantics/dict.k:50 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR)
semantics/dict.k:52 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V))
semantics/dict.k:54 | kind=rule | classes=ordinary_semantic_rule,owise_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
semantics/dict.k:58 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
semantics/dict.k:63 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
semantics/dict.k:64 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= applyIndexD(Val, Val) [function]
semantics/dict.k:65 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
semantics/dict.k:70 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= dictSet(Val, Val, Val) [function]
semantics/dict.k:71 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
semantics/dict.k:76 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #dsetK(String, Val)
semantics/dict.k:77 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
semantics/dict.k:78 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes>
semantics/dict.k:82 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes>
semantics/dict.k:86 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #dsetV(Val, Val, Val)
semantics/dict.k:87 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
semantics/dict.k:90 | kind=syntax | classes=syntax_declaration,function,total | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= normIdxD(Int, Int) [function, total]
semantics/dict.k:91 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
semantics/dict.k:92 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
semantics/dict.k:95 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
semantics/dict.k:97 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
semantics/dict.k:98 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
semantics/dict.k:99 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
semantics/dict.k:101 | kind=syntax | classes=syntax_declaration,function | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
semantics/dict.k:102 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
semantics/dict.k:103 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)

## FILE semantics/float.k declarations=155
semantics/float.k:20 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Val ::= Float
semantics/float.k:21 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (Float(1.0) literal) | rule <k> Float(F:Float) => F ... </k>
semantics/float.k:24 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
semantics/float.k:25 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
semantics/float.k:27 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
semantics/float.k:30 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
semantics/float.k:31 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
semantics/float.k:32 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
semantics/float.k:37 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
semantics/float.k:38 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=USED_PATH_REVIEWED (LLVM-only concrete floatMod equation) | rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
semantics/float.k:39 | kind=rule | classes=ordinary_semantic_rule | disposition=USED_PATH_REVIEWED (float percent dispatch to opaque floatMod) | rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
semantics/float.k:43 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
semantics/float.k:44 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
semantics/float.k:50 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
semantics/float.k:51 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
semantics/float.k:52 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
semantics/float.k:54 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
semantics/float.k:55 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule absF(F:Float) => absFloat(F) [concrete]
semantics/float.k:56 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
semantics/float.k:61 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Import(_:String) => .K ... </k>
semantics/float.k:65 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= "#mathCeil"
semantics/float.k:66 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Call(Attribute(Name("math"), "ceil"), (E:Expr, .Exprs)) => E ~> #mathCeil ... </k> [priority(40)]
semantics/float.k:67 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> V:Val ~> #mathCeil => ceilF(V) ... </k>
semantics/float.k:70 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= "#mathFloor"
semantics/float.k:71 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Call(Attribute(Name("math"), "floor"), (E:Expr, .Exprs)) => E ~> #mathFloor ... </k> [priority(40)]
semantics/float.k:72 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> V:Val ~> #mathFloor => floorFI(V) ... </k>
semantics/float.k:73 | kind=syntax | classes=syntax_declaration,function,total,named_symbol | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= floorFI(Val) [function, total, symbol(floorFI)]
semantics/float.k:74 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule floorFI(I:Int)   => I                        [concrete]
semantics/float.k:75 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule floorFI(F:Float) => Float2Int(floorFloat(F)) [concrete]
semantics/float.k:78 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("floor", V:Val, .Vals) => floorFI(V)
semantics/float.k:79 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBuiltin("ceil",  V:Val, .Vals) => ceilF(V)
semantics/float.k:82 | kind=syntax | classes=syntax_declaration | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax KItem ::= #mathPow1(Expr) | #mathPow2(Val)
semantics/float.k:83 | kind=rule | classes=ordinary_semantic_rule,priority_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> Call(Attribute(Name("math"), "pow"), (E1:Expr, E2:Expr, .Exprs)) => E1 ~> #mathPow1(E2) ... </k> [priority(40)]
semantics/float.k:84 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> V1:Val ~> #mathPow1(E2:Expr) => E2 ~> #mathPow2(V1) ... </k>
semantics/float.k:85 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule <k> V2:Val ~> #mathPow2(V1:Val) => powF(toF(V1), toF(V2)) ... </k>
semantics/float.k:86 | kind=syntax | classes=syntax_declaration,function,total,named_symbol | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= toF(Val) [function, total, symbol(toF)]
semantics/float.k:87 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule toF(F:Float) => F        [concrete]
semantics/float.k:88 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule toF(I:Int)   => intToF(I) [concrete]
semantics/float.k:93 | kind=syntax | classes=syntax_declaration,function,total,named_symbol | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Int ::= ceilF(Val) [function, total, symbol(ceilF)]
semantics/float.k:94 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule ceilF(I:Int)   => I                       [concrete]
semantics/float.k:95 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule ceilF(F:Float) => Float2Int(ceilFloat(F)) [concrete]
semantics/float.k:99 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyUn("-", F:Float) => 0.0 -Float F
semantics/float.k:103 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= subF(Float, Float) [function, total, symbol(subF), no-evaluators]
semantics/float.k:104 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule subF(F1:Float, F2:Float) => F1 -Float F2 [concrete]
semantics/float.k:105 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("-", F1:Float, F2:Float) => subF(F1, F2)
semantics/float.k:107 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= divF(Float, Float) [function, total, symbol(divF), no-evaluators]
semantics/float.k:108 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule divF(F1:Float, F2:Float) => F1 /Float F2 [concrete]
semantics/float.k:109 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("/", F1:Float, F2:Float) => divF(F1, F2)
semantics/float.k:111 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= addF(Float, Float) [function, total, symbol(addF), no-evaluators]
semantics/float.k:112 | kind=rule | classes=ordinary_semantic_rule,concrete_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule addF(F1:Float, F2:Float) => F1 +Float F2 [concrete]
semantics/float.k:113 | kind=rule | classes=ordinary_semantic_rule | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | rule applyBin("+", F1:Float, F2:Float) => addF(F1, F2)
semantics/float.k:115 | kind=syntax | classes=syntax_declaration,function,total,named_symbol,opaque_no_evaluators | disposition=FIXED_UNUSED_NO_FALSE_WITNESS | syntax Float ::= mulF(Float, Float) [function, total, symbol(mulF), no-evaluators]
