source	line	kind	attributes	origin_review_class	declaration
reference-semantics/semantics/sort.k	49	syntax	function,total,symbol,no-evaluators	SUPPLIED_BASE	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
reference-semantics/semantics/sort.k	51	syntax	function,total	SUPPLIED_BASE	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/sort.k	53	rule	-	SUPPLIED_BASE	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
reference-semantics/semantics/sort.k	54	rule	-	SUPPLIED_BASE	rule revVSAcc(.ValSeq, A:ValSeq) => A
reference-semantics/semantics/sort.k	55	rule	-	SUPPLIED_BASE	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
reference-semantics/semantics/sort.k	57	syntax	function,total	SUPPLIED_BASE	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
reference-semantics/semantics/sort.k	58	rule	-	SUPPLIED_BASE	rule condRev(S:ValSeq, false) => S
reference-semantics/semantics/sort.k	59	rule	-	SUPPLIED_BASE	rule condRev(S:ValSeq, true)  => revVS(S)
reference-semantics/semantics/sort.k	61	rule	-	SUPPLIED_BASE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
reference-semantics/semantics/sort.k	63	rule	-	SUPPLIED_BASE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
reference-semantics/semantics/sort.k	65	rule	-	SUPPLIED_BASE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
reference-semantics/semantics/sort.k	72	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/str.k	3	module	-	SUPPLIED_BASE	module MPY-STR
reference-semantics/semantics/str.k	4	imports	-	SUPPLIED_BASE	imports MPY-CORE
reference-semantics/semantics/str.k	5	imports	-	SUPPLIED_BASE	imports MPY-ITER
reference-semantics/semantics/str.k	8	rule	-	SUPPLIED_BASE	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
reference-semantics/semantics/str.k	9	rule	-	SUPPLIED_BASE	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
reference-semantics/semantics/str.k	13	syntax	function	SUPPLIED_BASE	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	14	rule	-	SUPPLIED_BASE	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	15	rule	-	SUPPLIED_BASE	rule strToCodes("") => .IntSeq
reference-semantics/semantics/str.k	16	rule	-	SUPPLIED_BASE	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
reference-semantics/semantics/str.k	20	syntax	function,total	SUPPLIED_BASE	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	21	rule	-	SUPPLIED_BASE	rule seqConcat(.IntSeq, T:IntSeq)                => T
reference-semantics/semantics/str.k	22	rule	-	SUPPLIED_BASE	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k	24	rule	-	SUPPLIED_BASE	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
reference-semantics/semantics/str.k	25	rule	-	SUPPLIED_BASE	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
reference-semantics/semantics/str.k	26	rule	-	SUPPLIED_BASE	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
reference-semantics/semantics/str.k	29	rule	-	SUPPLIED_BASE	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
reference-semantics/semantics/str.k	30	rule	-	SUPPLIED_BASE	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
reference-semantics/semantics/str.k	32	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	33	rule	-	SUPPLIED_BASE	rule strPrefix(.IntSeq, _:IntSeq)               => true
reference-semantics/semantics/str.k	34	rule	-	SUPPLIED_BASE	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	35	rule	-	SUPPLIED_BASE	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
reference-semantics/semantics/str.k	37	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	38	rule	-	SUPPLIED_BASE	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
reference-semantics/semantics/str.k	39	rule	-	SUPPLIED_BASE	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	40	rule	-	SUPPLIED_BASE	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
reference-semantics/semantics/str.k	48	syntax	function,total	SUPPLIED_BASE	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	49	rule	-	SUPPLIED_BASE	rule strLt(.IntSeq, .IntSeq)                => false
reference-semantics/semantics/str.k	50	rule	-	SUPPLIED_BASE	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	51	rule	-	SUPPLIED_BASE	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	52	rule	-	SUPPLIED_BASE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
reference-semantics/semantics/str.k	53	rule	-	SUPPLIED_BASE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
reference-semantics/semantics/str.k	54	rule	-	SUPPLIED_BASE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
reference-semantics/semantics/str.k	56	rule	-	SUPPLIED_BASE	rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/str.k	57	rule	-	SUPPLIED_BASE	rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
reference-semantics/semantics/str.k	58	rule	-	SUPPLIED_BASE	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
reference-semantics/semantics/str.k	59	rule	-	SUPPLIED_BASE	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
reference-semantics/semantics/str.k	60	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/subscript.k	3	module	-	SUPPLIED_BASE	module MPY-SUBSCRIPT
reference-semantics/semantics/subscript.k	4	imports	-	SUPPLIED_BASE	imports MPY-CORE
reference-semantics/semantics/subscript.k	11	syntax	function,total	SUPPLIED_BASE	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
reference-semantics/semantics/subscript.k	12	rule	-	SUPPLIED_BASE	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
reference-semantics/semantics/subscript.k	13	rule	-	SUPPLIED_BASE	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	16	syntax	function	SUPPLIED_BASE	syntax Int ::= intSeqAt(IntSeq, Int) [function]
reference-semantics/semantics/subscript.k	17	rule	-	SUPPLIED_BASE	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
reference-semantics/semantics/subscript.k	18	rule	-	SUPPLIED_BASE	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	21	syntax	function,total	SUPPLIED_BASE	syntax Int ::= normIdx(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	22	rule	-	SUPPLIED_BASE	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
reference-semantics/semantics/subscript.k	23	rule	-	SUPPLIED_BASE	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
reference-semantics/semantics/subscript.k	27	context	-	SUPPLIED_BASE	context Subscript(HOLE, _)
reference-semantics/semantics/subscript.k	28	context	-	SUPPLIED_BASE	context Subscript(_:Val, HOLE:Expr)
reference-semantics/semantics/subscript.k	31	rule	priority	SUPPLIED_BASE	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/subscript.k	35	rule	-	SUPPLIED_BASE	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
reference-semantics/semantics/subscript.k	37	syntax	function	SUPPLIED_BASE	syntax Val ::= applyIndex(Val, Int) [function]
reference-semantics/semantics/subscript.k	38	rule	-	SUPPLIED_BASE	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	39	rule	-	SUPPLIED_BASE	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	40	rule	-	SUPPLIED_BASE	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
reference-semantics/semantics/subscript.k	44	syntax	-	SUPPLIED_BASE	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
reference-semantics/semantics/subscript.k	49	syntax	-	SUPPLIED_BASE	syntax OptInt ::= "noB" | someB(Int)
reference-semantics/semantics/subscript.k	50	rule	-	SUPPLIED_BASE	rule <k> #evalB(NoBound)  => noB ... </k>
reference-semantics/semantics/subscript.k	51	rule	-	SUPPLIED_BASE	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
reference-semantics/semantics/subscript.k	52	rule	-	SUPPLIED_BASE	rule <k> I:Int ~> #toSome => someB(I) ... </k>
reference-semantics/semantics/subscript.k	54	rule	-	SUPPLIED_BASE	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	55	rule	-	SUPPLIED_BASE	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
reference-semantics/semantics/subscript.k	56	rule	-	SUPPLIED_BASE	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
reference-semantics/semantics/subscript.k	58	rule	priority	SUPPLIED_BASE	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
reference-semantics/semantics/subscript.k	61	rule	-	SUPPLIED_BASE	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	63	syntax	function	SUPPLIED_BASE	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
reference-semantics/semantics/subscript.k	64	rule	-	SUPPLIED_BASE	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	66	rule	-	SUPPLIED_BASE	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	68	rule	-	SUPPLIED_BASE	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
reference-semantics/semantics/subscript.k	72	syntax	function,total	SUPPLIED_BASE	syntax Int ::= slStep(OptInt) [function, total]
reference-semantics/semantics/subscript.k	73	rule	-	SUPPLIED_BASE	rule slStep(noB)          => 1
reference-semantics/semantics/subscript.k	74	rule	-	SUPPLIED_BASE	rule slStep(someB(S:Int)) => S
reference-semantics/semantics/subscript.k	76	syntax	function	SUPPLIED_BASE	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	77	rule	-	SUPPLIED_BASE	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
reference-semantics/semantics/subscript.k	79	rule	-	SUPPLIED_BASE	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1 requires slStep(ST) <Int 0
reference-semantics/semantics/subscript.k	81	rule	-	SUPPLIED_BASE	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	83	syntax	function	SUPPLIED_BASE	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	84	rule	-	SUPPLIED_BASE	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN requires slStep(ST) >Int 0
reference-semantics/semantics/subscript.k	86	rule	-	SUPPLIED_BASE	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
reference-semantics/semantics/subscript.k	88	rule	-	SUPPLIED_BASE	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	90	syntax	function,total	SUPPLIED_BASE	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	91	rule	-	SUPPLIED_BASE	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I  <Int 0
reference-semantics/semantics/subscript.k	93	rule	-	SUPPLIED_BASE	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
reference-semantics/semantics/subscript.k	96	syntax	function,total	SUPPLIED_BASE	syntax Int ::= clampLo(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	97	rule	-	SUPPLIED_BASE	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
reference-semantics/semantics/subscript.k	99	rule	-	SUPPLIED_BASE	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
reference-semantics/semantics/subscript.k	102	syntax	function,total	SUPPLIED_BASE	syntax Int ::= clampHi(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	103	rule	-	SUPPLIED_BASE	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I  <Int LEN
reference-semantics/semantics/subscript.k	105	rule	-	SUPPLIED_BASE	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN
reference-semantics/semantics/subscript.k	109	syntax	function	SUPPLIED_BASE	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	110	rule	-	SUPPLIED_BASE	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
reference-semantics/semantics/subscript.k	113	rule	-	SUPPLIED_BASE	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
reference-semantics/semantics/subscript.k	116	syntax	function	SUPPLIED_BASE	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	117	rule	-	SUPPLIED_BASE	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
reference-semantics/semantics/subscript.k	120	rule	-	SUPPLIED_BASE	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
reference-semantics/semantics/subscript.k	122	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/syntax.k	3	module	-	SUPPLIED_BASE	module MPY-SYNTAX
reference-semantics/semantics/syntax.k	4	imports	-	SUPPLIED_BASE	imports INT-SYNTAX
reference-semantics/semantics/syntax.k	5	imports	-	SUPPLIED_BASE	imports FLOAT-SYNTAX
reference-semantics/semantics/syntax.k	6	imports	-	SUPPLIED_BASE	imports BOOL-SYNTAX
reference-semantics/semantics/syntax.k	7	imports	-	SUPPLIED_BASE	imports STRING-SYNTAX
reference-semantics/semantics/syntax.k	9	syntax	macro,strict,seqstrict	SUPPLIED_BASE	syntax Expr ::= "Int"      "(" Int ")" | "Float"    "(" Float ")" | "Bool"     "(" Bool ")" | "Name"     "(" String ")" | "Str"      "(" String ")" | "UnaryOp"  "(" String "," Expr ")" [strict(2)] | "BinOp"    "(" String "," Expr "," Expr ")" [seqstrict(2, 3)] | "BoolOp"    "(" String "," Exprs ")" | "ListExpr"  "(" Exprs ")" | "DictExpr"  "(" Entries ")" | "ListComp"  "(" Expr "," CompFors ")" [macro] | "GenExp"    "(" Expr "," CompFors ")" [macro] | "TupleExpr" "(" Exprs ")" | "Subscript" "(" Expr "," Index ")" | "IfExp"     "(" Expr "," Expr "," Expr ")" [strict(1)] | "Lambda"    "(" Params "," Expr ")" | "KwArg"     "(" String "," Expr ")" | "Lambda"    "(" Params "," CellVars "," FreeVars "," Expr ")" | "NoneVal" | "Call"      "(" Expr "," Exprs ")" | "Attribute" "(" Expr "," String ")" [strict(1)] | "Compare"   "(" Expr "," CmpOp ")"
reference-semantics/semantics/syntax.k	32	syntax	-	SUPPLIED_BASE	syntax CmpOp    ::= "CmpOp" "(" String "," Expr ")"
reference-semantics/semantics/syntax.k	33	syntax	-	SUPPLIED_BASE	syntax Entry    ::= "Entry" "(" Expr "," Expr ")"
reference-semantics/semantics/syntax.k	34	syntax	-	SUPPLIED_BASE	syntax Entries  ::= List{Entry, ","}
reference-semantics/semantics/syntax.k	35	syntax	-	SUPPLIED_BASE	syntax CompFor  ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
reference-semantics/semantics/syntax.k	36	syntax	-	SUPPLIED_BASE	syntax CompFors ::= List{CompFor, ""}
reference-semantics/semantics/syntax.k	37	syntax	-	SUPPLIED_BASE	syntax Exprs    ::= List{Expr, ","}
reference-semantics/semantics/syntax.k	38	syntax	-	SUPPLIED_BASE	syntax Index    ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
reference-semantics/semantics/syntax.k	39	syntax	-	SUPPLIED_BASE	syntax Bound    ::= Expr | "NoBound"
reference-semantics/semantics/syntax.k	41	syntax	strict	SUPPLIED_BASE	syntax Stmt ::= "Assign"    "(" Expr "," Expr ")" [strict(2)] | "Import"    "(" String ")" | "ImportFrom" "(" String "," ParamNames ")" | "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)] | "For"       "(" Expr "," Expr "," Stmts ")" [strict(2)] | "While"     "(" Expr "," Stmts ")" | "Break" | "Continue" | "If"        "(" Expr "," Stmts "," Stmts ")" [strict(1)] | "Return"    "(" Expr ")" [strict] | "Assert"    "(" Expr ")" [strict] | "Expr"      "(" Expr ")" [strict] | "FuncDef"   "(" String "," Params "," Stmts ")" | "FuncDef"   "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"
reference-semantics/semantics/syntax.k	56	syntax	-	SUPPLIED_BASE	syntax Stmts      ::= List{Stmt, ""}
reference-semantics/semantics/syntax.k	57	syntax	-	SUPPLIED_BASE	syntax Params     ::= "Params" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	58	syntax	-	SUPPLIED_BASE	syntax CellVars   ::= "CellVars" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	59	syntax	-	SUPPLIED_BASE	syntax FreeVars   ::= "FreeVars" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	60	syntax	-	SUPPLIED_BASE	syntax ParamNames ::= List{String, ","}
reference-semantics/semantics/syntax.k	61	syntax	-	SUPPLIED_BASE	syntax Module     ::= "Module" "(" Stmts ")"
reference-semantics/semantics/syntax.k	62	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics/tuple.k	3	module	-	SUPPLIED_BASE	module MPY-TUPLE
reference-semantics/semantics/tuple.k	4	imports	-	SUPPLIED_BASE	imports MPY-CORE
reference-semantics/semantics/tuple.k	5	imports	-	SUPPLIED_BASE	imports MPY-ITER
reference-semantics/semantics/tuple.k	6	imports	-	SUPPLIED_BASE	imports MPY-LIST
reference-semantics/semantics/tuple.k	7	imports	-	SUPPLIED_BASE	imports MPY-METHODS
reference-semantics/semantics/tuple.k	10	rule	-	SUPPLIED_BASE	rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
reference-semantics/semantics/tuple.k	11	rule	-	SUPPLIED_BASE	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
reference-semantics/semantics/tuple.k	14	syntax	-	SUPPLIED_BASE	syntax ApplyK ::= "toTuple"
reference-semantics/semantics/tuple.k	15	rule	-	SUPPLIED_BASE	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
reference-semantics/semantics/tuple.k	16	rule	-	SUPPLIED_BASE	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
reference-semantics/semantics/tuple.k	18	rule	-	SUPPLIED_BASE	rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
reference-semantics/semantics/tuple.k	20	rule	-	SUPPLIED_BASE	rule <k> Compare(LV:Val, CmpOp("in",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
reference-semantics/semantics/tuple.k	21	rule	-	SUPPLIED_BASE	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
reference-semantics/semantics/tuple.k	23	rule	-	SUPPLIED_BASE	rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
reference-semantics/semantics/tuple.k	24	syntax	function	SUPPLIED_BASE	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
reference-semantics/semantics/tuple.k	25	rule	-	SUPPLIED_BASE	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
reference-semantics/semantics/tuple.k	26	rule	-	SUPPLIED_BASE	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)
reference-semantics/semantics/tuple.k	28	rule	-	SUPPLIED_BASE	rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)
reference-semantics/semantics/tuple.k	31	syntax	-	SUPPLIED_BASE	syntax KItem ::= #bindTgt(Expr, Val)
reference-semantics/semantics/tuple.k	32	rule	-	SUPPLIED_BASE	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
reference-semantics/semantics/tuple.k	35	rule	priority	SUPPLIED_BASE	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
reference-semantics/semantics/tuple.k	42	rule	-	SUPPLIED_BASE	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	43	rule	-	SUPPLIED_BASE	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	44	rule	priority	SUPPLIED_BASE	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/tuple.k	49	syntax	-	SUPPLIED_BASE	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
reference-semantics/semantics/tuple.k	50	rule	-	SUPPLIED_BASE	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	51	rule	-	SUPPLIED_BASE	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	52	rule	priority	SUPPLIED_BASE	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/tuple.k	55	rule	-	SUPPLIED_BASE	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
reference-semantics/semantics/tuple.k	57	rule	-	SUPPLIED_BASE	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
reference-semantics/semantics/tuple.k	58	endmodule	-	SUPPLIED_BASE	endmodule
reference-semantics/semantics.k	34	requires	-	SUPPLIED_BASE	requires "semantics/syntax.k"
reference-semantics/semantics.k	35	requires	-	SUPPLIED_BASE	requires "semantics/core.k"
reference-semantics/semantics.k	36	requires	-	SUPPLIED_BASE	requires "semantics/iter.k"
reference-semantics/semantics.k	37	requires	-	SUPPLIED_BASE	requires "semantics/range.k"
reference-semantics/semantics.k	38	requires	-	SUPPLIED_BASE	requires "semantics/operators.k"
reference-semantics/semantics.k	39	requires	-	SUPPLIED_BASE	requires "semantics/int.k"
reference-semantics/semantics.k	40	requires	-	SUPPLIED_BASE	requires "semantics/bool.k"
reference-semantics/semantics.k	41	requires	-	SUPPLIED_BASE	requires "semantics/float.k"
reference-semantics/semantics.k	42	requires	-	SUPPLIED_BASE	requires "semantics/str.k"
reference-semantics/semantics.k	43	requires	-	SUPPLIED_BASE	requires "semantics/set.k"
