file	line	kind	class	attributes	text	on_solution_execution_slice	disposition	audit_rationale
reference-semantics/semantics/controls.k	106	rule	operational	priority	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/controls.k	109	endmodule			endmodule	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	3	module			module MPY-CORE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	4	imports			imports MPY-SYNTAX	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	5	imports			imports INT	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	6	imports			imports BOOL	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	7	imports			imports STRING	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	8	imports			imports MAP	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	9	imports			imports LIST	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	10	imports			imports K-EQUAL	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	13	syntax	declaration		"syntax IntSeq ::= "".IntSeq"" | iCons(Int, IntSeq)"	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	14	syntax	declaration		"syntax ValSeq ::= "".ValSeq"" | vCons(Val, ValSeq)"	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	15	syntax	declaration		syntax Str    ::= str(IntSeq)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	18	syntax	declaration		syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	25	syntax	declaration	function	"syntax Val      ::= Int | Bool | ""noneV"" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method"	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	36	syntax	declaration		"syntax Parent   ::= ""root"" | parent(Int)"	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	37	syntax	declaration		syntax Scope    ::= scope(Map, Parent)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	38	syntax	declaration		syntax KResult  ::= Val	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	39	syntax	declaration		syntax Expr     ::= Val   // cooling puts results back into expression holes	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	40	syntax	declaration		"syntax Vals     ::= List{Val, "",""}"	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	41	syntax	declaration		"syntax Exc      ::= ""NoExc"" | ""AssertionError"""	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	42	syntax	declaration		"syntax RetState ::= ""noRet"" | retV(Val)"	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	49	configuration			"configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""""> 0 </exit-code>"	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	68	syntax	declaration	function,total	syntax Bool ::= isRefV(Val) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	69	rule	equational		rule isRefV(ref(_:Int)) => true	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	70	rule	equational	owise	rule isRefV(_:Val)      => false [owise]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	75	syntax	declaration		syntax HeapVal ::= cellV(Val)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	76	syntax	declaration	function,total	syntax Bool ::= isCellRef(Val) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	77	rule	equational		rule isCellRef(cellRef(_:Int)) => true	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	78	rule	equational	owise	rule isCellRef(_:Val)          => false [owise]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	85	rule	operational	priority	"rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires ""$cells"" in_keys(M) [priority(40)]"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	95	syntax	declaration		syntax Val ::= kwV(String, Val)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	96	syntax	declaration		syntax KItem ::= #kwTag(String)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	97	rule	operational		rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	98	rule	operational		rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	100	syntax	declaration	function,total	syntax Bool ::= isKwV(Val) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	101	rule	equational		rule isKwV(kwV(_:String, _:Val)) => true	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	102	rule	equational	owise	rule isKwV(_:Val)                => false [owise]	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	106	syntax	declaration		syntax Val ::= cellsMark(ParamNames)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	107	syntax	declaration	function	syntax ParamNames ::= cellsOf(Val) [function]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	108	rule	equational		rule cellsOf(cellsMark(CVS:ParamNames)) => CVS	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	109	syntax	declaration	function,total	syntax Bool ::= pnMember(String, ParamNames) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	110	rule	equational		rule pnMember(_:String, .ParamNames) => false	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	111	rule	equational		rule pnMember(X:String, (P:String, R:ParamNames)) => X ==String P orBool pnMember(X, R)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	113	syntax	declaration		syntax KItem ::= #cellW(Val, Val)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	114	rule	operational		rule <k> #cellW(cellRef(H:Int), V:Val) => .K ... </k> <heap> ... H |-> cellV(_:Val => V) ... </heap>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	117	syntax	declaration		syntax KItem ::= #alloc(Val)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	118	rule	operational		rule <k> #alloc(V:Val) => ref(N) ... </k> <heap>    H:Map => (N |-> V) H </heap> <heapLoc> N:Int => N +Int 1 </heapLoc> requires notBool N in_keys(H)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/core.k	124	syntax	declaration		syntax KItem ::= #loadAll(Module)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	125	rule	operational		rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/core.k	126	rule	operational		rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/core.k	127	rule	operational		rule <k> .Stmts => .K ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/core.k	130	syntax	declaration		syntax KItem ::= #look(String, Int)	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/core.k	131	rule	operational		rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/core.k	132	rule	operational		rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/core.k	145	rule	operational	priority	"rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
