Script started on 2026-07-26 16:04:12-05:00 [<not executed on terminal>]
+ python3 /audit-output/evidence/rule_inventory.py
# Exhaustive K declaration and rule inventory

Sources: trusted supplied semantics tree, candidate verification.k, candidate spec.k.
files=26 records=931
kind_counts=claim:1,configuration:1,context:5,rule:696,syntax:228

| ID | source | kind | attributes | proof-slice assessment | declaration/rule |
| 752 | `semantics/range.k:17` | rule | - | UNUSED/INERT for submitted proof term | `rule rangeLen(LO:Int, HI:Int, ST:Int) => 0 requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)` |
| 753 | `semantics/range.k:20` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterYield(I, rangeObj(I +Int ST, HI, ST)) ... </k> requires inRange(I, HI, ST)` |
| 754 | `semantics/range.k:23` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k> requires notBool inRange(I, HI, ST)` |
| 755 | `semantics/set.k:8` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Val ::= setV(IntSeq)` |
| 756 | `semantics/set.k:11` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= codeIn(Int, IntSeq) [function, total]` |
| 757 | `semantics/set.k:12` | rule | - | USED-SOUND fixed semantics | `rule codeIn(_:Int, .IntSeq) => false` |
| 758 | `semantics/set.k:13` | rule | - | USED-SOUND fixed semantics | `rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)` |
| 759 | `semantics/set.k:16` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= dedupCodes(IntSeq) [function, total] &#124; dedupFrom(IntSeq, IntSeq) [function, total]` |
| 760 | `semantics/set.k:18` | rule | - | USED-SOUND fixed semantics | `rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)` |
| 761 | `semantics/set.k:19` | rule | - | USED-SOUND fixed semantics | `rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC` |
| 762 | `semantics/set.k:20` | rule | - | USED-SOUND fixed semantics | `rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC) requires codeIn(C, ACC)` |
| 763 | `semantics/set.k:22` | rule | - | USED-SOUND fixed semantics | `rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C)) requires notBool codeIn(C, ACC)` |
| 764 | `semantics/set.k:25` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]` |
| 765 | `semantics/set.k:26` | rule | - | USED-SOUND fixed semantics | `rule snocCode(.IntSeq, C:Int) => iCons(C, .IntSeq)` |
| 766 | `semantics/set.k:27` | rule | - | USED-SOUND fixed semantics | `rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))` |
| 767 | `semantics/set.k:31` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]` |
| 768 | `semantics/set.k:32` | rule | - | USED-SOUND fixed semantics | `rule subsetCodes(.IntSeq, _:IntSeq) => true` |
| 769 | `semantics/set.k:33` | rule | - | USED-SOUND fixed semantics | `rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)` |
| 770 | `semantics/set.k:35` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]` |
| 771 | `semantics/set.k:36` | rule | - | USED-SOUND fixed semantics | `rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)` |
| 772 | `semantics/set.k:39` | rule | - | USED-SOUND fixed semantics | `rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)` |
| 773 | `semantics/sort.k:18` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]` |
| 774 | `semantics/sort.k:19` | syntax | function | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= insVS(Int, ValSeq) [function]` |
| 775 | `semantics/sort.k:20` | rule | concrete | UNUSED/INERT for submitted proof term | `rule sortVS(.ValSeq) => .ValSeq [concrete]` |
| 776 | `semantics/sort.k:21` | rule | concrete | UNUSED/INERT for submitted proof term | `rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]` |
| 777 | `semantics/sort.k:22` | rule | concrete | UNUSED/INERT for submitted proof term | `rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]` |
| 778 | `semantics/sort.k:23` | rule | concrete | UNUSED/INERT for submitted proof term | `rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]` |
| 779 | `semantics/sort.k:24` | rule | concrete | UNUSED/INERT for submitted proof term | `rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]` |
| 780 | `semantics/sort.k:26` | syntax | function | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]` |
| 781 | `semantics/sort.k:27` | rule | concrete | UNUSED/INERT for submitted proof term | `rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]` |
| 782 | `semantics/sort.k:28` | rule | concrete | UNUSED/INERT for submitted proof term | `rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]` |
| 783 | `semantics/sort.k:29` | rule | concrete | UNUSED/INERT for submitted proof term | `rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]` |
| 784 | `semantics/sort.k:31` | rule | concrete | UNUSED/INERT for submitted proof term | `rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]` |
| 785 | `semantics/sort.k:36` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>` |
| 786 | `semantics/sort.k:40` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H &#124;-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]` |
| 787 | `semantics/sort.k:49` | syntax | function,total,opaque/no-evaluators,symbol | UNUSED opaque boundary | `syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]` |
| 788 | `semantics/sort.k:51` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= revVS(ValSeq) [function, total] &#124; revVSAcc(ValSeq, ValSeq) [function, total]` |
| 789 | `semantics/sort.k:53` | rule | - | UNUSED/INERT for submitted proof term | `rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)` |
| 790 | `semantics/sort.k:54` | rule | - | UNUSED/INERT for submitted proof term | `rule revVSAcc(.ValSeq, A:ValSeq) => A` |
| 791 | `semantics/sort.k:55` | rule | - | UNUSED/INERT for submitted proof term | `rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))` |
| 792 | `semantics/sort.k:57` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]` |
| 793 | `semantics/sort.k:58` | rule | - | UNUSED/INERT for submitted proof term | `rule condRev(S:ValSeq, false) => S` |
| 794 | `semantics/sort.k:59` | rule | - | UNUSED/INERT for submitted proof term | `rule condRev(S:ValSeq, true) => revVS(S)` |
| 795 | `semantics/sort.k:61` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>` |
| 796 | `semantics/sort.k:63` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>` |
| 797 | `semantics/sort.k:65` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>` |
| 798 | `semantics/str.k:8` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>` |
| 799 | `semantics/str.k:9` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>` |
| 800 | `semantics/str.k:13` | syntax | function | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= strToCodes(String) [function]` |
| 801 | `semantics/str.k:14` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Str(S:String) => str(strToCodes(S)) ... </k>` |
| 802 | `semantics/str.k:15` | rule | - | UNUSED/INERT for submitted proof term | `rule strToCodes("") => .IntSeq` |
| 803 | `semantics/str.k:16` | rule | - | UNUSED/INERT for submitted proof term | `rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128` |
| 804 | `semantics/str.k:20` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]` |
| 805 | `semantics/str.k:21` | rule | - | UNUSED/INERT for submitted proof term | `rule seqConcat(.IntSeq, T:IntSeq) => T` |
| 806 | `semantics/str.k:22` | rule | - | UNUSED/INERT for submitted proof term | `rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))` |
| 807 | `semantics/str.k:24` | rule | - | UNUSED/INERT for submitted proof term | `rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))` |
| 808 | `semantics/str.k:25` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B` |
| 809 | `semantics/str.k:26` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)` |
| 810 | `semantics/str.k:29` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)` |
| 811 | `semantics/str.k:30` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)` |
| 812 | `semantics/str.k:32` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]` |
| 813 | `semantics/str.k:33` | rule | - | UNUSED/INERT for submitted proof term | `rule strPrefix(.IntSeq, _:IntSeq) => true` |
| 814 | `semantics/str.k:34` | rule | - | UNUSED/INERT for submitted proof term | `rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false` |
| 815 | `semantics/str.k:35` | rule | - | UNUSED/INERT for submitted proof term | `rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)` |
| 816 | `semantics/str.k:37` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]` |
| 817 | `semantics/str.k:38` | rule | - | UNUSED/INERT for submitted proof term | `rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)` |
| 818 | `semantics/str.k:39` | rule | - | UNUSED/INERT for submitted proof term | `rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)` |
| 819 | `semantics/str.k:40` | rule | - | UNUSED/INERT for submitted proof term | `rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))` |
| 820 | `semantics/str.k:48` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]` |
| 821 | `semantics/str.k:49` | rule | - | UNUSED/INERT for submitted proof term | `rule strLt(.IntSeq, .IntSeq) => false` |
| 822 | `semantics/str.k:50` | rule | - | UNUSED/INERT for submitted proof term | `rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true` |
| 823 | `semantics/str.k:51` | rule | - | UNUSED/INERT for submitted proof term | `rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false` |
| 824 | `semantics/str.k:52` | rule | - | UNUSED/INERT for submitted proof term | `rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B` |
| 825 | `semantics/str.k:53` | rule | - | UNUSED/INERT for submitted proof term | `rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B` |
| 826 | `semantics/str.k:54` | rule | - | UNUSED/INERT for submitted proof term | `rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B` |
| 827 | `semantics/str.k:56` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)` |
| 828 | `semantics/str.k:57` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)` |
| 829 | `semantics/str.k:58` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)` |
| 830 | `semantics/str.k:59` | rule | - | UNUSED/INERT for submitted proof term | `rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)` |
| 831 | `semantics/subscript.k:11` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Val ::= valSeqAt(ValSeq, Int) [function, total]` |
| 832 | `semantics/subscript.k:12` | rule | - | UNUSED/INERT for submitted proof term | `rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V` |
| 833 | `semantics/subscript.k:13` | rule | - | UNUSED/INERT for submitted proof term | `rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0` |
| 834 | `semantics/subscript.k:16` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Int ::= intSeqAt(IntSeq, Int) [function]` |
| 835 | `semantics/subscript.k:17` | rule | - | UNUSED/INERT for submitted proof term | `rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C` |
| 836 | `semantics/subscript.k:18` | rule | - | UNUSED/INERT for submitted proof term | `rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0` |
| 837 | `semantics/subscript.k:21` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= normIdx(Int, Int) [function, total]` |
| 838 | `semantics/subscript.k:22` | rule | - | UNUSED/INERT for submitted proof term | `rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0` |
| 839 | `semantics/subscript.k:23` | rule | - | UNUSED/INERT for submitted proof term | `rule normIdx(I:Int, _:Int) => I requires I >=Int 0` |
| 840 | `semantics/subscript.k:27` | context | - | UNUSED/INERT for submitted proof term | `context Subscript(HOLE, _)` |
| 841 | `semantics/subscript.k:28` | context | - | UNUSED/INERT for submitted proof term | `context Subscript(_:Val, HOLE:Expr)` |
| 842 | `semantics/subscript.k:31` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H &#124;-> V:Val ... </heap> [priority(40)]` |
| 843 | `semantics/subscript.k:35` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>` |
| 844 | `semantics/subscript.k:37` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Val ::= applyIndex(Val, Int) [function]` |
| 845 | `semantics/subscript.k:38` | rule | - | UNUSED/INERT for submitted proof term | `rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))` |
| 846 | `semantics/subscript.k:39` | rule | - | UNUSED/INERT for submitted proof term | `rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))` |
| 847 | `semantics/subscript.k:40` | rule | - | UNUSED/INERT for submitted proof term | `rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))` |
| 848 | `semantics/subscript.k:44` | syntax | - | UNUSED/INERT for submitted proof term | `syntax KItem ::= #evalB(Bound) &#124; "#toSome" &#124; #slLo(Val, Bound, Bound) &#124; #slHi(Val, OptInt, Bound) &#124; #slStep(Val, OptInt, OptInt)` |
| 849 | `semantics/subscript.k:49` | syntax | - | UNUSED/INERT for submitted proof term | `syntax OptInt ::= "noB" &#124; someB(Int)` |
| 850 | `semantics/subscript.k:50` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #evalB(NoBound) => noB ... </k>` |
| 851 | `semantics/subscript.k:51` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>` |
| 852 | `semantics/subscript.k:52` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> I:Int ~> #toSome => someB(I) ... </k>` |
| 853 | `semantics/subscript.k:54` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>` |
| 854 | `semantics/subscript.k:55` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>` |
| 855 | `semantics/subscript.k:56` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>` |
| 856 | `semantics/subscript.k:58` | rule | priority | UNUSED/INERT for submitted proof term | `rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]` |
| 857 | `semantics/subscript.k:61` | rule | - | UNUSED/INERT for submitted proof term | `rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>` |
| 858 | `semantics/subscript.k:63` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]` |
| 859 | `semantics/subscript.k:64` | rule | - | UNUSED/INERT for submitted proof term | `rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))` |
| 860 | `semantics/subscript.k:66` | rule | - | UNUSED/INERT for submitted proof term | `rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))` |
| 861 | `semantics/subscript.k:68` | rule | - | UNUSED/INERT for submitted proof term | `rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))` |
| 862 | `semantics/subscript.k:72` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= slStep(OptInt) [function, total]` |
| 863 | `semantics/subscript.k:73` | rule | - | UNUSED/INERT for submitted proof term | `rule slStep(noB) => 1` |
| 864 | `semantics/subscript.k:74` | rule | - | UNUSED/INERT for submitted proof term | `rule slStep(someB(S:Int)) => S` |
| 865 | `semantics/subscript.k:76` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Int ::= slStart(OptInt, OptInt, Int) [function]` |
| 866 | `semantics/subscript.k:77` | rule | - | UNUSED/INERT for submitted proof term | `rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0` |
| 867 | `semantics/subscript.k:79` | rule | - | UNUSED/INERT for submitted proof term | `rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0` |
| 868 | `semantics/subscript.k:81` | rule | - | UNUSED/INERT for submitted proof term | `rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))` |
| 869 | `semantics/subscript.k:83` | syntax | function | UNUSED/INERT for submitted proof term | `syntax Int ::= slStop(OptInt, OptInt, Int) [function]` |
| 870 | `semantics/subscript.k:84` | rule | - | UNUSED/INERT for submitted proof term | `rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0` |
| 871 | `semantics/subscript.k:86` | rule | - | UNUSED/INERT for submitted proof term | `rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0` |
| 872 | `semantics/subscript.k:88` | rule | - | UNUSED/INERT for submitted proof term | `rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))` |
| 873 | `semantics/subscript.k:90` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= slAdjust(Int, Int, Int) [function, total]` |
| 874 | `semantics/subscript.k:91` | rule | - | UNUSED/INERT for submitted proof term | `rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0` |
| 875 | `semantics/subscript.k:93` | rule | - | UNUSED/INERT for submitted proof term | `rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0` |
| 876 | `semantics/subscript.k:96` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= clampLo(Int, Int) [function, total]` |
| 877 | `semantics/subscript.k:97` | rule | - | UNUSED/INERT for submitted proof term | `rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0` |
| 878 | `semantics/subscript.k:99` | rule | - | UNUSED/INERT for submitted proof term | `rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0` |
| 879 | `semantics/subscript.k:102` | syntax | function,total | UNUSED/INERT for submitted proof term | `syntax Int ::= clampHi(Int, Int, Int) [function, total]` |
| 880 | `semantics/subscript.k:103` | rule | - | UNUSED/INERT for submitted proof term | `rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I <Int LEN` |
| 881 | `semantics/subscript.k:105` | rule | - | UNUSED/INERT for submitted proof term | `rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN` |
| 882 | `semantics/subscript.k:109` | syntax | function | UNUSED/INERT for submitted proof term | `syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]` |
| 883 | `semantics/subscript.k:110` | rule | - | UNUSED/INERT for submitted proof term | `rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)` |
| 884 | `semantics/subscript.k:113` | rule | - | UNUSED/INERT for submitted proof term | `rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))` |
| 885 | `semantics/subscript.k:116` | syntax | function | UNUSED/INERT for submitted proof term | `syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]` |
| 886 | `semantics/subscript.k:117` | rule | - | UNUSED/INERT for submitted proof term | `rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)` |
| 887 | `semantics/subscript.k:120` | rule | - | UNUSED/INERT for submitted proof term | `rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))` |
| 888 | `semantics/syntax.k:9` | syntax | macro,strictness | UNUSED/INERT for submitted proof term | `syntax Expr ::= "Int" "(" Int ")" &#124; "Float" "(" Float ")" &#124; "Bool" "(" Bool ")" &#124; "Name" "(" String ")" &#124; "Str" "(" String ")" &#124; "UnaryOp" "(" String "," Expr ")" [strict(2)] &#124; "BinOp" "(" String "," Expr "," Expr ")" [seqstrict(2, 3)] &#124; "BoolOp" "(" String "," Exprs ")" &#124; "ListExpr" "(" Exprs ")" &#124; "DictExpr" "(" Entries ")" &#124; "ListComp" "(" Expr "," CompFors ")" [macro] &#124; "GenExp" "(" Expr "," CompFors ")" [macro] &#124; "TupleExpr" "(" Exprs ")" &#124; "Subscript" "(" Expr "," Index ")" &#124; "IfExp" "(" Expr "," Expr "," Expr ")" [strict(1)] &#124; "Lambda" "(" Params "," Expr ")" &#124; "KwArg" "(" String "," Expr ")" &#124; "Lambda" "(" Params "," CellVars "," FreeVars "," Expr ")" &#124; "NoneVal" &#124; "Call" "(" Expr "," Exprs ")" &#124; "Attribute" "(" Expr "," String ")" [strict(1)] &#124; "Compare" "(" Expr "," CmpOp ")"` |
| 889 | `semantics/syntax.k:32` | syntax | - | UNUSED/INERT for submitted proof term | `syntax CmpOp ::= "CmpOp" "(" String "," Expr ")"` |
| 890 | `semantics/syntax.k:33` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Entry ::= "Entry" "(" Expr "," Expr ")"` |
| 891 | `semantics/syntax.k:34` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Entries ::= List{Entry, ","}` |
| 892 | `semantics/syntax.k:35` | syntax | - | UNUSED/INERT for submitted proof term | `syntax CompFor ::= "CompFor" "(" Expr "," Expr "," Exprs ")"` |
| 893 | `semantics/syntax.k:36` | syntax | - | UNUSED/INERT for submitted proof term | `syntax CompFors ::= List{CompFor, ""}` |
| 894 | `semantics/syntax.k:37` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Exprs ::= List{Expr, ","}` |
| 895 | `semantics/syntax.k:38` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Index ::= Expr &#124; "Slice" "(" Bound "," Bound "," Bound ")"` |
| 896 | `semantics/syntax.k:39` | syntax | - | UNUSED/INERT for submitted proof term | `syntax Bound ::= Expr &#124; "NoBound"` |
