source	start_line	end_line	kind	attributes	audit_class	declaration
reference-semantics/semantics/set.k	31	31	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	32	32	rule	-	SUPPLIED_FIXED_RULE	rule subsetCodes(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/set.k	33	33	rule	-	SUPPLIED_FIXED_RULE	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
reference-semantics/semantics/set.k	35	35	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/set.k	36	36	rule	-	SUPPLIED_FIXED_RULE	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
reference-semantics/semantics/set.k	39	39	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
reference-semantics/semantics/sort.k	18	18	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
reference-semantics/semantics/sort.k	19	19	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= insVS(Int, ValSeq) [function]
reference-semantics/semantics/sort.k	20	20	rule	concrete	SUPPLIED_FIXED_RULE	rule sortVS(.ValSeq) => .ValSeq [concrete]
reference-semantics/semantics/sort.k	21	21	rule	concrete	SUPPLIED_FIXED_RULE	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	22	22	rule	concrete	SUPPLIED_FIXED_RULE	rule insVS(X:Int, .ValSeq) => vCons(X, .ValSeq) [concrete]
reference-semantics/semantics/sort.k	23	23	rule	concrete	SUPPLIED_FIXED_RULE	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
reference-semantics/semantics/sort.k	24	24	rule	concrete	SUPPLIED_FIXED_RULE	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X >Int Y [concrete]
reference-semantics/semantics/sort.k	26	26	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
reference-semantics/semantics/sort.k	27	27	rule	concrete	SUPPLIED_FIXED_RULE	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
reference-semantics/semantics/sort.k	28	28	rule	concrete	SUPPLIED_FIXED_RULE	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
reference-semantics/semantics/sort.k	29	30	rule	concrete	SUPPLIED_FIXED_RULE	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R)) requires strLt(A, B) orBool A ==K B [concrete]
reference-semantics/semantics/sort.k	31	32	rule	concrete	SUPPLIED_FIXED_RULE	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
reference-semantics/semantics/sort.k	36	37	rule	-	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>
reference-semantics/semantics/sort.k	40	42	rule	priority	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]
reference-semantics/semantics/sort.k	49	49	syntax	function,total,no-evaluators,symbol	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
reference-semantics/semantics/sort.k	51	52	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
reference-semantics/semantics/sort.k	53	53	rule	-	SUPPLIED_FIXED_RULE	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
reference-semantics/semantics/sort.k	54	54	rule	-	SUPPLIED_FIXED_RULE	rule revVSAcc(.ValSeq, A:ValSeq) => A
reference-semantics/semantics/sort.k	55	55	rule	-	SUPPLIED_FIXED_RULE	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
reference-semantics/semantics/sort.k	57	57	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
reference-semantics/semantics/sort.k	58	58	rule	-	SUPPLIED_FIXED_RULE	rule condRev(S:ValSeq, false) => S
reference-semantics/semantics/sort.k	59	59	rule	-	SUPPLIED_FIXED_RULE	rule condRev(S:ValSeq, true) => revVS(S)
reference-semantics/semantics/sort.k	61	62	rule	-	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>
reference-semantics/semantics/sort.k	63	64	rule	-	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>
reference-semantics/semantics/sort.k	65	66	rule	-	SUPPLIED_FIXED_RULE	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>
reference-semantics/semantics/str.k	8	8	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
reference-semantics/semantics/str.k	9	10	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
reference-semantics/semantics/str.k	13	13	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= strToCodes(String) [function]
reference-semantics/semantics/str.k	14	14	rule	-	SUPPLIED_FIXED_RULE	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
reference-semantics/semantics/str.k	15	15	rule	-	SUPPLIED_FIXED_RULE	rule strToCodes("") => .IntSeq
reference-semantics/semantics/str.k	16	17	rule	-	SUPPLIED_FIXED_RULE	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
reference-semantics/semantics/str.k	20	20	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	21	21	rule	-	SUPPLIED_FIXED_RULE	rule seqConcat(.IntSeq, T:IntSeq) => T
reference-semantics/semantics/str.k	22	22	rule	-	SUPPLIED_FIXED_RULE	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
reference-semantics/semantics/str.k	24	24	rule	-	SUPPLIED_FIXED_RULE	rule applyBin("+", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
reference-semantics/semantics/str.k	25	25	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
reference-semantics/semantics/str.k	26	26	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
reference-semantics/semantics/str.k	29	29	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("in", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
reference-semantics/semantics/str.k	30	30	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
reference-semantics/semantics/str.k	32	32	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	33	33	rule	-	SUPPLIED_FIXED_RULE	rule strPrefix(.IntSeq, _:IntSeq) => true
reference-semantics/semantics/str.k	34	34	rule	-	SUPPLIED_FIXED_RULE	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	35	35	rule	-	SUPPLIED_FIXED_RULE	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
reference-semantics/semantics/str.k	37	37	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	38	38	rule	-	SUPPLIED_FIXED_RULE	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
reference-semantics/semantics/str.k	39	39	rule	-	SUPPLIED_FIXED_RULE	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
reference-semantics/semantics/str.k	40	41	rule	-	SUPPLIED_FIXED_RULE	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
reference-semantics/semantics/str.k	48	48	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
reference-semantics/semantics/str.k	49	49	rule	-	SUPPLIED_FIXED_RULE	rule strLt(.IntSeq, .IntSeq) => false
reference-semantics/semantics/str.k	50	50	rule	-	SUPPLIED_FIXED_RULE	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
reference-semantics/semantics/str.k	51	51	rule	-	SUPPLIED_FIXED_RULE	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
reference-semantics/semantics/str.k	52	52	rule	-	SUPPLIED_FIXED_RULE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
reference-semantics/semantics/str.k	53	53	rule	-	SUPPLIED_FIXED_RULE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
reference-semantics/semantics/str.k	54	54	rule	-	SUPPLIED_FIXED_RULE	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
reference-semantics/semantics/str.k	56	56	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<", str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
reference-semantics/semantics/str.k	57	57	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">", str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
reference-semantics/semantics/str.k	58	58	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
reference-semantics/semantics/str.k	59	59	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
reference-semantics/semantics/subscript.k	11	11	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
reference-semantics/semantics/subscript.k	12	12	rule	-	SUPPLIED_FIXED_RULE	rule valSeqAt(vCons(V:Val, _:ValSeq), 0) => V
reference-semantics/semantics/subscript.k	13	14	rule	-	SUPPLIED_FIXED_RULE	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	16	16	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= intSeqAt(IntSeq, Int) [function]
reference-semantics/semantics/subscript.k	17	17	rule	-	SUPPLIED_FIXED_RULE	rule intSeqAt(iCons(C:Int, _:IntSeq), 0) => C
reference-semantics/semantics/subscript.k	18	19	rule	-	SUPPLIED_FIXED_RULE	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1) requires I >Int 0
reference-semantics/semantics/subscript.k	21	21	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= normIdx(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	22	22	rule	-	SUPPLIED_FIXED_RULE	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I <Int 0
reference-semantics/semantics/subscript.k	23	23	rule	-	SUPPLIED_FIXED_RULE	rule normIdx(I:Int, _:Int) => I requires I >=Int 0
reference-semantics/semantics/subscript.k	27	27	context	-	SUPPLIED_FIXED_RULE	context Subscript(HOLE, _)
reference-semantics/semantics/subscript.k	28	28	context	-	SUPPLIED_FIXED_RULE	context Subscript(_:Val, HOLE:Expr)
reference-semantics/semantics/subscript.k	31	33	rule	priority	SUPPLIED_FIXED_RULE	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
reference-semantics/semantics/subscript.k	35	35	rule	-	SUPPLIED_FIXED_RULE	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
reference-semantics/semantics/subscript.k	37	37	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= applyIndex(Val, Int) [function]
reference-semantics/semantics/subscript.k	38	38	rule	-	SUPPLIED_FIXED_RULE	rule applyIndex(list(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	39	39	rule	-	SUPPLIED_FIXED_RULE	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
reference-semantics/semantics/subscript.k	40	41	rule	-	SUPPLIED_FIXED_RULE	rule applyIndex(str(IS:IntSeq), I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))
reference-semantics/semantics/subscript.k	44	47	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax KItem ::= #evalB(Bound) | "#toSome" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)
reference-semantics/semantics/subscript.k	49	49	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax OptInt ::= "noB" | someB(Int)
reference-semantics/semantics/subscript.k	50	50	rule	-	SUPPLIED_FIXED_RULE	rule <k> #evalB(NoBound) => noB ... </k>
reference-semantics/semantics/subscript.k	51	51	rule	-	SUPPLIED_FIXED_RULE	rule <k> #evalB(E:Expr) => E ~> #toSome ... </k>
reference-semantics/semantics/subscript.k	52	52	rule	-	SUPPLIED_FIXED_RULE	rule <k> I:Int ~> #toSome => someB(I) ... </k>
reference-semantics/semantics/subscript.k	54	54	rule	-	SUPPLIED_FIXED_RULE	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	55	55	rule	-	SUPPLIED_FIXED_RULE	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
reference-semantics/semantics/subscript.k	56	56	rule	-	SUPPLIED_FIXED_RULE	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
reference-semantics/semantics/subscript.k	58	60	rule	priority	SUPPLIED_FIXED_RULE	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]
reference-semantics/semantics/subscript.k	61	61	rule	-	SUPPLIED_FIXED_RULE	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
reference-semantics/semantics/subscript.k	63	63	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
reference-semantics/semantics/subscript.k	64	65	rule	-	SUPPLIED_FIXED_RULE	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	66	67	rule	-	SUPPLIED_FIXED_RULE	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))
reference-semantics/semantics/subscript.k	68	69	rule	-	SUPPLIED_FIXED_RULE	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))
reference-semantics/semantics/subscript.k	72	72	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= slStep(OptInt) [function, total]
reference-semantics/semantics/subscript.k	73	73	rule	-	SUPPLIED_FIXED_RULE	rule slStep(noB) => 1
reference-semantics/semantics/subscript.k	74	74	rule	-	SUPPLIED_FIXED_RULE	rule slStep(someB(S:Int)) => S
reference-semantics/semantics/subscript.k	76	76	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	77	78	rule	-	SUPPLIED_FIXED_RULE	rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
reference-semantics/semantics/subscript.k	79	80	rule	-	SUPPLIED_FIXED_RULE	rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0
reference-semantics/semantics/subscript.k	81	81	rule	-	SUPPLIED_FIXED_RULE	rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	83	83	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
reference-semantics/semantics/subscript.k	84	85	rule	-	SUPPLIED_FIXED_RULE	rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0
reference-semantics/semantics/subscript.k	86	87	rule	-	SUPPLIED_FIXED_RULE	rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
reference-semantics/semantics/subscript.k	88	88	rule	-	SUPPLIED_FIXED_RULE	rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
reference-semantics/semantics/subscript.k	90	90	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	91	92	rule	-	SUPPLIED_FIXED_RULE	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0
reference-semantics/semantics/subscript.k	93	94	rule	-	SUPPLIED_FIXED_RULE	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
reference-semantics/semantics/subscript.k	96	96	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= clampLo(Int, Int) [function, total]
reference-semantics/semantics/subscript.k	97	98	rule	-	SUPPLIED_FIXED_RULE	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
reference-semantics/semantics/subscript.k	99	100	rule	-	SUPPLIED_FIXED_RULE	rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
reference-semantics/semantics/subscript.k	102	102	syntax	function,total	SUPPLIED_FIXED_DECLARATION	syntax Int ::= clampHi(Int, Int, Int) [function, total]
reference-semantics/semantics/subscript.k	103	104	rule	-	SUPPLIED_FIXED_RULE	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I <Int LEN
reference-semantics/semantics/subscript.k	105	106	rule	-	SUPPLIED_FIXED_RULE	rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN
reference-semantics/semantics/subscript.k	109	109	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	110	112	rule	-	SUPPLIED_FIXED_RULE	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
reference-semantics/semantics/subscript.k	113	114	rule	-	SUPPLIED_FIXED_RULE	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
reference-semantics/semantics/subscript.k	116	116	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
reference-semantics/semantics/subscript.k	117	119	rule	-	SUPPLIED_FIXED_RULE	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
reference-semantics/semantics/subscript.k	120	121	rule	-	SUPPLIED_FIXED_RULE	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
reference-semantics/semantics/syntax.k	9	30	syntax	macro	SUPPLIED_FIXED_DECLARATION	syntax Expr ::= "Int" "(" Int ")" | "Float" "(" Float ")" | "Bool" "(" Bool ")" | "Name" "(" String ")" | "Str" "(" String ")" | "UnaryOp" "(" String "," Expr ")" [strict(2)] | "BinOp" "(" String "," Expr "," Expr ")" [seqstrict(2, 3)] | "BoolOp" "(" String "," Exprs ")" | "ListExpr" "(" Exprs ")" | "DictExpr" "(" Entries ")" | "ListComp" "(" Expr "," CompFors ")" [macro] | "GenExp" "(" Expr "," CompFors ")" [macro] | "TupleExpr" "(" Exprs ")" | "Subscript" "(" Expr "," Index ")" | "IfExp" "(" Expr "," Expr "," Expr ")" [strict(1)] | "Lambda" "(" Params "," Expr ")" | "KwArg" "(" String "," Expr ")" | "Lambda" "(" Params "," CellVars "," FreeVars "," Expr ")" | "NoneVal" | "Call" "(" Expr "," Exprs ")" | "Attribute" "(" Expr "," String ")" [strict(1)] | "Compare" "(" Expr "," CmpOp ")"
reference-semantics/semantics/syntax.k	32	32	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax CmpOp ::= "CmpOp" "(" String "," Expr ")"
reference-semantics/semantics/syntax.k	33	33	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Entry ::= "Entry" "(" Expr "," Expr ")"
reference-semantics/semantics/syntax.k	34	34	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Entries ::= List{Entry, ","}
reference-semantics/semantics/syntax.k	35	35	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax CompFor ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
reference-semantics/semantics/syntax.k	36	36	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax CompFors ::= List{CompFor, ""}
reference-semantics/semantics/syntax.k	37	37	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Exprs ::= List{Expr, ","}
reference-semantics/semantics/syntax.k	38	38	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Index ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
reference-semantics/semantics/syntax.k	39	39	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Bound ::= Expr | "NoBound"
reference-semantics/semantics/syntax.k	41	54	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Stmt ::= "Assign" "(" Expr "," Expr ")" [strict(2)] | "Import" "(" String ")" | "ImportFrom" "(" String "," ParamNames ")" | "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)] | "For" "(" Expr "," Expr "," Stmts ")" [strict(2)] | "While" "(" Expr "," Stmts ")" | "Break" | "Continue" | "If" "(" Expr "," Stmts "," Stmts ")" [strict(1)] | "Return" "(" Expr ")" [strict] | "Assert" "(" Expr ")" [strict] | "Expr" "(" Expr ")" [strict] | "FuncDef" "(" String "," Params "," Stmts ")" | "FuncDef" "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"
reference-semantics/semantics/syntax.k	56	56	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Stmts ::= List{Stmt, ""}
reference-semantics/semantics/syntax.k	57	57	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Params ::= "Params" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	58	58	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax CellVars ::= "CellVars" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	59	59	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax FreeVars ::= "FreeVars" "(" ParamNames ")"
reference-semantics/semantics/syntax.k	60	60	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax ParamNames ::= List{String, ","}
reference-semantics/semantics/syntax.k	61	61	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax Module ::= "Module" "(" Stmts ")"
reference-semantics/semantics/tuple.k	10	10	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/tuple.k	11	11	rule	-	SUPPLIED_FIXED_RULE	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
reference-semantics/semantics/tuple.k	14	14	syntax	-	SUPPLIED_FIXED_DECLARATION	syntax ApplyK ::= "toTuple"
reference-semantics/semantics/tuple.k	15	15	rule	-	SUPPLIED_FIXED_RULE	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
reference-semantics/semantics/tuple.k	16	16	rule	-	SUPPLIED_FIXED_RULE	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
reference-semantics/semantics/tuple.k	18	18	rule	-	SUPPLIED_FIXED_RULE	rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
reference-semantics/semantics/tuple.k	20	20	rule	-	SUPPLIED_FIXED_RULE	rule <k> Compare(LV:Val, CmpOp("in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
reference-semantics/semantics/tuple.k	21	21	rule	-	SUPPLIED_FIXED_RULE	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
reference-semantics/semantics/tuple.k	23	23	rule	-	SUPPLIED_FIXED_RULE	rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
reference-semantics/semantics/tuple.k	24	24	syntax	function	SUPPLIED_FIXED_DECLARATION	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
