COMMAND: python3 /audit-output/evidence/k_rule_inventory.py
ID	KIND	SOURCE	SPAN	ATTRIBUTES/CLASS	ASSESSMENT	TEXT
K0263	rule	reference-semantics/semantics/controls.k	57-58	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> IfExp(V:Val, T:Expr, _:Expr) => T ... </k> requires truthy(V)
K0264	rule	reference-semantics/semantics/controls.k	59-64	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> IfExp(V:Val, _:Expr, E:Expr) => E ... </k> requires notBool truthy(V) // ==== For: one loop, in-cell continuation, over #iterNext ================= // (the iterable is evaluated once, by strictness; the protocol stays rewrites — // circularities anchor on #loop and narrowing substitutes the structure)
K0265	syntax	reference-semantics/semantics/controls.k	65-68	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax KItem ::= #loop(Val, Expr, Stmts) | #loopStep(Expr, Stmts) | #while(Expr, Stmts) | #whileCond(Expr, Stmts) | #loopLbl(K) | "#cont" | "#brk"
K0266	rule	reference-semantics/semantics/controls.k	69-70	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> For(T:Expr, OBJ:Val, B:Stmts) => #loop(OBJ, T, B) ... </k>
K0267	rule	reference-semantics/semantics/controls.k	71-71	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #loop(IT:Iterable, T:Expr, B:Stmts) => #iterNext(IT) ~> #loopStep(T, B) ... </k>
K0268	rule	reference-semantics/semantics/controls.k	72-72	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterDone ~> #loopStep(_:Expr, _:Stmts) => .K ... </k>
K0269	rule	reference-semantics/semantics/controls.k	73-76	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #iterYield(V:Val, REST:Iterable) ~> #loopStep(T:Expr, B:Stmts) => #bindTgt(T, V) ~> B ~> #loopLbl(#loop(REST, T, B)) ... </k> // ==== While ==============================================================
K0270	rule	reference-semantics/semantics/controls.k	77-77	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> While(C:Expr, B:Stmts) => #while(C, B) ... </k>
K0271	rule	reference-semantics/semantics/controls.k	78-78	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #while(C:Expr, B:Stmts) => C ~> #whileCond(C, B) ... </k>
K0272	rule	reference-semantics/semantics/controls.k	79-80	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> V:Val ~> #whileCond(C:Expr, B:Stmts) => B ~> #loopLbl(#while(C, B)) ... </k> requires truthy(V)
K0273	rule	reference-semantics/semantics/controls.k	81-84	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> V:Val ~> #whileCond(_C:Expr, _B:Stmts) => .K ... </k> requires notBool truthy(V) // ==== loop control (break / continue) =====================================
K0274	rule	reference-semantics/semantics/controls.k	85-85	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #loopLbl(NEXT:K) => NEXT ... </k>
K0275	rule	reference-semantics/semantics/controls.k	86-86	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> Continue => #cont ... </k>
K0276	rule	reference-semantics/semantics/controls.k	87-87	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> Break => #brk ... </k>
K0277	rule	reference-semantics/semantics/controls.k	88-88	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #cont ~> #loopLbl(NEXT:K) => NEXT ... </k>
K0278	rule	reference-semantics/semantics/controls.k	89-89	owise	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #cont ~> (_:KItem => .K) ... </k> [owise]
K0279	rule	reference-semantics/semantics/controls.k	90-90	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #brk ~> #loopLbl(_:K) => .K ... </k>
K0280	rule	reference-semantics/semantics/controls.k	91-94	owise,priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> #brk ~> (_:KItem => .K) ... </k> [owise] // ==== heap-object deref at the truthiness/iteration consumers ============== // (priority(40) preempts the generic Val rules so truthy/#loop never see a ref)
K0281	rule	reference-semantics/semantics/controls.k	95-97	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> If(ref(H:Int), T:Stmts, E:Stmts) => If(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0282	rule	reference-semantics/semantics/controls.k	98-100	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> IfExp(ref(H:Int), T:Expr, E:Expr) => IfExp(V, T, E) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0283	rule	reference-semantics/semantics/controls.k	101-105	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> ref(H:Int) ~> #whileCond(C:Expr, B:Stmts) => V ~> #whileCond(C, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // For derefs its iterable ONCE at loop start (iteration is over the snapshot; // mutating the iterated list inside its own loop is outside the subset)
K0284	rule	reference-semantics/semantics/controls.k	106-108	priority	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> For(T:Expr, ref(H:Int), B:Stmts) => For(T, V, B) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K0285	syntax	reference-semantics/semantics/core.k	13-13	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax IntSeq ::= ".IntSeq" | iCons(Int, IntSeq)
K0286	syntax	reference-semantics/semantics/core.k	14-14	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax ValSeq ::= ".ValSeq" | vCons(Val, ValSeq)
K0287	syntax	reference-semantics/semantics/core.k	15-17	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Str    ::= str(IntSeq) // the iterable values, grouped under one sort (typing only — dispatch is <k>-cell)
K0288	syntax	reference-semantics/semantics/core.k	18-24	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Iterable ::= list(ValSeq) | tuple(ValSeq) | Str | rangeObj(Int, Int, Int) | zipObj(ValSeq, ValSeq) | zipObjS(IntSeq, IntSeq)
K0289	syntax	reference-semantics/semantics/core.k	25-35	function	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Val      ::= Int | Bool | "noneV" | Iterable | ref(Int)          // a heap object: <heap> holds its list(VS) | cellRef(Int)      // a closure cell: <heap> holds cellV(V) | closureVal(ParamNames, Stmts, Int) | typeV(String)     // a type object (int/str), resolved from the builtins frame | builtinV(String)  // a builtin function, resolved like any name (LEGB fallthrough) | boundMethodV(Val, String)   // a cooled Attribute: obj.method
K0290	syntax	reference-semantics/semantics/core.k	36-36	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Parent   ::= "root" | parent(Int)
K0291	syntax	reference-semantics/semantics/core.k	37-37	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Scope    ::= scope(Map, Parent)
K0292	syntax	reference-semantics/semantics/core.k	38-38	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax KResult  ::= Val
K0293	syntax	reference-semantics/semantics/core.k	39-39	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Expr     ::= Val   // cooling puts results back into expression holes
K0294	syntax	reference-semantics/semantics/core.k	40-40	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Vals     ::= List{Val, ","}
K0295	syntax	reference-semantics/semantics/core.k	41-41	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Exc      ::= "NoExc" | "AssertionError"
K0296	syntax	reference-semantics/semantics/core.k	42-48	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax RetState ::= "noRet" | retV(Val) // ==== configuration ======================================================= // The builtins namespace is a real scope at reserved location -1 (the bottom of every // chain; scopeLoc only allocates >=1, so -1 never collides). The module scope (loc 0) // has it as parent, so an unbound name resolves there last — exactly LEGB. `int`/`str` // resolve to their type objects; any local/global binding shadows them via normal lookup.
K0297	configuration	reference-semantics/semantics/core.k	49-67	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	configuration <k>       #loadAll($PGM:Module) </k> <env>     0 </env> <scopes>   0     |-> scope(.Map, parent(-1)) -1    |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap>    .Map </heap> <heapLoc> 0 </heapLoc> <stack>   .List </stack> <ret>     noRet </ret> <exc>     NoExc </exc> <exit-code exit=""> 0 </exit-code> // ==== heap allocation (constructed lists become objects) ================== // Cons-form emission with a freshness guard (the heap-list-probe discipline: // an update-form H[N <- _] never re-normalizes symbolically). heapLoc is // monotonic — it does NOT wind back at #pop: returned lists escape by ref. // A bare list(VS) Val stays legal (read-only inputs in claims flow unboxed); // only CONSTRUCTORS in program syntax allocate.
K0298	syntax	reference-semantics/semantics/core.k	68-68	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Bool ::= isRefV(Val) [function, total]
K0299	rule	reference-semantics/semantics/core.k	69-69	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule isRefV(ref(_:Int)) => true
K0300	rule	reference-semantics/semantics/core.k	70-74	owise	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule isRefV(_:Val)      => false [owise] // closure cells (Python-faithful capture): the heap holds cellV(V); a // cellRef surfacing as the k-redex reads through (lookup is the only use — // cellRefs never escape to user-visible values)
K0301	syntax	reference-semantics/semantics/core.k	75-75	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax HeapVal ::= cellV(Val)
K0302	syntax	reference-semantics/semantics/core.k	76-76	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Bool ::= isCellRef(Val) [function, total]
K0303	rule	reference-semantics/semantics/core.k	77-77	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule isCellRef(cellRef(_:Int)) => true
K0304	rule	reference-semantics/semantics/core.k	78-84	function,owise	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule isCellRef(_:Val)          => false [owise] // k-top deref for cell-bound reads surfacing INSIDE the annotated frame // (AugAssign's in-place read and friends). The "$cells" guard keeps this // DECIDABLY inapplicable in plain frames — an unguarded rule lets the // prover narrow abstract k-top values into cellRef junk (probed on // 26-remove-duplicates). Cross-frame reads (a comprehension closure // reading the enclosing function's cellvar) deref inside #look instead.
K0305	rule	reference-semantics/semantics/core.k	85-88	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> cellRef(H:Int) => V ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap>
K0306	syntax	reference-semantics/semantics/core.k	95-95	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Val ::= kwV(String, Val)
K0307	syntax	reference-semantics/semantics/core.k	96-96	-	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax KItem ::= #kwTag(String)
K0308	rule	reference-semantics/semantics/core.k	97-97	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> KwArg(N:String, E:Expr) => E ~> #kwTag(N) ... </k>
K0309	rule	reference-semantics/semantics/core.k	98-99	ordinary-rule	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	rule <k> V:Val ~> #kwTag(N:String) => kwV(N, V) ... </k> requires notBool isKwV(V)
K0310	syntax	reference-semantics/semantics/core.k	100-100	function,total	ACCEPTED_SUPPLIED_BASELINE: byte-identical to the trusted mounted semantics; no candidate-local extension. Used-path fidelity is reviewed separately.	syntax Bool ::= isKwV(Val) [function, total]
