file	line	kind	attributes	guard	assessment	text
unicode-case.k	631	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa3"") => ""\xd1\x83"""
unicode-case.k	632	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa4"") => ""\xd1\x84"""
unicode-case.k	633	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa5"") => ""\xd1\x85"""
unicode-case.k	634	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa6"") => ""\xd1\x86"""
unicode-case.k	635	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa7"") => ""\xd1\x87"""
unicode-case.k	636	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa8"") => ""\xd1\x88"""
unicode-case.k	637	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xa9"") => ""\xd1\x89"""
unicode-case.k	638	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xaa"") => ""\xd1\x8a"""
unicode-case.k	639	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xab"") => ""\xd1\x8b"""
unicode-case.k	640	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xac"") => ""\xd1\x8c"""
unicode-case.k	641	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xad"") => ""\xd1\x8d"""
unicode-case.k	642	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xae"") => ""\xd1\x8e"""
unicode-case.k	643	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xaf"") => ""\xd1\x8f"""
unicode-case.k	644	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb0"") => ""\xd0\x90"""
unicode-case.k	645	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb1"") => ""\xd0\x91"""
unicode-case.k	646	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb2"") => ""\xd0\x92"""
unicode-case.k	647	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb3"") => ""\xd0\x93"""
unicode-case.k	648	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb4"") => ""\xd0\x94"""
unicode-case.k	649	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb5"") => ""\xd0\x95"""
unicode-case.k	650	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb6"") => ""\xd0\x96"""
unicode-case.k	651	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb7"") => ""\xd0\x97"""
unicode-case.k	652	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb8"") => ""\xd0\x98"""
unicode-case.k	653	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xb9"") => ""\xd0\x99"""
unicode-case.k	654	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xba"") => ""\xd0\x9a"""
unicode-case.k	655	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xbb"") => ""\xd0\x9b"""
unicode-case.k	656	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xbc"") => ""\xd0\x9c"""
unicode-case.k	657	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xbd"") => ""\xd0\x9d"""
unicode-case.k	658	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xbe"") => ""\xd0\x9e"""
unicode-case.k	659	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd0\xbf"") => ""\xd0\x9f"""
unicode-case.k	660	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x80"") => ""\xd0\xa0"""
unicode-case.k	661	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x81"") => ""\xd0\xa1"""
unicode-case.k	662	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x82"") => ""\xd0\xa2"""
unicode-case.k	663	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x83"") => ""\xd0\xa3"""
unicode-case.k	664	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x84"") => ""\xd0\xa4"""
unicode-case.k	665	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x85"") => ""\xd0\xa5"""
unicode-case.k	666	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x86"") => ""\xd0\xa6"""
unicode-case.k	667	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x87"") => ""\xd0\xa7"""
unicode-case.k	668	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x88"") => ""\xd0\xa8"""
unicode-case.k	669	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x89"") => ""\xd0\xa9"""
unicode-case.k	670	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x8a"") => ""\xd0\xaa"""
unicode-case.k	671	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x8b"") => ""\xd0\xab"""
unicode-case.k	672	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x8c"") => ""\xd0\xac"""
unicode-case.k	673	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x8d"") => ""\xd0\xad"""
unicode-case.k	674	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x8e"") => ""\xd0\xae"""
unicode-case.k	675	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x8f"") => ""\xd0\xaf"""
unicode-case.k	676	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x90"") => ""\xd0\x80"""
unicode-case.k	677	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x91"") => ""\xd0\x81"""
unicode-case.k	678	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x92"") => ""\xd0\x82"""
unicode-case.k	679	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x93"") => ""\xd0\x83"""
unicode-case.k	680	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x94"") => ""\xd0\x84"""
unicode-case.k	681	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x95"") => ""\xd0\x85"""
unicode-case.k	682	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x96"") => ""\xd0\x86"""
unicode-case.k	683	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x97"") => ""\xd0\x87"""
unicode-case.k	684	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x98"") => ""\xd0\x88"""
unicode-case.k	685	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x99"") => ""\xd0\x89"""
unicode-case.k	686	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x9a"") => ""\xd0\x8a"""
unicode-case.k	687	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x9b"") => ""\xd0\x8b"""
unicode-case.k	688	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x9c"") => ""\xd0\x8c"""
unicode-case.k	689	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x9d"") => ""\xd0\x8d"""
unicode-case.k	690	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x9e"") => ""\xd0\x8e"""
unicode-case.k	691	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\x9f"") => ""\xd0\x8f"""
unicode-case.k	692	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa0"") => ""\xd1\xa1"""
unicode-case.k	693	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa1"") => ""\xd1\xa0"""
unicode-case.k	694	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa2"") => ""\xd1\xa3"""
unicode-case.k	695	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa3"") => ""\xd1\xa2"""
unicode-case.k	696	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa4"") => ""\xd1\xa5"""
unicode-case.k	697	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa5"") => ""\xd1\xa4"""
unicode-case.k	698	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa6"") => ""\xd1\xa7"""
unicode-case.k	699	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa7"") => ""\xd1\xa6"""
unicode-case.k	700	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa8"") => ""\xd1\xa9"""
unicode-case.k	701	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xa9"") => ""\xd1\xa8"""
unicode-case.k	702	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xaa"") => ""\xd1\xab"""
unicode-case.k	703	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xab"") => ""\xd1\xaa"""
unicode-case.k	704	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xac"") => ""\xd1\xad"""
unicode-case.k	705	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xad"") => ""\xd1\xac"""
unicode-case.k	706	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xae"") => ""\xd1\xaf"""
unicode-case.k	707	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xaf"") => ""\xd1\xae"""
unicode-case.k	708	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb0"") => ""\xd1\xb1"""
unicode-case.k	709	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb1"") => ""\xd1\xb0"""
unicode-case.k	710	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb2"") => ""\xd1\xb3"""
unicode-case.k	711	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb3"") => ""\xd1\xb2"""
unicode-case.k	712	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb4"") => ""\xd1\xb5"""
unicode-case.k	713	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb5"") => ""\xd1\xb4"""
unicode-case.k	714	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb6"") => ""\xd1\xb7"""
unicode-case.k	715	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb7"") => ""\xd1\xb6"""
unicode-case.k	716	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb8"") => ""\xd1\xb9"""
unicode-case.k	717	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xb9"") => ""\xd1\xb8"""
unicode-case.k	718	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xd1\xba"") => ""\xd1\xbb"""
