COMMAND: python3 /audit-output/evidence/k_inventory.py
# item_count=1100
# kind_counts={'claim': 1, 'configuration': 1, 'context': 5, 'endmodule': 27, 'imports': 88, 'module': 27, 'requires': 25, 'rule': 697, 'syntax': 229}
# attribute_counts={'concrete': 35, 'function': 145, 'macro': 5, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority': 45, 'seqstrict': 1, 'strict': 2, 'total': 107}
# decision_counts={'ASSEMBLY_OR_MODULE_DECLARATION': 167, 'EXECUTED_FIXED_FRAGMENT_ACCEPTED': 55, 'OPAQUE_FIXED_PRIMITIVE_UNREACHED': 22, 'PROOF_LOCAL_ACCEPTED_EXACT_HARNESS': 4, 'TARGET_CLAIM_RESULT_CONSTRAINING': 1, 'UNREACHED_NO_INTENDED_DOMAIN_WITNESS': 851}
id	path	lines	kind	attributes	relevance	decision	declaration
K0417	reference-semantics/semantics/core.k	125-125	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> #loadAll(Module(SS:Stmts)) => SS ... </k>
K0418	reference-semantics/semantics/core.k	126-126	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> (S:Stmt SS:Stmts):Stmts => S ~> SS ... </k>
K0419	reference-semantics/semantics/core.k	127-129	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> .Stmts => .K ... </k>
K0420	reference-semantics/semantics/core.k	130-130	syntax	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax KItem ::= #look(String, Int)
K0421	reference-semantics/semantics/core.k	131-131	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> Name(X:String) => #look(X, L) ... </k> <env> L:Int </env>
K0422	reference-semantics/semantics/core.k	132-144	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> #look(X:String, L:Int) => {M[X]}:>Val ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> requires X in_keys(M)
K0423	reference-semantics/semantics/core.k	145-151	rule	priority	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> #look(X:String, L:Int) => V ... </k> <scopes> ... L |-> scope(M:Map, _:Parent) ... </scopes> <heap> ... H |-> cellV(V:Val) ... </heap> requires X in_keys(M) andBool "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool {M[X]}:>Val ==K cellRef(H) [priority(40)]
K0424	reference-semantics/semantics/core.k	152-156	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> #look(X:String, L:Int) => #look(X, P) ... </k> <scopes> ... L |-> scope(M:Map, parent(P:Int)) ... </scopes> requires notBool (X in_keys(M))
K0425	reference-semantics/semantics/core.k	157-157	syntax	function,total	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax Scope ::= "builtinsScope" [function, total]
K0426	reference-semantics/semantics/core.k	158-184	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule builtinsScope => scope(.Map [ "len"    <- builtinV("len")    ] [ "set"    <- builtinV("set")    ] [ "sum"    <- builtinV("sum")    ] [ "abs"    <- builtinV("abs")    ] [ "min"    <- builtinV("min")    ] [ "max"    <- builtinV("max")    ] [ "ord"    <- builtinV("ord")    ] [ "chr"    <- builtinV("chr")    ] [ "range"  <- builtinV("range")  ] [ "all"    <- builtinV("all")    ] [ "any"    <- builtinV("any")    ] [ "zip"    <- builtinV("zip")    ] [ "isinstance" <- builtinV("isinstance") ] [ "sorted" <- builtinV("sorted") ] [ "list"   <- builtinV("list")   ] [ "round"  <- builtinV("round")  ] [ "bin"    <- builtinV("bin")    ] [ "enumerate" <- builtinV("enumerate") ] [ "map"    <- builtinV("map")    ] [ "eval"   <- builtinV("eval")   ] [ "int"    <- typeV("int")       ] [ "str"    <- typeV("str")       ] [ "float"  <- typeV("float")     ], root)
K0427	reference-semantics/semantics/core.k	185-185	syntax	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax ApplyK ::= toCall(Val)
K0428	reference-semantics/semantics/core.k	186-188	syntax	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax KItem  ::= #evalArgs(Exprs, Vals, ApplyK) | #evalArgCont(Exprs, Vals, ApplyK) | #applyK(ApplyK, Vals)
K0429	reference-semantics/semantics/core.k	189-189	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> #evalArgs((A:Expr, REST:Exprs), ACC:Vals, K:ApplyK) => A ~> #evalArgCont(REST, ACC, K) ... </k>
K0430	reference-semantics/semantics/core.k	190-190	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> V:Val ~> #evalArgCont(REST:Exprs, ACC:Vals, K:ApplyK) => #evalArgs(REST, appendVal(ACC, V), K) ... </k>
K0431	reference-semantics/semantics/core.k	191-193	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> #evalArgs(.Exprs, ACC:Vals, K:ApplyK) => #applyK(K, ACC) ... </k>
K0432	reference-semantics/semantics/core.k	194-194	rule	-	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	rule <k> Int(I:Int)   => I ... </k>
K0433	reference-semantics/semantics/core.k	195-195	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Bool(B:Bool) => B ... </k>
K0434	reference-semantics/semantics/core.k	196-198	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> NoneVal      => noneV ... </k>
K0435	reference-semantics/semantics/core.k	199-199	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= truthy(Val) [function]
K0436	reference-semantics/semantics/core.k	200-200	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule truthy(B:Bool)          => B
K0437	reference-semantics/semantics/core.k	201-201	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule truthy(noneV)           => false
K0438	reference-semantics/semantics/core.k	202-202	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule truthy(I:Int)           => I =/=Int 0
K0439	reference-semantics/semantics/core.k	203-203	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule truthy(str(S:IntSeq))   => notBool (S ==K .IntSeq)
K0440	reference-semantics/semantics/core.k	204-204	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule truthy(list(V:ValSeq))  => notBool (V ==K .ValSeq)
K0441	reference-semantics/semantics/core.k	205-207	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule truthy(tuple(V:ValSeq)) => notBool (V ==K .ValSeq)
K0442	reference-semantics/semantics/core.k	208-208	syntax	function	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax Val  ::= applyUn(String, Val) [function]
K0443	reference-semantics/semantics/core.k	209-209	syntax	function	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax Val  ::= applyBin(String, Val, Val) [function]
K0444	reference-semantics/semantics/core.k	210-212	syntax	function	executed-fragment	EXECUTED_FIXED_FRAGMENT_ACCEPTED	syntax Bool ::= applyCmp(String, Val, Val) [function]
K0445	reference-semantics/semantics/core.k	213-213	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Vals ::= appendVal(Vals, Val) [function, total]
K0446	reference-semantics/semantics/core.k	214-214	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule appendVal(.Vals, V:Val)              => V , .Vals
K0447	reference-semantics/semantics/core.k	215-216	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule appendVal((V0:Val, VS:Vals), V:Val)  => V0 , appendVal(VS, V)
K0448	reference-semantics/semantics/core.k	217-217	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= vals2valSeq(Vals) [function, total]
K0449	reference-semantics/semantics/core.k	218-218	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule vals2valSeq(.Vals)            => .ValSeq
K0450	reference-semantics/semantics/core.k	219-222	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule vals2valSeq((V:Val, VS:Vals)) => vCons(V, vals2valSeq(VS))
K0451	reference-semantics/semantics/core.k	223-223	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= vsLen(ValSeq) [function, total]
K0452	reference-semantics/semantics/core.k	224-224	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule vsLen(.ValSeq)                => 0
K0453	reference-semantics/semantics/core.k	225-226	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule vsLen(vCons(_:Val, S:ValSeq)) => 1 +Int vsLen(S)
K0454	reference-semantics/semantics/core.k	227-227	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= isLen(IntSeq) [function, total]
K0455	reference-semantics/semantics/core.k	228-228	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule isLen(.IntSeq)                => 0
K0456	reference-semantics/semantics/core.k	229-232	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule isLen(iCons(_:Int, S:IntSeq)) => 1 +Int isLen(S)
K0457	reference-semantics/semantics/core.k	233-233	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= setVSAt(ValSeq, Int, Val) [function, total]
K0458	reference-semantics/semantics/core.k	234-234	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule setVSAt(.ValSeq, _:Int, _:Val)               => .ValSeq
K0459	reference-semantics/semantics/core.k	235-235	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule setVSAt(vCons(_:Val, S:ValSeq), 0, V:Val)    => vCons(V, S)
K0460	reference-semantics/semantics/core.k	236-237	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule setVSAt(vCons(W:Val, S:ValSeq), I:Int, V:Val) => vCons(W, setVSAt(S, I -Int 1, V)) requires I >Int 0
K0461	reference-semantics/semantics/core.k	238-239	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule setVSAt(VS:ValSeq, I:Int, _:Val)             => VS requires I <Int 0
K0462	reference-semantics/semantics/core.k	240-240	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0463	reference-semantics/semantics/dict.k	13-13	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-DICT
K0464	reference-semantics/semantics/dict.k	14-14	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-CORE
K0465	reference-semantics/semantics/dict.k	15-15	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-ITER
K0466	reference-semantics/semantics/dict.k	16-16	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-METHODS
K0467	reference-semantics/semantics/dict.k	17-19	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-LIST
K0468	reference-semantics/semantics/dict.k	20-22	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Val ::= dictV(ValSeq, ValSeq)
K0469	reference-semantics/semantics/dict.k	23-25	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= #dictAcc(Entries, ValSeq, ValSeq) | #dictKey(Expr, Entries, ValSeq, ValSeq) | #dictVal(Val, Entries, ValSeq, ValSeq)
K0470	reference-semantics/semantics/dict.k	26-26	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> DictExpr(ES:Entries) => #dictAcc(ES, .ValSeq, .ValSeq) ... </k>
K0471	reference-semantics/semantics/dict.k	27-27	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #dictAcc(.Entries, KS:ValSeq, VS:ValSeq) => dictV(KS, VS) ... </k>
K0472	reference-semantics/semantics/dict.k	28-29	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #dictAcc((Entry(K:Expr, V:Expr), REST:Entries), KS:ValSeq, VS:ValSeq) => K ~> #dictKey(V, REST, KS, VS) ... </k>
K0473	reference-semantics/semantics/dict.k	30-31	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> KV:Val ~> #dictKey(V:Expr, REST:Entries, KS:ValSeq, VS:ValSeq) => V ~> #dictVal(KV, REST, KS, VS) ... </k>
K0474	reference-semantics/semantics/dict.k	32-36	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> VV:Val ~> #dictVal(KV:Val, REST:Entries, KS:ValSeq, VS:ValSeq) => #dictAcc(REST, dPutK(KS, KV), dPutV(KS, VS, KV, VV)) ... </k>
K0475	reference-semantics/semantics/dict.k	37-37	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= dHasKey(ValSeq, Val) [function, total]
K0476	reference-semantics/semantics/dict.k	38-38	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dHasKey(.ValSeq, _:Val)                => false
K0477	reference-semantics/semantics/dict.k	39-39	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dHasKey(vCons(A:Val, _:ValSeq), K:Val) => true          requires A ==K K
K0478	reference-semantics/semantics/dict.k	40-42	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dHasKey(vCons(A:Val, R:ValSeq), K:Val) => dHasKey(R, K) requires notBool (A ==K K)
K0479	reference-semantics/semantics/dict.k	43-43	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= dPutK(ValSeq, Val) [function, total]
K0480	reference-semantics/semantics/dict.k	44-44	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dPutK(KS:ValSeq, K:Val) => KS                                  requires dHasKey(KS, K)
K0481	reference-semantics/semantics/dict.k	45-48	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dPutK(KS:ValSeq, K:Val) => valSeqConcat(KS, vCons(K, .ValSeq)) requires notBool dHasKey(KS, K)
K0482	reference-semantics/semantics/dict.k	49-49	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax ValSeq ::= dPutV(ValSeq, ValSeq, Val, Val) [function, total]
K0483	reference-semantics/semantics/dict.k	50-51	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dPutV(vCons(A:Val, _:ValSeq), vCons(_:Val, VR:ValSeq), K:Val, V:Val)  => vCons(V, VR) requires A ==K K
K0484	reference-semantics/semantics/dict.k	52-53	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dPutV(vCons(A:Val, KR:ValSeq), vCons(B:Val, VR:ValSeq), K:Val, V:Val) => vCons(B, dPutV(KR, VR, K, V)) requires notBool (A ==K K)
K0485	reference-semantics/semantics/dict.k	54-57	rule	owise	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dPutV(_KS:ValSeq, VS:ValSeq, _K:Val, V:Val) => valSeqConcat(VS, vCons(V, .ValSeq)) [owise]
K0486	reference-semantics/semantics/dict.k	58-62	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #applyK(toCall(boundMethodV(dictV(KS:ValSeq, _:ValSeq), "keys")), .Vals) => #alloc(list(KS)) ... </k> [priority(40)]
K0487	reference-semantics/semantics/dict.k	63-63	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyIndexD(dictV(KS:ValSeq, VS:ValSeq), K:Val) => dGet(KS, VS, K)
K0488	reference-semantics/semantics/dict.k	64-64	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Val ::= applyIndexD(Val, Val) [function]
K0489	reference-semantics/semantics/dict.k	65-69	rule	priority	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Subscript(dictV(KS:ValSeq, VS:ValSeq), K:Val) => applyIndexD(dictV(KS, VS), K) ... </k> [priority(45)]
K0490	reference-semantics/semantics/dict.k	70-70	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Val ::= dictSet(Val, Val, Val) [function]
K0491	reference-semantics/semantics/dict.k	71-75	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dictSet(dictV(KS:ValSeq, VS:ValSeq), K:Val, V:Val) => dictV(dPutK(KS, K), dPutV(KS, VS, K, V))
K0492	reference-semantics/semantics/dict.k	76-76	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= #dsetK(String, Val)
K0493	reference-semantics/semantics/dict.k	77-77	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Assign(Subscript(Name(X:String), K:Expr), VV:Val) => K ~> #dsetK(X, VV) ... </k>
K0494	reference-semantics/semantics/dict.k	78-81	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- dictSet({M[X]}:>Val, KV, VV) ], _) ... </scopes> requires X in_keys(M) andBool notBool isRefV({M[X]}:>Val)
K0495	reference-semantics/semantics/dict.k	82-85	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> KV:Val ~> #dsetK(X:String, VV:Val) => #dsetV({M[X]}:>Val, KV, VV) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires X in_keys(M) andBool isRefV({M[X]}:>Val)
K0496	reference-semantics/semantics/dict.k	86-86	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= #dsetV(Val, Val, Val)
K0497	reference-semantics/semantics/dict.k	87-89	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> #dsetV(ref(H:Int), I:Int, VV:Val) => .K ... </k> <heap> ... H |-> list(VS:ValSeq => setVSAt(VS, normIdxD(I, vsLen(VS)), VV)) ... </heap>
K0498	reference-semantics/semantics/dict.k	90-90	syntax	function,total	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Int ::= normIdxD(Int, Int) [function, total]
K0499	reference-semantics/semantics/dict.k	91-91	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule normIdxD(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
K0500	reference-semantics/semantics/dict.k	92-94	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule normIdxD(I:Int, _:Int)   => I          requires I >=Int 0
K0501	reference-semantics/semantics/dict.k	95-96	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("==", dictV(KS1:ValSeq, VS1:ValSeq), dictV(KS2:ValSeq, VS2:ValSeq)) => (vsLen(KS1) ==Int vsLen(KS2)) andBool dSubset(KS1, VS1, KS2, VS2)
K0502	reference-semantics/semantics/dict.k	97-97	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Bool ::= dSubset(ValSeq, ValSeq, ValSeq, ValSeq) [function]
K0503	reference-semantics/semantics/dict.k	98-98	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dSubset(.ValSeq, .ValSeq, _:ValSeq, _:ValSeq) => true
K0504	reference-semantics/semantics/dict.k	99-100	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dSubset(vCons(K:Val, KR:ValSeq), vCons(V:Val, VR:ValSeq), KS2:ValSeq, VS2:ValSeq) => dHasKey(KS2, K) andBool (dGet(KS2, VS2, K) ==K V) andBool dSubset(KR, VR, KS2, VS2)
K0505	reference-semantics/semantics/dict.k	101-101	syntax	function	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Val ::= dGet(ValSeq, ValSeq, Val) [function]
K0506	reference-semantics/semantics/dict.k	102-102	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dGet(vCons(A:Val, _:ValSeq), vCons(B:Val, _:ValSeq), K:Val) => B                requires A ==K K
K0507	reference-semantics/semantics/dict.k	103-103	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule dGet(vCons(A:Val, KR:ValSeq), vCons(_:Val, VR:ValSeq), K:Val) => dGet(KR, VR, K) requires notBool (A ==K K)
K0508	reference-semantics/semantics/dict.k	104-104	endmodule	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	endmodule
K0509	reference-semantics/semantics/float.k	14-14	module	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	module MPY-FLOAT
K0510	reference-semantics/semantics/float.k	15-15	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-OPERATORS
K0511	reference-semantics/semantics/float.k	16-16	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports MPY-BUILTINS
K0512	reference-semantics/semantics/float.k	17-19	imports	-	assembly	ASSEMBLY_OR_MODULE_DECLARATION	imports FLOAT
K0513	reference-semantics/semantics/float.k	20-20	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax Val ::= Float
K0514	reference-semantics/semantics/float.k	21-23	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Float(F:Float) => F ... </k>
K0515	reference-semantics/semantics/float.k	24-24	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= intFloatDiv(Int, Float) [function, total, symbol(intFloatDiv), no-evaluators]
K0516	reference-semantics/semantics/float.k	25-26	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule intFloatDiv(I:Int, F:Float) => Int2Float(I, 53, 11) /Float F [concrete]
K0517	reference-semantics/semantics/float.k	27-29	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("/", I:Int, F:Float) => intFloatDiv(I, F)
K0518	reference-semantics/semantics/float.k	30-30	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= divII(Int, Int) [function, total, symbol(divII), no-evaluators]
K0519	reference-semantics/semantics/float.k	31-31	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule divII(I1:Int, I2:Int) => Int2Float(I1, 53, 11) /Float Int2Float(I2, 53, 11) [concrete]
K0520	reference-semantics/semantics/float.k	32-36	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("/", I1:Int, I2:Int) => divII(I1, I2)
K0521	reference-semantics/semantics/float.k	37-37	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= floatMod(Float, Float) [function, total, symbol(floatMod), no-evaluators]
K0522	reference-semantics/semantics/float.k	38-38	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule floatMod(F1:Float, F2:Float) => F1 -Float (floorFloat(F1 /Float F2) *Float F2) [concrete]
K0523	reference-semantics/semantics/float.k	39-42	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBin("%", F1:Float, F2:Float) => floatMod(F1, F2)
K0524	reference-semantics/semantics/float.k	43-43	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("==", F1:Float, F2:Float) => F1 ==Float F2
K0525	reference-semantics/semantics/float.k	44-49	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("!=", F1:Float, F2:Float) => notBool (F1 ==Float F2)
K0526	reference-semantics/semantics/float.k	50-50	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Bool ::= floatLt(Float, Float) [function, total, symbol(floatLt), no-evaluators]
K0527	reference-semantics/semantics/float.k	51-51	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule floatLt(F1:Float, F2:Float) => F1 <Float F2 [concrete]
K0528	reference-semantics/semantics/float.k	52-53	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyCmp("<", F1:Float, F2:Float) => floatLt(F1, F2)
K0529	reference-semantics/semantics/float.k	54-54	syntax	function,total,no-evaluators	unreached-opaque	OPAQUE_FIXED_PRIMITIVE_UNREACHED	syntax Float ::= absF(Float) [function, total, symbol(absF), no-evaluators]
K0530	reference-semantics/semantics/float.k	55-55	rule	concrete	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule absF(F:Float) => absFloat(F) [concrete]
K0531	reference-semantics/semantics/float.k	56-60	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule applyBuiltin("abs", F:Float, .Vals) => absF(F)
K0532	reference-semantics/semantics/float.k	61-64	rule	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	rule <k> Import(_:String) => .K ... </k>
K0533	reference-semantics/semantics/float.k	65-65	syntax	-	unreached	UNREACHED_NO_INTENDED_DOMAIN_WITNESS	syntax KItem ::= "#mathCeil"
