WORKDIR: /audit-output
COMMAND: /audit-output/evidence/stage5/inventory_k.sh /candidate
FILE	reference-semantics/semantics.k	SHA256	57e8f9f3178639bbb87f95e5cc596bbaa91a6463f965b1965911eff9a0269f97
ITEM	reference-semantics/semantics/range.k	14	requires	requires ST >Int 0 andBool HI >Int LO
ITEM	reference-semantics/semantics/range.k	15	rule	rule rangeLen(LO:Int, HI:Int, ST:Int) => (LO -Int HI -Int ST -Int 1) /Int (0 -Int ST)
ITEM	reference-semantics/semantics/range.k	16	requires	requires ST <Int 0 andBool HI <Int LO
ITEM	reference-semantics/semantics/range.k	17	rule	rule rangeLen(LO:Int, HI:Int, ST:Int) => 0
ITEM	reference-semantics/semantics/range.k	18	requires	requires (ST >Int 0 andBool HI <=Int LO) orBool (ST <Int 0 andBool HI >=Int LO)
ITEM	reference-semantics/semantics/range.k	20	rule	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int))
ITEM	reference-semantics/semantics/range.k	22	requires	requires inRange(I, HI, ST)
ITEM	reference-semantics/semantics/range.k	23	rule	rule <k> #iterNext(rangeObj(I:Int, HI:Int, ST:Int)) => #iterDone ... </k>
ITEM	reference-semantics/semantics/range.k	24	requires	requires notBool inRange(I, HI, ST)
COUNT	reference-semantics/semantics/range.k	rules=6	syntax=2	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/set.k	SHA256	b822c3c6944f9940a4477fa6b7a42490c407663f2a314394e9c146e8951f1ac7
ITEM	reference-semantics/semantics/set.k	3	module	module MPY-SET
ITEM	reference-semantics/semantics/set.k	4	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/set.k	8	syntax	syntax Val ::= setV(IntSeq)
ITEM	reference-semantics/semantics/set.k	11	syntax	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
ITEM	reference-semantics/semantics/set.k	11	attribute	syntax Bool ::= codeIn(Int, IntSeq) [function, total]
ITEM	reference-semantics/semantics/set.k	12	rule	rule codeIn(_:Int, .IntSeq)                => false
ITEM	reference-semantics/semantics/set.k	13	rule	rule codeIn(C:Int, iCons(H:Int, T:IntSeq)) => C ==Int H orBool codeIn(C, T)
ITEM	reference-semantics/semantics/set.k	16	syntax	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total]
ITEM	reference-semantics/semantics/set.k	16	attribute	syntax IntSeq ::= dedupCodes(IntSeq)         [function, total]
ITEM	reference-semantics/semantics/set.k	17	attribute	| dedupFrom(IntSeq, IntSeq)  [function, total]
ITEM	reference-semantics/semantics/set.k	18	rule	rule dedupCodes(CS:IntSeq) => dedupFrom(CS, .IntSeq)
ITEM	reference-semantics/semantics/set.k	19	rule	rule dedupFrom(.IntSeq, ACC:IntSeq) => ACC
ITEM	reference-semantics/semantics/set.k	20	rule	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, ACC)
ITEM	reference-semantics/semantics/set.k	21	requires	requires codeIn(C, ACC)
ITEM	reference-semantics/semantics/set.k	22	rule	rule dedupFrom(iCons(C:Int, S:IntSeq), ACC:IntSeq) => dedupFrom(S, snocCode(ACC, C))
ITEM	reference-semantics/semantics/set.k	23	requires	requires notBool codeIn(C, ACC)
ITEM	reference-semantics/semantics/set.k	25	syntax	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/set.k	25	attribute	syntax IntSeq ::= snocCode(IntSeq, Int) [function, total]
ITEM	reference-semantics/semantics/set.k	26	rule	rule snocCode(.IntSeq, C:Int)                => iCons(C, .IntSeq)
ITEM	reference-semantics/semantics/set.k	27	rule	rule snocCode(iCons(H:Int, T:IntSeq), C:Int) => iCons(H, snocCode(T, C))
ITEM	reference-semantics/semantics/set.k	31	syntax	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/set.k	31	attribute	syntax Bool ::= subsetCodes(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/set.k	32	rule	rule subsetCodes(.IntSeq, _:IntSeq)                => true
ITEM	reference-semantics/semantics/set.k	33	rule	rule subsetCodes(iCons(C:Int, S:IntSeq), B:IntSeq) => codeIn(C, B) andBool subsetCodes(S, B)
ITEM	reference-semantics/semantics/set.k	35	syntax	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/set.k	35	attribute	syntax Bool ::= sameSet(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/set.k	36	rule	rule sameSet(A:IntSeq, B:IntSeq) => subsetCodes(A, B) andBool subsetCodes(B, A)
ITEM	reference-semantics/semantics/set.k	39	rule	rule applyCmp("==", setV(A:IntSeq), setV(B:IntSeq)) => sameSet(A, B)
COUNT	reference-semantics/semantics/set.k	rules=12	syntax=6	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/sort.k	SHA256	df79670e4794a92e96ffc824857fbc34d3a65b6b6a3026d1dcf322128fbaba5a
ITEM	reference-semantics/semantics/sort.k	10	module	module MPY-SORT
ITEM	reference-semantics/semantics/sort.k	11	imports	imports MPY-BUILTINS
ITEM	reference-semantics/semantics/sort.k	12	imports	imports MPY-SUBSCRIPT
ITEM	reference-semantics/semantics/sort.k	18	syntax	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
ITEM	reference-semantics/semantics/sort.k	18	attribute	syntax ValSeq ::= sortVS(ValSeq) [function, total, symbol(sortVS), no-evaluators]
ITEM	reference-semantics/semantics/sort.k	19	syntax	syntax ValSeq ::= insVS(Int, ValSeq) [function]
ITEM	reference-semantics/semantics/sort.k	19	attribute	syntax ValSeq ::= insVS(Int, ValSeq) [function]
ITEM	reference-semantics/semantics/sort.k	20	rule	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
ITEM	reference-semantics/semantics/sort.k	20	attribute	rule sortVS(.ValSeq)                => .ValSeq          [concrete]
ITEM	reference-semantics/semantics/sort.k	21	rule	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
ITEM	reference-semantics/semantics/sort.k	21	attribute	rule sortVS(vCons(X:Int, R:ValSeq)) => insVS(X, sortVS(R)) [concrete]
ITEM	reference-semantics/semantics/sort.k	22	rule	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
ITEM	reference-semantics/semantics/sort.k	22	attribute	rule insVS(X:Int, .ValSeq)                => vCons(X, .ValSeq) [concrete]
ITEM	reference-semantics/semantics/sort.k	23	rule	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
ITEM	reference-semantics/semantics/sort.k	23	attribute	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(X, vCons(Y, R)) requires X <=Int Y [concrete]
ITEM	reference-semantics/semantics/sort.k	24	rule	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
ITEM	reference-semantics/semantics/sort.k	24	attribute	rule insVS(X:Int, vCons(Y:Int, R:ValSeq)) => vCons(Y, insVS(X, R)) requires X  >Int Y [concrete]
ITEM	reference-semantics/semantics/sort.k	26	syntax	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
ITEM	reference-semantics/semantics/sort.k	26	attribute	syntax ValSeq ::= insVSs(IntSeq, ValSeq) [function]
ITEM	reference-semantics/semantics/sort.k	27	rule	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
ITEM	reference-semantics/semantics/sort.k	27	attribute	rule sortVS(vCons(str(CS:IntSeq), R:ValSeq)) => insVSs(CS, sortVS(R)) [concrete]
ITEM	reference-semantics/semantics/sort.k	28	rule	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
ITEM	reference-semantics/semantics/sort.k	28	attribute	rule insVSs(A:IntSeq, .ValSeq) => vCons(str(A), .ValSeq) [concrete]
ITEM	reference-semantics/semantics/sort.k	29	rule	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(A), vCons(str(B), R))
ITEM	reference-semantics/semantics/sort.k	30	requires	requires strLt(A, B) orBool A ==K B [concrete]
ITEM	reference-semantics/semantics/sort.k	30	attribute	requires strLt(A, B) orBool A ==K B [concrete]
ITEM	reference-semantics/semantics/sort.k	31	rule	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R))
ITEM	reference-semantics/semantics/sort.k	32	requires	requires notBool (strLt(A, B) orBool A ==K B) [concrete]
ITEM	reference-semantics/semantics/sort.k	32	attribute	requires notBool (strLt(A, B) orBool A ==K B) [concrete]
ITEM	reference-semantics/semantics/sort.k	36	rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), .Vals))
ITEM	reference-semantics/semantics/sort.k	40	rule	rule <k> #applyK(toCall(boundMethodV(ref(H:Int), "sort")), .Vals) => noneV ... </k>
ITEM	reference-semantics/semantics/sort.k	42	attribute	[priority(40)]
ITEM	reference-semantics/semantics/sort.k	49	syntax	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
ITEM	reference-semantics/semantics/sort.k	49	attribute	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
ITEM	reference-semantics/semantics/sort.k	51	syntax	syntax ValSeq ::= revVS(ValSeq) [function, total]
ITEM	reference-semantics/semantics/sort.k	51	attribute	syntax ValSeq ::= revVS(ValSeq) [function, total]
ITEM	reference-semantics/semantics/sort.k	52	attribute	| revVSAcc(ValSeq, ValSeq) [function, total]
ITEM	reference-semantics/semantics/sort.k	53	rule	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
ITEM	reference-semantics/semantics/sort.k	54	rule	rule revVSAcc(.ValSeq, A:ValSeq) => A
ITEM	reference-semantics/semantics/sort.k	55	rule	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
ITEM	reference-semantics/semantics/sort.k	57	syntax	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
ITEM	reference-semantics/semantics/sort.k	57	attribute	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
ITEM	reference-semantics/semantics/sort.k	58	rule	rule condRev(S:ValSeq, false) => S
ITEM	reference-semantics/semantics/sort.k	59	rule	rule condRev(S:ValSeq, true)  => revVS(S)
ITEM	reference-semantics/semantics/sort.k	61	rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), .Vals))
ITEM	reference-semantics/semantics/sort.k	63	rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("key", KV:Val), kwV("reverse", RB:Bool), .Vals))
ITEM	reference-semantics/semantics/sort.k	65	rule	rule <k> #applyK(toCall(builtinV("sorted")), (list(VS:ValSeq), kwV("reverse", RB:Bool), .Vals))
COUNT	reference-semantics/semantics/sort.k	rules=19	syntax=6	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/str.k	SHA256	1bf0abf61d7c5df6301433a89c79d2ef4259d47a68d98385ff74618c4c310e0f
ITEM	reference-semantics/semantics/str.k	3	module	module MPY-STR
ITEM	reference-semantics/semantics/str.k	4	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/str.k	5	imports	imports MPY-ITER
ITEM	reference-semantics/semantics/str.k	8	rule	rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>
ITEM	reference-semantics/semantics/str.k	9	rule	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq)))
ITEM	reference-semantics/semantics/str.k	13	syntax	syntax IntSeq ::= strToCodes(String) [function]
ITEM	reference-semantics/semantics/str.k	13	attribute	syntax IntSeq ::= strToCodes(String) [function]
ITEM	reference-semantics/semantics/str.k	14	rule	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
ITEM	reference-semantics/semantics/str.k	15	rule	rule strToCodes("") => .IntSeq
ITEM	reference-semantics/semantics/str.k	16	rule	rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S))))
ITEM	reference-semantics/semantics/str.k	17	requires	requires S =/=String "" andBool ordChar(substrString(S, 0, 1)) <Int 128
ITEM	reference-semantics/semantics/str.k	20	syntax	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/str.k	20	attribute	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/str.k	21	rule	rule seqConcat(.IntSeq, T:IntSeq)                => T
ITEM	reference-semantics/semantics/str.k	22	rule	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
ITEM	reference-semantics/semantics/str.k	24	rule	rule applyBin("+",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))
ITEM	reference-semantics/semantics/str.k	25	rule	rule applyCmp("==", str(A:IntSeq), str(B:IntSeq)) => A ==K B
ITEM	reference-semantics/semantics/str.k	26	rule	rule applyCmp("!=", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)
ITEM	reference-semantics/semantics/str.k	29	rule	rule applyCmp("in",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)
ITEM	reference-semantics/semantics/str.k	30	rule	rule applyCmp("not in", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)
ITEM	reference-semantics/semantics/str.k	32	syntax	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/str.k	32	attribute	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/str.k	33	rule	rule strPrefix(.IntSeq, _:IntSeq)               => true
ITEM	reference-semantics/semantics/str.k	34	rule	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
ITEM	reference-semantics/semantics/str.k	35	rule	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
ITEM	reference-semantics/semantics/str.k	37	syntax	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/str.k	37	attribute	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/str.k	38	rule	rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)
ITEM	reference-semantics/semantics/str.k	39	rule	rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)
ITEM	reference-semantics/semantics/str.k	40	rule	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs)
ITEM	reference-semantics/semantics/str.k	41	requires	requires notBool strPrefix(P, iCons(C, Xs))
ITEM	reference-semantics/semantics/str.k	48	syntax	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/str.k	48	attribute	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
ITEM	reference-semantics/semantics/str.k	49	rule	rule strLt(.IntSeq, .IntSeq)                => false
ITEM	reference-semantics/semantics/str.k	50	rule	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
ITEM	reference-semantics/semantics/str.k	51	rule	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
ITEM	reference-semantics/semantics/str.k	52	rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B
ITEM	reference-semantics/semantics/str.k	53	rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B
ITEM	reference-semantics/semantics/str.k	54	rule	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B
ITEM	reference-semantics/semantics/str.k	56	rule	rule applyCmp("<",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)
ITEM	reference-semantics/semantics/str.k	57	rule	rule applyCmp(">",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)
ITEM	reference-semantics/semantics/str.k	58	rule	rule applyCmp("<=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)
ITEM	reference-semantics/semantics/str.k	59	rule	rule applyCmp(">=", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)
COUNT	reference-semantics/semantics/str.k	rules=28	syntax=5	claims=0	configurations=0	contexts=0
FILE	reference-semantics/semantics/subscript.k	SHA256	dba04c0acf213bef4f9f7b11243ca00a2b3ca5fa8666c544ede7d382d27d36a7
ITEM	reference-semantics/semantics/subscript.k	3	module	module MPY-SUBSCRIPT
ITEM	reference-semantics/semantics/subscript.k	4	imports	imports MPY-CORE
ITEM	reference-semantics/semantics/subscript.k	11	syntax	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	11	attribute	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	12	rule	rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V
ITEM	reference-semantics/semantics/subscript.k	13	rule	rule valSeqAt(vCons(_:Val, S:ValSeq), I:Int) => valSeqAt(S, I -Int 1)
ITEM	reference-semantics/semantics/subscript.k	14	requires	requires I >Int 0
ITEM	reference-semantics/semantics/subscript.k	16	syntax	syntax Int ::= intSeqAt(IntSeq, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	16	attribute	syntax Int ::= intSeqAt(IntSeq, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	17	rule	rule intSeqAt(iCons(C:Int, _:IntSeq), 0)     => C
ITEM	reference-semantics/semantics/subscript.k	18	rule	rule intSeqAt(iCons(_:Int, S:IntSeq), I:Int) => intSeqAt(S, I -Int 1)
ITEM	reference-semantics/semantics/subscript.k	19	requires	requires I >Int 0
ITEM	reference-semantics/semantics/subscript.k	21	syntax	syntax Int ::= normIdx(Int, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	21	attribute	syntax Int ::= normIdx(Int, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	22	rule	rule normIdx(I:Int, LEN:Int) => I +Int LEN requires I  <Int 0
ITEM	reference-semantics/semantics/subscript.k	23	rule	rule normIdx(I:Int, _:Int)   => I          requires I >=Int 0
ITEM	reference-semantics/semantics/subscript.k	27	context	context Subscript(HOLE, _)
ITEM	reference-semantics/semantics/subscript.k	28	context	context Subscript(_:Val, HOLE:Expr)
ITEM	reference-semantics/semantics/subscript.k	31	rule	rule <k> Subscript(ref(H:Int), IX:Index) => Subscript(V, IX) ... </k>
ITEM	reference-semantics/semantics/subscript.k	33	attribute	[priority(40)]
ITEM	reference-semantics/semantics/subscript.k	35	rule	rule <k> Subscript(OBJ:Val, I:Int) => applyIndex(OBJ, I) ... </k>
ITEM	reference-semantics/semantics/subscript.k	37	syntax	syntax Val ::= applyIndex(Val, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	37	attribute	syntax Val ::= applyIndex(Val, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	38	rule	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
ITEM	reference-semantics/semantics/subscript.k	39	rule	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))
ITEM	reference-semantics/semantics/subscript.k	40	rule	rule applyIndex(str(IS:IntSeq),   I:Int)
ITEM	reference-semantics/semantics/subscript.k	44	syntax	syntax KItem ::= #evalB(Bound) | "#toSome"
ITEM	reference-semantics/semantics/subscript.k	49	syntax	syntax OptInt ::= "noB" | someB(Int)
ITEM	reference-semantics/semantics/subscript.k	50	rule	rule <k> #evalB(NoBound)  => noB ... </k>
ITEM	reference-semantics/semantics/subscript.k	51	rule	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>
ITEM	reference-semantics/semantics/subscript.k	52	rule	rule <k> I:Int ~> #toSome => someB(I) ... </k>
ITEM	reference-semantics/semantics/subscript.k	54	rule	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>
ITEM	reference-semantics/semantics/subscript.k	55	rule	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>
ITEM	reference-semantics/semantics/subscript.k	56	rule	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>
ITEM	reference-semantics/semantics/subscript.k	58	rule	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)
ITEM	reference-semantics/semantics/subscript.k	60	attribute	[priority(45)]
ITEM	reference-semantics/semantics/subscript.k	61	rule	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>
ITEM	reference-semantics/semantics/subscript.k	63	syntax	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
ITEM	reference-semantics/semantics/subscript.k	63	attribute	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]
ITEM	reference-semantics/semantics/subscript.k	64	rule	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)
ITEM	reference-semantics/semantics/subscript.k	66	rule	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)
ITEM	reference-semantics/semantics/subscript.k	68	rule	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)
ITEM	reference-semantics/semantics/subscript.k	72	syntax	syntax Int ::= slStep(OptInt) [function, total]
ITEM	reference-semantics/semantics/subscript.k	72	attribute	syntax Int ::= slStep(OptInt) [function, total]
ITEM	reference-semantics/semantics/subscript.k	73	rule	rule slStep(noB)          => 1
ITEM	reference-semantics/semantics/subscript.k	74	rule	rule slStep(someB(S:Int)) => S
ITEM	reference-semantics/semantics/subscript.k	76	syntax	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	76	attribute	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	77	rule	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0
ITEM	reference-semantics/semantics/subscript.k	78	requires	requires slStep(ST) >Int 0
ITEM	reference-semantics/semantics/subscript.k	79	rule	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1
ITEM	reference-semantics/semantics/subscript.k	80	requires	requires slStep(ST) <Int 0
ITEM	reference-semantics/semantics/subscript.k	81	rule	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
ITEM	reference-semantics/semantics/subscript.k	83	syntax	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	83	attribute	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	84	rule	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN
ITEM	reference-semantics/semantics/subscript.k	85	requires	requires slStep(ST) >Int 0
ITEM	reference-semantics/semantics/subscript.k	86	rule	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1
ITEM	reference-semantics/semantics/subscript.k	87	requires	requires slStep(ST) <Int 0
ITEM	reference-semantics/semantics/subscript.k	88	rule	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))
ITEM	reference-semantics/semantics/subscript.k	90	syntax	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	90	attribute	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	91	rule	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)
ITEM	reference-semantics/semantics/subscript.k	92	requires	requires I  <Int 0
ITEM	reference-semantics/semantics/subscript.k	93	rule	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)
ITEM	reference-semantics/semantics/subscript.k	94	requires	requires I >=Int 0
ITEM	reference-semantics/semantics/subscript.k	96	syntax	syntax Int ::= clampLo(Int, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	96	attribute	syntax Int ::= clampLo(Int, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	97	rule	rule clampLo(J:Int, _STEP:Int) => J
ITEM	reference-semantics/semantics/subscript.k	98	requires	requires J >=Int 0
ITEM	reference-semantics/semantics/subscript.k	99	rule	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi
ITEM	reference-semantics/semantics/subscript.k	100	requires	requires J <Int 0
ITEM	reference-semantics/semantics/subscript.k	102	syntax	syntax Int ::= clampHi(Int, Int, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	102	attribute	syntax Int ::= clampHi(Int, Int, Int) [function, total]
ITEM	reference-semantics/semantics/subscript.k	103	rule	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I
ITEM	reference-semantics/semantics/subscript.k	104	requires	requires I  <Int LEN
ITEM	reference-semantics/semantics/subscript.k	105	rule	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi
ITEM	reference-semantics/semantics/subscript.k	106	requires	requires I >=Int LEN
ITEM	reference-semantics/semantics/subscript.k	109	syntax	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	109	attribute	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	110	rule	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int)
ITEM	reference-semantics/semantics/subscript.k	112	requires	requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
ITEM	reference-semantics/semantics/subscript.k	113	rule	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq
ITEM	reference-semantics/semantics/subscript.k	114	requires	requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
ITEM	reference-semantics/semantics/subscript.k	116	syntax	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	116	attribute	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
ITEM	reference-semantics/semantics/subscript.k	117	rule	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int)
ITEM	reference-semantics/semantics/subscript.k	119	requires	requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
ITEM	reference-semantics/semantics/subscript.k	120	rule	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq
ITEM	reference-semantics/semantics/subscript.k	121	requires	requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
COUNT	reference-semantics/semantics/subscript.k	rules=40	syntax=15	claims=0	configurations=0	contexts=2
FILE	reference-semantics/semantics/syntax.k	SHA256	1e9e629e5e6e14bdd7f4d530375e8655a89366b5ecd0c24a3c57ad3b5708f2a6
ITEM	reference-semantics/semantics/syntax.k	3	module	module MPY-SYNTAX
ITEM	reference-semantics/semantics/syntax.k	4	imports	imports INT-SYNTAX
